,id,name,platform,publishers,publicationDate,globallySoldUnits,genres,criticScore,userScore,developers,summary,rating,series
7246,Video_games_sales7247,The Crew,X360,Ubisoft,2014-01-01,0.22,Racing,,6.4,,,T,
7247,Video_games_sales7248,MotoGP 09/10,PS3,Capcom,2010-01-01,0.22,Racing,70.0,5.4,,,E,
7248,Video_games_sales7249,Dinosaur King,DS,Sega,2007-01-01,0.22,Strategy,61.0,8.0,,,E,
7249,Video_games_sales7250,The Lord of the Rings: The Third Age,GBA,Electronic Arts,2004-01-01,0.22,Role-Playing,67.0,8.5,,,T,
7250,Video_games_sales7251,The Suffering,X,Midway Games,2004-01-01,0.22,Action,77.0,8.8,,,M,
7251,Video_games_sales7252,Tetris Worlds,GC,THQ,2002-01-01,0.22,Puzzle,47.0,5.6,,,E,
7252,Video_games_sales7253,Rampage 2: Universal Tour,N64,GT Interactive,1999-01-01,0.22,Action,,,,,,
7253,Video_games_sales7254,Mega Man 64,N64,Capcom,2000-01-01,0.22,Action,,,,,,
7254,Video_games_sales7255,ECW Hardcore Revolution,N64,Acclaim Entertainment,2000-01-01,0.22,Fighting,,,,,,
7255,Video_games_sales7256,Ms. Pac-Man: Maze Madness,N64,Namco Bandai Games,2000-01-01,0.22,Puzzle,,,,,,
7256,Video_games_sales7257,Chou-Kuukan Night Pro Yakyuu King(higher JP sales),N64,Imagineer,1996-01-01,0.22,Sports,,,,,,
7257,Video_games_sales7258,Angry Birds Star Wars,PS4,Activision,2013-01-01,0.22,Strategy,47.0,2.0,,,E,
7258,Video_games_sales7259,Tales of Graces,Wii,Namco Bandai Games,2009-01-01,0.22,Role-Playing,,,,,,
7259,Video_games_sales7260,MLB 16: The Show,PS3,Sony Computer Entertainment,2016-01-01,0.22,Action,,,,,,
7260,Video_games_sales7261,Viewtiful Joe 2,GC,Capcom,2004-01-01,0.22,Action,86.0,8.3,,,T,
7261,Video_games_sales7262,Hot Shots Tennis: Get a Grip,PSP,Sony Computer Entertainment,2010-01-01,0.22,Sports,80.0,8.0,,,E,
7262,Video_games_sales7263,Child of Eden,PS3,Ubisoft,2011-01-01,0.22,Shooter,81.0,7.8,,,E10+,
7263,Video_games_sales7264,Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,PS2,Acclaim Entertainment,2002-01-01,0.22,Misc,,,,,,
7264,Video_games_sales7265,All Star Karate,Wii,THQ,2010-01-01,0.22,Action,46.0,,,,E10+,
7265,Video_games_sales7266,Dragon Ball: Origins (JP & incomplete US sales),DS,Atari,2008-01-01,0.22,Adventure,,,,,,
7266,Video_games_sales7267,NBA Jam Extreme,PS,Acclaim Entertainment,1996-01-01,0.22,Sports,,,,,,
7267,Video_games_sales7268,Naruto Shippuden: Ninja Council 4,DS,Nintendo,2007-01-01,0.22,Action,49.0,,,,E10+,
7268,Video_games_sales7269,Worms: Battle Islands,Wii,THQ,2010-01-01,0.22,Strategy,58.0,,,,E10+,
7269,Video_games_sales7270,NBA Live 09 All-Play,Wii,Electronic Arts,2008-01-01,0.22,Sports,51.0,5.9,,,E,
7270,Video_games_sales7271,Touch the Dead,DS,Eidos Interactive,2007-01-01,0.22,Shooter,56.0,5.6,,,M,
7271,Video_games_sales7272,Jackass the Game,PSP,Empire Interactive,2007-01-01,0.22,Action,58.0,7.0,,,M,
7272,Video_games_sales7273,Far Cry: Primal,PC,Ubisoft,2016-01-01,0.22,Action,74.0,4.9,,,M,
7273,Video_games_sales7274,Nickelodeon Party Blast,X,Infogrames,2002-01-01,0.22,Misc,19.0,4.0,,,E,
7274,Video_games_sales7275,Ragnarok DS,DS,GungHo,2008-01-01,0.22,Role-Playing,53.0,5.8,,,E10+,
7275,Video_games_sales7276,NHL Championship 2000,PS,Fox Interactive,1998-01-01,0.22,Sports,,,,,,
7276,Video_games_sales7277,ATV Quad Kings,Wii,Zoo Digital Publishing,2009-01-01,0.22,Racing,33.0,,,,E,
7277,Video_games_sales7278,Shellshock: Nam 67,X,Eidos Interactive,2004-01-01,0.22,Shooter,58.0,7.0,,,M,
7278,Video_games_sales7279,Karaoke Revolution Glee 2: Road to Regionals,Wii,Konami Digital Entertainment,2011-01-01,0.22,Misc,,,,,,
7279,Video_games_sales7280,Kartia: The Word of Fate,PS,Konami Digital Entertainment,1998-01-01,0.22,Strategy,,,,,,
7280,Video_games_sales7281,All-Star Baseball 2002,GC,Acclaim Entertainment,2001-01-01,0.22,Sports,66.0,5.6,,,E,
7281,Video_games_sales7282,Magna Carta: Tears of Blood,PS2,505 Games,2004-01-01,0.22,Role-Playing,66.0,7.0,,,T,
7282,Video_games_sales7283,Lethal Skies Elite Pilot: Team SW,PS2,Sammy Corporation,2001-01-01,0.22,Simulation,59.0,,,,E,
7283,Video_games_sales7284,Capcom vs. SNK,DC,Virgin Interactive,2000-01-01,0.22,Fighting,80.0,9.0,,,T,
7284,Video_games_sales7285,Pinball Hall of Fame: The Williams Collection,PS3,Crave Entertainment,2009-01-01,0.22,Misc,82.0,7.9,,,E10+,
7285,Video_games_sales7286,Aliens vs Predator: Requiem,PSP,Vivendi Games,2007-01-01,0.22,Action,49.0,5.6,,,T,
7286,Video_games_sales7287,Star Wars: The Force Unleashed II,DS,LucasArts,2010-01-01,0.22,Action,43.0,4.0,,,T,
7287,Video_games_sales7288,Tamagotchi no KiraKira Omisecchi,DS,Namco Bandai Games,2008-01-01,0.22,Misc,,,,,,
7288,Video_games_sales7289,From Russia With Love,GC,Electronic Arts,2005-01-01,0.22,Action,70.0,8.5,,,T,
7289,Video_games_sales7290,Guitar Hero: Smash Hits,PS2,Activision,2009-01-01,0.22,Misc,69.0,8.3,,,T,
7290,Video_games_sales7291,NFL Quarterback Club 2002,PS2,Acclaim Entertainment,2001-01-01,0.22,Sports,67.0,7.8,,,E,
7291,Video_games_sales7292,LEGO The Lord of the Rings,PC,Warner Bros. Interactive Entertainment,2012-01-01,0.22,Action,80.0,8.2,,,E10+,
7292,Video_games_sales7293,NCAA Basketball 09,X360,Electronic Arts,2008-01-01,0.22,Sports,70.0,5.6,,,E,
7293,Video_games_sales7294,Kirbys Star Stacker,G,Nintendo,1997-01-01,0.22,Puzzle,,,,,,
7294,Video_games_sales7295,Lords of the Fallen,XOne,Square Enix,2014-01-01,0.22,Role-Playing,71.0,6.6,,,M,
7295,Video_games_sales7296,Shin Megami Tensei: Persona,PSP,Atlus,2009-01-01,0.22,Role-Playing,78.0,8.0,,,T,
7296,Video_games_sales7297,Kidz Bop Dance Party! The Video Game,Wii,D3Publisher,2010-01-01,0.22,Misc,,,,,,
7297,Video_games_sales7298,Dying Light,PC,Warner Bros. Interactive Entertainment,2015-01-01,0.22,Action,75.0,7.9,,,M,
7298,Video_games_sales7299,Growlanser: Heritage of War,PS2,Rising Star Games,2006-01-01,0.22,Role-Playing,60.0,7.9,,,T,
7299,Video_games_sales7300,Ben 10 Alien Force: Vilgax Attacks,X360,D3Publisher,2009-01-01,0.22,Action,61.0,8.3,,,E10+,
7300,Video_games_sales7301,Imagine: Detective,DS,Ubisoft,2009-01-01,0.22,Simulation,,,,,E,
7301,Video_games_sales7302,The Amazing Spider-Man 2 (2014),XOne,Activision,2014-01-01,0.22,Action,,,,,,
7302,Video_games_sales7303,CSI: Fatal Conspiracy,Wii,Ubisoft,2010-01-01,0.22,Adventure,,,,,M,
7303,Video_games_sales7304,Rugby 2004,PS2,Electronic Arts,2003-01-01,0.22,Sports,61.0,6.8,,,E,
7304,Video_games_sales7305,Disney's Magical Quest Starring Mickey and Minnie,GBA,Nintendo,2002-01-01,0.22,Action,,,,,,
7305,Video_games_sales7306,Deadly Creatures,Wii,THQ,2009-01-01,0.22,Action,72.0,8.8,,,T,
7306,Video_games_sales7307,NBA 06,PSP,Sony Computer Entertainment,2005-01-01,0.22,Sports,72.0,5.4,,,E,
7307,Video_games_sales7308,KORG DS-10 Synthesizer,DS,AQ Interactive,2008-01-01,0.22,Misc,82.0,8.2,,,E,
7308,Video_games_sales7309,Tropico 3,X360,Kalypso Media,2009-01-01,0.22,Strategy,75.0,6.6,,,T,
7309,Video_games_sales7310,Naruto: Ninja Council,GBA,Tomy Corporation,2003-01-01,0.22,Action,60.0,7.1,,,E10+,
7310,Video_games_sales7311,DS Nishimura Kyotaro Suspense Shin Tantei Series: Kyoto Atami Zekkai no Kotou - Satsui no Wana,DS,Tecmo Koei,2007-01-01,0.22,Adventure,,,,,,
7311,Video_games_sales7312,Wreckless: ThE YaKuza MisSiOns,PS2,Activision,2002-01-01,0.22,Racing,60.0,,,,T,
7312,Video_games_sales7313,Hasbro Family Game Night,DS,Electronic Arts,2009-01-01,0.22,Puzzle,57.0,,,,E,
7313,Video_games_sales7314,Dead Island,PC,Deep Silver,2011-01-01,0.22,Action,80.0,6.8,,,M,
7314,Video_games_sales7315,Jikkyou Powerful Major League,PS2,Konami Digital Entertainment,2006-01-01,0.22,Sports,,,,,,
7315,Video_games_sales7316,NFL 2K3,GC,Sega,2002-01-01,0.22,Sports,92.0,8.3,,,E,
7316,Video_games_sales7317,The Wolf Among Us,PS4,Telltale Games,2014-01-01,0.22,Adventure,83.0,8.4,,,M,
7317,Video_games_sales7318,Saltwater Sportfishing,PS,Take-Two Interactive,2001-01-01,0.22,Sports,,,,,,
7318,Video_games_sales7319,Yoshi Touch & Go (JP sales),DS,Nintendo,2005-01-01,0.22,Platform,,,,,,
7319,Video_games_sales7320,Samurai Jack: The Amulet of Time,GBA,Zoo Digital Publishing,2003-01-01,0.22,Platform,63.0,,,,T,
7320,Video_games_sales7321,J-League Winning Eleven 2008: Club Championship,PS2,Konami Digital Entertainment,2008-01-01,0.22,Sports,,,,,,
7321,Video_games_sales7322,Jackie Chan: Stuntmaster,PS,Sony Computer Entertainment,1999-01-01,0.22,Action,,,,,,
7322,Video_games_sales7323,Sports Car GT,PS,Electronic Arts,1999-01-01,0.22,Racing,,,,,,
7323,Video_games_sales7324,Yu-Gi-Oh! GX: Spirit Caller (American Sales),DS,Konami Digital Entertainment,2006-01-01,0.22,Misc,,,,,,
7324,Video_games_sales7325,Hunted: The Demons Forge,X360,Bethesda Softworks,2011-01-01,0.22,Action,61.0,6.0,,,M,
7325,Video_games_sales7326,Scooby-Doo! Mystery Mayhem,GC,THQ,2004-01-01,0.22,Action,,,,,,
7326,Video_games_sales7327,Kanzen Chuuki Pro Yakyuu Greatest Nine,SAT,Sega,1995-01-01,0.22,Sports,,,,,,
7327,Video_games_sales7328,Summer Athletics: The Ultimate Challenge (Others sales),Wii,DTP Entertainment,2008-01-01,0.22,Sports,,,,,,
7328,Video_games_sales7329,American Idol,GBA,Codemasters,2003-01-01,0.22,Misc,,4.8,,,E,
7329,Video_games_sales7330,Britneys Dance Beat,GBA,THQ,2002-01-01,0.22,Misc,53.0,7.4,,,E,
7330,Video_games_sales7331,Full Auto,X360,Sega,2006-01-01,0.22,Shooter,70.0,7.8,,,T,
7331,Video_games_sales7332,Shrek SuperSlam,GC,Activision,2005-01-01,0.22,Action,70.0,7.7,,,E10+,
7332,Video_games_sales7333,Sailor Moon,SNES,Namco Bandai Games,1993-01-01,0.22,Action,,,,,,
7333,Video_games_sales7334,BioShock The Collection,XOne,Take-Two Interactive,2016-01-01,0.22,Shooter,84.0,8.5,,,M,
7334,Video_games_sales7335,Tony Hawks Pro Skater 5,PS4,Activision,2015-01-01,0.22,Sports,32.0,1.5,,,T,
7335,Video_games_sales7336,Herdy Gerdy,PS2,Eidos Interactive,2002-01-01,0.22,Adventure,69.0,5.0,,,E,
7336,Video_games_sales7337,Pass the Pigs,DS,THQ,2008-01-01,0.22,Misc,,,,,,
7337,Video_games_sales7338,Afrika,PS3,Unknown,2008-01-01,0.22,Adventure,63.0,6.2,,,E10+,
7338,Video_games_sales7339,G.I. Joe: The Rise of Cobra,Wii,Electronic Arts,2009-01-01,0.22,Action,51.0,,,,T,
7339,Video_games_sales7340,Jewel Quest: Expeditions,DS,Avanquest,2007-01-01,0.22,Puzzle,68.0,,,,E,
7340,Video_games_sales7341,Marvel Super Hero Squad: The Infinity Gauntlet,DS,THQ,2010-01-01,0.22,Action,,,,,E10+,
7341,Video_games_sales7342,Digimon World Re:Digitize,PSP,Namco Bandai Games,2012-01-01,0.22,Action,,,,,,
7342,Video_games_sales7343,The Legend of Heroes: Trails in the Sky First Chapter,PSP,Ghostlight,2006-01-01,0.22,Role-Playing,,,,,,
7343,Video_games_sales7344,Over G Fighters,X360,Ubisoft,2006-01-01,0.21,Simulation,49.0,6.1,,,T,
7344,Video_games_sales7345,NBA in the Zone 2000,PS,Konami Digital Entertainment,2000-01-01,0.21,Sports,,,,,,
7345,Video_games_sales7346,MySims Party,Wii,Electronic Arts,2009-01-01,0.21,Simulation,56.0,,,,E,
7346,Video_games_sales7347,Dark Summit,PS2,THQ,2001-01-01,0.21,Sports,67.0,,,,T,
7347,Video_games_sales7348,Cabelas Big Game Hunter: Ultimate Challenge,PS,Activision Value,2001-01-01,0.21,Sports,,,,,,
7348,Video_games_sales7349,Transformers: Dark of the Moon,3DS,Activision,2011-01-01,0.21,Action,,,,,,
7349,Video_games_sales7350,The Dukes of Hazzard: Return of the General Lee,PS2,Ubisoft,2004-01-01,0.21,Racing,52.0,6.8,,,E,
7350,Video_games_sales7351,Pandemonium!,PS,BMG Interactive Entertainment,1996-01-01,0.21,Platform,,,,,,
7351,Video_games_sales7352,Code Name: S.T.E.A.M.,3DS,Nintendo,2015-01-01,0.21,Strategy,69.0,7.8,,,T,
7352,Video_games_sales7353,Namco Museum: 50th Anniversary,GC,Namco Bandai Games,2005-01-01,0.21,Misc,60.0,,,,E10+,
7353,Video_games_sales7354,NBA Live 15,XOne,Electronic Arts,2014-01-01,0.21,Sports,53.0,6.8,,,E,
7354,Video_games_sales7355,Crash N Burn,PS2,Eidos Interactive,2004-01-01,0.21,Racing,63.0,8.0,,,T,
7355,Video_games_sales7356,NBA,PSP,Sony Computer Entertainment,2005-01-01,0.21,Sports,57.0,6.9,,,E,
7356,Video_games_sales7357,Teenage Mutant Ninja Turtles: Smash-Up,PS2,Ubisoft,2009-01-01,0.21,Fighting,,8.4,,,E10+,
7357,Video_games_sales7358,Pro Yakyuu Greatest Nine 97,SAT,Sega,1997-01-01,0.21,Sports,,,,,,
7358,Video_games_sales7359,Big League Sports,X360,Activision,2011-01-01,0.21,Sports,,,,,E,
7359,Video_games_sales7360,Petz Rescue: Wildlife Vet,Wii,Ubisoft,2008-01-01,0.21,Simulation,,,,,E,
7360,Video_games_sales7361,Lunar: Silver Star Story Complete,SAT,Kadokawa Shoten,1997-01-01,0.21,Role-Playing,,,,,,
7361,Video_games_sales7362,Dorabase DS: Dramatic Stadium,DS,Namco Bandai Games,2007-01-01,0.21,Sports,,,,,,
7362,Video_games_sales7363,Disaster Report,PS2,Agetec,2002-01-01,0.21,Action,66.0,8.0,,,T,
7363,Video_games_sales7364,EVE: burst error,SAT,Imagineer,1997-01-01,0.21,Adventure,,,,,,
7364,Video_games_sales7365,Armored Core V,X360,Namco Bandai Games,2012-01-01,0.21,Simulation,68.0,7.2,,,T,
7365,Video_games_sales7366,Backyard NFL Football 09,Wii,Atari,2008-01-01,0.21,Sports,,,,,,
7366,Video_games_sales7367,DanceDanceRevolution II,Wii,Konami Digital Entertainment,2011-01-01,0.21,Misc,,,,,E10+,
7367,Video_games_sales7368,College Hoops 2K7,X360,Take-Two Interactive,2006-01-01,0.21,Sports,82.0,8.2,,,E,
7368,Video_games_sales7369,Speed Racer: The Videogame,PS2,Warner Bros. Interactive Entertainment,2008-01-01,0.21,Racing,,,,,,
7369,Video_games_sales7370,Magicians Quest: Town of Magic,3DS,Konami Digital Entertainment,2012-01-01,0.21,Simulation,,,,,,
7370,Video_games_sales7371,Rampage: Total Destruction,Wii,Midway Games,2006-01-01,0.21,Action,46.0,5.6,,,E10+,
7371,Video_games_sales7372,Bratz: Forever Diamondz,GC,THQ,2006-01-01,0.21,Adventure,,,,,E,
7372,Video_games_sales7373,NCAA March Madness 08,X360,Electronic Arts,2007-01-01,0.21,Sports,69.0,,,,E,
7373,Video_games_sales7374,WCW Backstage Assault,PS,Electronic Arts,1999-01-01,0.21,Action,40.0,,,,T,
7374,Video_games_sales7375,Wild Wild Racing,PS2,Interplay,2000-01-01,0.21,Racing,64.0,,,,E,
7375,Video_games_sales7376,The Bards Tale,PS2,Ubisoft,2004-01-01,0.21,Role-Playing,76.0,8.6,,,T,
7376,Video_games_sales7377,Yoostar2,X360,YooStar Entertainment Group Inc.,2011-01-01,0.21,Misc,,,,,,
7377,Video_games_sales7378,Momotarou Dentetsu 16,PS2,Hudson Soft,2006-01-01,0.21,Misc,,,,,,
7378,Video_games_sales7379,Robotech: The Macross Saga,GBA,TDK Mediactive,2002-01-01,0.21,Shooter,61.0,6.5,,,E,
7379,Video_games_sales7380,Yu Yu Hakusho: Dark Tournament,PS2,Atari,2004-01-01,0.21,Fighting,56.0,8.5,,,T,
7380,Video_games_sales7381,MTV Celebrity Deathmatch,X,Gotham Games,2003-01-01,0.21,Fighting,,,,,,
7381,Video_games_sales7382,Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack,PS3,Namco Bandai Games,2010-01-01,0.21,Action,,,,,,
7382,Video_games_sales7383,Conflict Zone,PS2,Ubisoft,2002-01-01,0.21,Strategy,47.0,7.4,,,T,
7383,Video_games_sales7384,The Bureau: XCOM Declassified,X360,Take-Two Interactive,2013-01-01,0.21,Shooter,68.0,6.7,,,M,
7384,Video_games_sales7385,Petz: Horse Clu,Wii,Ubisoft,2008-01-01,0.21,Misc,,,,,E,
7385,Video_games_sales7386,Puss in Boots,Wii,THQ,2011-01-01,0.21,Action,,,,,E10+,
7386,Video_games_sales7387,BloodRayne,X,Universal Interactive,2002-01-01,0.21,Shooter,76.0,7.5,,,M,
7387,Video_games_sales7388,Harry Potter and the Deathly Hallows - Part 2,DS,Electronic Arts,2011-01-01,0.21,Action,55.0,,,,E10+,
7388,Video_games_sales7389,TRON: Evolution - Battle Grids,Wii,Disney Interactive Studios,2010-01-01,0.21,Racing,,,,,,
7389,Video_games_sales7390,NHL 2K6,X,Take-Two Interactive,2005-01-01,0.21,Sports,83.0,7.5,,,E10+,
7390,Video_games_sales7391,Hannah Montana: The Movie,X360,Disney Interactive Studios,2009-01-01,0.21,Adventure,25.0,3.8,,,E,
7391,Video_games_sales7392,Tenchu: Return From Darkness,X,Activision,2004-01-01,0.21,Action,70.0,7.0,,,M,
7392,Video_games_sales7393,World Poker Tour,PS2,Take-Two Interactive,2005-01-01,0.21,Misc,60.0,8.6,,,T,
7393,Video_games_sales7394,Neo Contra,PS2,Konami Digital Entertainment,2004-01-01,0.21,Shooter,65.0,7.1,,,M,
7394,Video_games_sales7395,MVP Baseball,PSP,Electronic Arts,2005-01-01,0.21,Sports,67.0,7.7,,,E,
7395,Video_games_sales7396,Wheres Waldo? The Fantastic Journey,DS,Ubisoft,2009-01-01,0.21,Adventure,,8.9,,,E,
7396,Video_games_sales7397,Atelier Escha & Logy: Alchemists of the Dusk Sky,PS3,Tecmo Koei,2013-01-01,0.21,Role-Playing,,,,,,
7397,Video_games_sales7398,WipeOut 3 The Game,X360,Activision,2012-01-01,0.21,Action,,,,,,
7398,Video_games_sales7399,Tony Hawks American Sk8land,DS,Activision,2005-01-01,0.21,Sports,84.0,8.7,,,E,
7399,Video_games_sales7400,Ghostbusters II,2600,Activision,1992-01-01,0.21,Action,,,,,,
7400,Video_games_sales7401,Breakaway IV,2600,Sears,1978-01-01,0.21,Puzzle,,,,,,
7401,Video_games_sales7402,RealSports Baseball,2600,Atari,1981-01-01,0.21,Sports,,,,,,
7402,Video_games_sales7403,Disney's Planes,DS,Disney Interactive Studios,2013-01-01,0.21,Simulation,,,,,E,
7403,Video_games_sales7404,Madden NFL 07,DS,Electronic Arts,2006-01-01,0.21,Sports,70.0,6.5,,,E,
7404,Video_games_sales7405,Now! Thats What I Call Music: Dance & Sing,Wii,Unknown,2011-01-01,0.21,Misc,,,,,,
7405,Video_games_sales7406,Journey,PS3,Sony Computer Entertainment Europe,2012-01-01,0.21,Adventure,92.0,8.8,,,E,
7406,Video_games_sales7407,The BIGS 2,X360,Take-Two Interactive,2009-01-01,0.21,Sports,76.0,6.2,,,E10+,
7407,Video_games_sales7408,Viewtiful Joe 2,PS2,Capcom,2004-01-01,0.21,Action,85.0,7.7,,,T,
7408,Video_games_sales7409,Quake III: Revolution,PS2,Electronic Arts,2001-01-01,0.21,Shooter,84.0,7.2,,,M,
7409,Video_games_sales7410,Pac-Man World 3,PS2,Namco Bandai Games,2005-01-01,0.21,Platform,63.0,5.2,,,E,
7410,Video_games_sales7411,SingStar Pop Edition,PS3,Sony Computer Entertainment,2009-01-01,0.21,Misc,,,,,,
7411,Video_games_sales7412,SBK X: Superbike World Championship,PS3,Black Bean Games,2010-01-01,0.21,Racing,73.0,7.5,,,E10+,
7412,Video_games_sales7413,50 Cent: Blood on the Sand,X360,THQ,2009-01-01,0.21,Shooter,71.0,6.4,,,M,
7413,Video_games_sales7414,Naruto: Clash of Ninja (JP sales),GC,Tomy Corporation,2003-01-01,0.21,Fighting,,,,,,
7414,Video_games_sales7415,Robotech: Battlecry,X,TDK Mediactive,2002-01-01,0.21,Shooter,74.0,7.0,,,T,
7415,Video_games_sales7416,Imagine: Boutique Owner,DS,Ubisoft,2009-01-01,0.21,Simulation,,,,,E,
7416,Video_games_sales7417,NO\xc3\xabL: NOT DiGITAL,PS,Pioneer LDC,1996-01-01,0.21,Adventure,,,,,,
7417,Video_games_sales7418,Dragon Ball Z Hyper Dimension,SNES,Namco Bandai Games,1995-01-01,0.21,Fighting,,,,,,
7418,Video_games_sales7419,Hasbro Family Game Night 3,X360,Electronic Arts,2010-01-01,0.21,Misc,,,,,E,
7419,Video_games_sales7420,Star Trek: The Game,X360,Namco Bandai Games,2013-01-01,0.21,Action,,,,,,
7420,Video_games_sales7421,HBO Boxing,PS,Acclaim Entertainment,2000-01-01,0.21,Fighting,26.0,4.0,,,E,
7421,Video_games_sales7422,Bass Pro Shops: The Strike,X360,XS Games,2009-01-01,0.21,Sports,63.0,5.8,,,E,
7422,Video_games_sales7423,Darkwatch,X,Ubisoft,2005-01-01,0.21,Shooter,75.0,8.0,,,M,
7423,Video_games_sales7424,Disgaea D2: A Brighter Darkness,PS3,Nippon Ichi Software,2013-01-01,0.21,Role-Playing,74.0,8.1,,,T,
7424,Video_games_sales7425,Front Mission 5: Scars of the War,PS2,Square Enix,2005-01-01,0.21,Strategy,,,,,,
7425,Video_games_sales7426,Maximo vs Army of Zin,PS2,Capcom,2003-01-01,0.21,Platform,83.0,7.8,,,T,
7426,Video_games_sales7427,The Fairly OddParents: Breakin Da Rules,GC,THQ,2003-01-01,0.21,Platform,,,,,,
7427,Video_games_sales7428,Bratz: Girlz Really Rock,Wii,THQ,2008-01-01,0.21,Action,,,,,E,
7428,Video_games_sales7429,The Chronicles of Narnia: Prince Caspian,DS,Disney Interactive Studios,2008-01-01,0.21,Action,54.0,,,,E10+,
7429,Video_games_sales7430,God of War Collection,PSV,Sony Computer Entertainment,2014-01-01,0.21,Action,73.0,7.4,,,M,
7430,Video_games_sales7431,Summoner 2,PS2,THQ,2002-01-01,0.21,Role-Playing,76.0,8.3,,,T,
7431,Video_games_sales7432,Move Fitness,PS3,Sony Computer Entertainment,2013-01-01,0.21,Sports,,,,,,
7432,Video_games_sales7433,The Land Before Time: Big Water Adventure,PS,TDK Mediactive,2002-01-01,0.21,Platform,,,,,,
7433,Video_games_sales7434,Guitar Hero Live,WiiU,Activision,2015-01-01,0.21,Misc,84.0,6.1,,,T,
7434,Video_games_sales7435,Order Up!,Wii,Zoo Digital Publishing,2008-01-01,0.21,Misc,,,,,,
7435,Video_games_sales7436,Shadow of Destiny,PS2,Konami Digital Entertainment,2001-01-01,0.21,Adventure,78.0,8.2,,,T,
7436,Video_games_sales7437,Ninja Gaiden: Dragon Sword,DS,Tecmo Koei,2008-01-01,0.21,Action,83.0,7.8,,,T,
7437,Video_games_sales7438,The Magic School Bus: Oceans,DS,Scholastic Inc.,2011-01-01,0.21,Adventure,,,,,E,
7438,Video_games_sales7439,Valkyria Chronicles III: Unrecorded Chronicles,PSP,Sega,2011-01-01,0.21,Strategy,,,,,,
7439,Video_games_sales7440,Cabelas Deer Hunt: 2004 Season,X,Activision Value,2003-01-01,0.21,Sports,65.0,8.4,,,T,
7440,Video_games_sales7441,Brunswick Pro Bowling,PSP,505 Games,2007-01-01,0.21,Sports,,7.3,,,E,
7441,Video_games_sales7442,Pro Evolution Soccer 2012,Wii,Konami Digital Entertainment,2011-01-01,0.21,Action,79.0,7.0,,,E,
7442,Video_games_sales7443,WinBack: Covert Operations,N64,Virgin Interactive,1999-01-01,0.21,Shooter,,,,,,
7443,Video_games_sales7444,Gex 3: Deep Cover Gecko,N64,Crave Entertainment,1999-01-01,0.21,Platform,,,,,,
7444,Video_games_sales7445,The Legend of Spyro: The Eternal Night,Wii,Vivendi Games,2007-01-01,0.21,Platform,60.0,6.4,,,E10+,
7445,Video_games_sales7446,Cruisn Exotica,N64,Midway Games,2000-01-01,0.21,Racing,,,,,,
7446,Video_games_sales7447,Monopoly,N64,Hasbro Interactive,1999-01-01,0.21,Misc,,,,,,
7447,Video_games_sales7448,WCW Nitro,N64,THQ,1998-01-01,0.21,Fighting,,,,,,
7448,Video_games_sales7449,ClayFighter 63 1/3,N64,Interplay,1997-01-01,0.21,Fighting,,,,,,
7449,Video_games_sales7450,NBA 2K17,PS3,Take-Two Interactive,2016-01-01,0.21,Sports,,1.7,,,E,
7450,Video_games_sales7451,Cursed Mountain,Wii,Deep Silver,2009-01-01,0.21,Adventure,67.0,7.6,,,M,
7451,Video_games_sales7452,Age of Empires: Mythologies,DS,THQ,2008-01-01,0.21,Strategy,78.0,7.0,,,E10+,
7452,Video_games_sales7453,Bastard!! Utsuro Naru Kamigami no Utsuwa,PS,Seta Corporation,1996-01-01,0.21,Role-Playing,,,,,,
7453,Video_games_sales7454,Saints Row IV,XOne,Deep Silver,2015-01-01,0.21,Action,,,,,,
7454,Video_games_sales7455,Heroes of Ruin,3DS,Nintendo,2012-01-01,0.21,Role-Playing,69.0,7.4,,,T,
7455,Video_games_sales7456,The King of Fighters 96,SAT,SNK,1996-01-01,0.21,Fighting,,,,,,
7456,Video_games_sales7457,A Boy and His Blo,Wii,Majesco Entertainment,2009-01-01,0.21,Platform,80.0,8.7,,,E,
7457,Video_games_sales7458,SBK Superbike World Championship,X360,Black Bean Games,2008-01-01,0.21,Racing,63.0,8.0,,,E10+,
7458,Video_games_sales7459,Bionicle,GC,Electronic Arts,2003-01-01,0.21,Action,47.0,4.2,,,E,
7459,Video_games_sales7460,Zombie Army Trilogy,PS4,Rebellion Developments,2015-01-01,0.21,Shooter,62.0,6.8,,,,
7460,Video_games_sales7461,Prince of Persia: Revelations,PSP,Ubisoft,2005-01-01,0.21,Adventure,65.0,8.0,,,M,
7461,Video_games_sales7462,Angel Blade: Neo Tokyo Guardians,PS,On Demand,1997-01-01,0.21,Role-Playing,,,,,,
7462,Video_games_sales7463,Threads of Fate,PS,SquareSoft,1999-01-01,0.21,Role-Playing,,,,,,
7463,Video_games_sales7464,Baja: Edge of Control,PS3,THQ,2008-01-01,0.21,Racing,61.0,5.0,,,E,
7464,Video_games_sales7465,The Witch and the Hundred Knight,PS3,Nippon Ichi Software,2013-01-01,0.21,Role-Playing,53.0,7.5,,,T,
7465,Video_games_sales7466,G.I. Joe: The Rise of Cobra,PS3,Electronic Arts,2009-01-01,0.21,Action,43.0,4.8,,,T,
7466,Video_games_sales7467,PoPoLoCrois Monogatari II,PS,Sony Computer Entertainment,2000-01-01,0.21,Role-Playing,,,,,,
