,id,name,platform,publishers,publicationDate,globallySoldUnits,genres,criticScore,userScore,developers,summary,rating,series
3246,Video_games_sales3247,Family Feud: 2010 Edition,Wii,Ubisoft,2009-01-01,0.62,Misc,,,,,E,
3247,Video_games_sales3248,Madden NFL 07,GC,Electronic Arts,2006-01-01,0.62,Sports,82.0,9.2,,,E,
3248,Video_games_sales3249,Battlezone,2600,Atari,1982-01-01,0.62,Shooter,,,,,,
3249,Video_games_sales3250,Tiger Woods PGA Tour 2004,X,Electronic Arts,2003-01-01,0.62,Sports,89.0,8.2,,,E,
3250,Video_games_sales3251,Test Drive Unlimited 2,PS3,Atari,2011-01-01,0.62,Racing,70.0,6.1,,,T,
3251,Video_games_sales3252,Tak 2: The Staff of Dreams,PS2,THQ,2004-01-01,0.62,Platform,71.0,8.0,,,E,
3252,Video_games_sales3253,LEGO Pirates of the Caribbean: The Video Game,3DS,Disney Interactive Studios,2011-01-01,0.62,Action,71.0,7.3,,,E10+,
3253,Video_games_sales3254,Donkey Kong Barrel Blast,Wii,Nintendo,2007-01-01,0.62,Racing,46.0,6.8,,,E,
3254,Video_games_sales3255,The Princess and the Frog,DS,Disney Interactive Studios,2009-01-01,0.62,Platform,,,,,E,
3255,Video_games_sales3256,Viewtiful Joe,GC,Capcom,2003-01-01,0.62,Action,93.0,8.3,,,T,
3256,Video_games_sales3257,Guitar Hero: Metallica,PS3,Activision,2009-01-01,0.62,Misc,86.0,8.0,,,T,
3257,Video_games_sales3258,The Urbz: Sims in the City,GBA,Electronic Arts,2004-01-01,0.62,Simulation,72.0,9.2,,,E,
3258,Video_games_sales3259,Beetle Adventure Racing!,N64,Electronic Arts,1999-01-01,0.62,Racing,,,,,,
3259,Video_games_sales3260,Disney's 102 Dalmatians: Puppies to the Rescue,PS,Eidos Interactive,2000-01-01,0.62,Platform,,,,,E,
3260,Video_games_sales3261,Strike Force Bowling,PS2,Play It,2004-01-01,0.62,Sports,48.0,6.8,,,E,
3261,Video_games_sales3262,Red Steel 2,Wii,Ubisoft,2010-01-01,0.62,Shooter,80.0,8.5,,,T,
3262,Video_games_sales3263,Scribblenauts: Unlimited,3DS,Warner Bros. Interactive Entertainment,2012-01-01,0.62,Action,73.0,7.4,,,E10+,
3263,Video_games_sales3264,Dark Souls II,PS4,Namco Bandai Games,2015-01-01,0.62,Role-Playing,,,,,,
3264,Video_games_sales3265,Halloween,2600,Wizard Video Games,1982-01-01,0.62,Action,,,,,,
3265,Video_games_sales3266,DJ Hero 2,Wii,Activision,2010-01-01,0.62,Misc,88.0,7.5,,,T,
3266,Video_games_sales3267,Disney Infinity,WiiU,Disney Interactive Studios,2013-01-01,0.62,Action,71.0,7.6,,,E10+,
3267,Video_games_sales3268,Bass Landing,PS,ASCII Entertainment,1999-01-01,0.62,Sports,,,,,,
3268,Video_games_sales3269,XGRA: Extreme G-Racing Association,PS2,Eidos Interactive,2004-01-01,0.62,Racing,68.0,8.6,,,T,
3269,Video_games_sales3270,Bolt,DS,Disney Interactive Studios,2008-01-01,0.62,Adventure,,,,,,
3270,Video_games_sales3271,Marios Picross,G,Nintendo,1995-01-01,0.62,Puzzle,,,,,,
3271,Video_games_sales3272,Pac-Man Players Choice Bundle,GC,Namco Bandai Games,2003-01-01,0.62,Misc,,,,,,
3272,Video_games_sales3273,Fighters MEGAMiX,SAT,Sega,1996-01-01,0.62,Fighting,,,,,,
3273,Video_games_sales3274,Bahamut Lagoon,SNES,SquareSoft,1996-01-01,0.62,Role-Playing,,,,,,
3274,Video_games_sales3275,Warriors Orochi 3,PS3,Ubisoft Annecy,2011-01-01,0.62,Action,70.0,7.9,,,T,
3275,Video_games_sales3276,Prince of Persia: The Forgotten Sands,X360,Ubisoft,2010-01-01,0.62,Action,74.0,7.8,,,T,
3276,Video_games_sales3277,2014 FIFA World Cup Brazil,PS3,Electronic Arts,2014-01-01,0.62,Sports,73.0,4.3,,,E,
3277,Video_games_sales3278,Plants vs. Zombies: Garden Warfare,PS4,Electronic Arts,2014-01-01,0.62,Shooter,75.0,7.6,,,E10+,
3278,Video_games_sales3279,Tomb Raider III: Adventures of Lara Croft,PC,Eidos Interactive,1998-01-01,0.62,Action,,8.2,,,T,
3279,Video_games_sales3280,Toshochu: Run for Money,3DS,Namco Bandai Games,2012-01-01,0.62,Adventure,,,,,,
3280,Video_games_sales3281,Dragon Quest Monsters: Joker 2 Professional,DS,Square Enix,2011-01-01,0.62,Role-Playing,,,,,,
3281,Video_games_sales3282,NFL Quarterback Club 99,N64,Acclaim Entertainment,1998-01-01,0.62,Sports,,,,,,
3282,Video_games_sales3283,Borderlands: The Pre-Sequel,PS3,Take-Two Interactive,2014-01-01,0.62,Shooter,77.0,6.3,,,M,
3283,Video_games_sales3284,Super Robot Taisen \xce\xb1 Gaiden,PS,Banpresto,2001-01-01,0.62,Strategy,,,,,,
3284,Video_games_sales3285,Battle of Giants: Dragons,DS,Ubisoft,2009-01-01,0.62,Strategy,,6.0,,,E10+,
3285,Video_games_sales3286,Tiger Woods PGA Tour 12: The Masters,X360,Electronic Arts,2011-01-01,0.62,Sports,80.0,6.0,,,E,
3286,Video_games_sales3287,Wall-E,X360,THQ,2008-01-01,0.62,Platform,50.0,6.3,,,E,
3287,Video_games_sales3288,Start the Party!,PS3,Sony Computer Entertainment,2010-01-01,0.62,Misc,,,,,,
3288,Video_games_sales3289,NieR,PS3,Square Enix,2010-01-01,0.62,Role-Playing,68.0,8.4,,,M,
3289,Video_games_sales3290,Harry Potter and the Half-Blood Prince,DS,Electronic Arts,2009-01-01,0.62,Action,48.0,4.3,,,E,
3290,Video_games_sales3291,Formula 1: Championship Edition,PS3,Sony Computer Entertainment,2006-01-01,0.61,Racing,,,,,,
3291,Video_games_sales3292,Phoenix Wright: Ace Attorney - Trials and Tribulations,DS,Capcom,2007-01-01,0.61,Adventure,,,,,,
3292,Video_games_sales3293,NBA 2K9,PS3,Take-Two Interactive,2008-01-01,0.61,Sports,82.0,7.0,,,E,
3293,Video_games_sales3294,SpongeBos Atlantis SquarePantis,Wii,THQ,2007-01-01,0.61,Action,,5.5,,,E,
3294,Video_games_sales3295,Jak and Daxter: The Lost Frontier,PSP,Sony Computer Entertainment,2009-01-01,0.61,Platform,71.0,6.3,,,E10+,
3295,Video_games_sales3296,SingStar Singalong With Disney,PS2,Sony Computer Entertainment,2008-01-01,0.61,Misc,,,,,,
3296,Video_games_sales3297,Tomb Raider (2013),XOne,Square Enix,2014-01-01,0.61,Action,,,,,,
3297,Video_games_sales3298,NFL Fever 2003,X,Microsoft Game Studios,2002-01-01,0.61,Sports,72.0,8.6,,,E,
3298,Video_games_sales3299,Wet,PS3,Bethesda Softworks,2009-01-01,0.61,Shooter,70.0,6.4,,,M,
3299,Video_games_sales3300,Samurai Warriors 2,PS2,Tecmo Koei,2006-01-01,0.61,Action,58.0,8.8,,,T,
3300,Video_games_sales3301,Cooking Mama 4: Kitchen Magic!,3DS,505 Games,2011-01-01,0.61,Simulation,56.0,6.0,,,E,
3301,Video_games_sales3302,Kinect Sports Rivals,XOne,Microsoft Game Studios,2014-01-01,0.61,Sports,60.0,5.1,,,E10+,
3302,Video_games_sales3303,The Black Eyed Peas Experience,Wii,Ubisoft,2011-01-01,0.61,Misc,,,,,T,
3303,Video_games_sales3304,Fire Emblem: Shadow Dragon,DS,Nintendo,2008-01-01,0.61,Role-Playing,81.0,7.0,,,E10+,
3304,Video_games_sales3305,2 Games in 1: Sonic Battle & ChuChu Rocket!,GBA,THQ,2005-01-01,0.61,Misc,,,,,,
3305,Video_games_sales3306,Metroid Prime: Trilogy,Wii,Nintendo,2009-01-01,0.61,Shooter,91.0,9.3,,,T,
3306,Video_games_sales3307,Robotech: Battlecry,PS2,TDK Mediactive,2002-01-01,0.61,Shooter,72.0,8.5,,,T,
3307,Video_games_sales3308,Disney Universe,PS3,Disney Interactive Studios,2011-01-01,0.61,Action,70.0,6.9,,,E10+,
3308,Video_games_sales3309,Dora the Explorer: Super Spies,GBA,Gotham Games,2004-01-01,0.61,Platform,,8.0,,,E,
3309,Video_games_sales3310,Tearaway,PSV,Sony Computer Entertainment Europe,2013-01-01,0.61,Adventure,87.0,8.8,,,E,
3310,Video_games_sales3311,Advance Wars: Days of Ruin,DS,Nintendo,2008-01-01,0.61,Strategy,86.0,8.7,,,E10+,
3311,Video_games_sales3312,WWE SmackDown vs. Raw 2010,PSP,THQ,2009-01-01,0.61,Fighting,,6.6,,,T,
3312,Video_games_sales3313,Time Crisis 3,PS2,Namco Bandai Games,2003-01-01,0.61,Shooter,81.0,8.1,,,T,
3313,Video_games_sales3314,Texas Hold Em Poker,GBA,Majesco Entertainment,2004-01-01,0.61,Misc,49.0,6.8,,,E,
3314,Video_games_sales3315,Vanquish,PS3,Sega,2010-01-01,0.61,Shooter,84.0,8.1,,,M,
3315,Video_games_sales3316,Ganbaru Watashi no Kakei Diary,DS,Nintendo,2007-01-01,0.61,Misc,,,,,,
3316,Video_games_sales3317,Small Soldiers,PS,Electronic Arts,1998-01-01,0.61,Platform,,,,,,
3317,Video_games_sales3318,Half-Life 2,X,Electronic Arts,2005-01-01,0.61,Shooter,90.0,8.6,,,M,
3318,Video_games_sales3319,Duke Nukem: Total Meltdown,PS,GT Interactive,1997-01-01,0.61,Shooter,,,,,,
3319,Video_games_sales3320,Tony Hawk: RIDE,X360,Activision,2009-01-01,0.61,Sports,46.0,3.0,,,E10+,
3320,Video_games_sales3321,Major League Baseball 2K8,X360,Bethesda Softworks,2008-01-01,0.61,Sports,70.0,5.9,,,E,
3321,Video_games_sales3322,Sacred 2: Fallen Angel,PS3,Deep Silver,2009-01-01,0.61,Role-Playing,70.0,7.0,,,M,
3322,Video_games_sales3323,pro evolution soccer 2011,X360,Konami Digital Entertainment,2010-01-01,0.61,Sports,79.0,5.9,,,E,
3323,Video_games_sales3324,Major League Baseball 2K9,X360,Spike,2009-01-01,0.61,Sports,64.0,5.3,,,E,
3324,Video_games_sales3325,Dragon Ball Z: Ultimate Tenkaichi,PS3,Namco Bandai Games,2011-01-01,0.61,Fighting,58.0,5.4,,,T,
3325,Video_games_sales3326,WWE 2K16,XOne,Take-Two Interactive,2015-01-01,0.61,Sports,72.0,5.7,,,T,
3326,Video_games_sales3327,Final Fantasy IV Advance,GBA,Nintendo,2005-01-01,0.61,Role-Playing,85.0,7.4,,,E10+,
3327,Video_games_sales3328,Madden NFL 2003,GBA,Electronic Arts,2002-01-01,0.61,Sports,76.0,,,,E,
3328,Video_games_sales3329,Just Dance 2015,X360,Ubisoft,2014-01-01,0.61,Misc,,8.3,,,E10+,
3329,Video_games_sales3330,Petz: Dogz Pack,DS,Ubisoft,2008-01-01,0.61,Simulation,,,,,E,
3330,Video_games_sales3331,Mario & Sonic at the Rio 2016 Olympic Games,3DS,Nintendo,2016-01-01,0.61,Action,,,,,,
3331,Video_games_sales3332,Harry Potter and the Goblet of Fire,GBA,Electronic Arts,2005-01-01,0.61,Action,71.0,6.0,,,E,
3332,Video_games_sales3333,Tomb Raider Chronicles,PS,Eidos Interactive,1999-01-01,0.61,Action,63.0,,,,T,
3333,Video_games_sales3334,Dragon Ball Z: Buus Fury,GBA,Atari,2004-01-01,0.61,Action,62.0,8.9,,,E,
3334,Video_games_sales3335,Madden NFL 2002,GC,Electronic Arts,2001-01-01,0.61,Sports,89.0,7.5,,,E,
3335,Video_games_sales3336,Spider-Man: Mysterios Menace,GBA,Activision,2001-01-01,0.61,Action,84.0,8.7,,,E,
3336,Video_games_sales3337,Madden NFL 2000,N64,Electronic Arts,1999-01-01,0.61,Sports,,,,,,
3337,Video_games_sales3338,Game & Watch Gallery 4,GBA,Nintendo,2002-01-01,0.61,Misc,,,,,,
3338,Video_games_sales3339,MySims Racing,DS,Electronic Arts,2009-01-01,0.61,Racing,67.0,7.3,,,E,
3339,Video_games_sales3340,Pac-Man Party,Wii,Namco Bandai Games,2010-01-01,0.61,Misc,59.0,5.9,,,E10+,
3340,Video_games_sales3341,Naruto: Ultimate Ninja,PS2,Atari,2003-01-01,0.61,Fighting,75.0,7.7,,,T,
3341,Video_games_sales3342,Cabelas Monster Buck Hunter,Wii,Activision,2010-01-01,0.61,Sports,,,,,T,
3342,Video_games_sales3343,LEGO The Hobbit,PS4,Warner Bros. Interactive Entertainment,2014-01-01,0.6,Action,72.0,6.6,,,E10+,
3343,Video_games_sales3344,Tony Hawks Underground,GBA,Activision,2003-01-01,0.6,Sports,86.0,7.7,,,E,
3344,Video_games_sales3345,World of Zoo,Wii,THQ,2009-01-01,0.6,Simulation,,8.2,,,E,
3345,Video_games_sales3346,Monster Trucks,GBA,Majesco Entertainment,2004-01-01,0.6,Racing,,,,,E,
3346,Video_games_sales3347,Shadow The Hedgehog,PS2,Sega,2005-01-01,0.6,Platform,45.0,5.9,,,E10+,
3347,Video_games_sales3348,Plants vs. Zombies: Garden Warfare 2,XOne,Electronic Arts,2016-01-01,0.6,Shooter,80.0,8.0,,,E10+,
3348,Video_games_sales3349,NHL 15,PS4,Electronic Arts,2014-01-01,0.6,Sports,60.0,3.6,,,E10+,
3349,Video_games_sales3350,Wave Race: Blue Storm,GC,Nintendo,2001-01-01,0.6,Racing,80.0,8.3,,,E,
3350,Video_games_sales3351,Aliens: Colonial Marines,PS3,Sega,2013-01-01,0.6,Shooter,43.0,3.5,,,M,
3351,Video_games_sales3352,Dead Island: Riptide,PS3,Deep Silver,2013-01-01,0.6,Action,62.0,5.9,,,M,
3352,Video_games_sales3353,Backyard Wrestling: Dont Try This at Home,PS2,Eidos Interactive,2003-01-01,0.6,Fighting,51.0,7.8,,,M,
3353,Video_games_sales3354,Yakuza: Dead Souls,PS3,Sega,2011-01-01,0.6,Shooter,64.0,7.4,,,M,
3354,Video_games_sales3355,Fight Night Round 2,X,Electronic Arts,2005-01-01,0.6,Fighting,88.0,8.8,,,T,
3355,Video_games_sales3356,MonHun Nikki: Poka Poka Ailu Mura,PSP,Capcom,2010-01-01,0.6,Role-Playing,,,,,,
3356,Video_games_sales3357,NBA 2K8,PS2,Take-Two Interactive,2007-01-01,0.6,Sports,72.0,6.0,,,E,
3357,Video_games_sales3358,Dynasty Warriors 8,PS3,Tecmo Koei,2013-01-01,0.6,Action,68.0,8.4,,,T,
3358,Video_games_sales3359,Total War: Shogun 2,PC,Sega,2011-01-01,0.6,Strategy,90.0,8.3,,,T,
3359,Video_games_sales3360,Dragon Age: Inquisition,PS3,Electronic Arts,2014-01-01,0.6,Role-Playing,,5.2,,,M,
3360,Video_games_sales3361,Suikoden,PS,Konami Digital Entertainment,1995-01-01,0.6,Role-Playing,,,,,,
3361,Video_games_sales3362,Just Dance 2014,WiiU,Ubisoft,2013-01-01,0.6,Misc,72.0,7.6,,,E10+,
3362,Video_games_sales3363,Secret Agent Clank,PS2,Sony Computer Entertainment,2009-01-01,0.6,Platform,61.0,6.7,,,E10+,
3363,Video_games_sales3364,Call of Juarez: Bound in Blood,X360,Ubisoft,2009-01-01,0.6,Shooter,77.0,7.6,,,M,
3364,Video_games_sales3365,Fighters Uncaged,X360,Ubisoft,2010-01-01,0.6,Fighting,32.0,4.6,,,T,
3365,Video_games_sales3366,Wipeout: The Game,DS,Activision,2010-01-01,0.6,Misc,,,,,E,
3366,Video_games_sales3367,Rayman Arena,PS2,Ubisoft,2001-01-01,0.6,Racing,63.0,8.6,,,E,
3367,Video_games_sales3368,Jaws Unleashed,PS2,THQ,2006-01-01,0.6,Action,52.0,7.5,,,M,
3368,Video_games_sales3369,Puyo Puyo Sun,SAT,Compile,1997-01-01,0.6,Puzzle,,,,,,
3369,Video_games_sales3370,Half-Life,PS2,Vivendi Games,2001-01-01,0.6,Shooter,87.0,8.6,,,M,
3370,Video_games_sales3371,Mickeys Speedway USA,N64,Nintendo,2000-01-01,0.6,Racing,,,,,,
3371,Video_games_sales3372,International Superstar Soccer 64,N64,Konami Digital Entertainment,1997-01-01,0.6,Sports,,,,,,
3372,Video_games_sales3373,Okami,Wii,Capcom,2008-01-01,0.6,Action,90.0,8.9,,,T,
3373,Video_games_sales3374,New Carnival Games,Wii,Take-Two Interactive,2010-01-01,0.6,Misc,,,,,E,
3374,Video_games_sales3375,NASCAR Heat 2002,PS2,Infogrames,2001-01-01,0.6,Racing,81.0,,,,E,
3375,Video_games_sales3376,Split/Second,X360,Disney Interactive Studios,2010-01-01,0.6,Racing,82.0,8.1,,,E10+,
3376,Video_games_sales3377,Avatar: The Game,PSP,Ubisoft,2009-01-01,0.6,Action,,,,,,
3377,Video_games_sales3378,The Golden Compass,DS,Sega,2007-01-01,0.6,Action,43.0,4.9,,,E10+,
3378,Video_games_sales3379,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",X360,Activision,2007-01-01,0.6,Action,,,,,,
3379,Video_games_sales3380,The Golden Compass,Wii,Sega,2007-01-01,0.6,Action,35.0,6.8,,,E10+,
3380,Video_games_sales3381,From TV Animation One Piece: Grand Battle 2,PS,Namco Bandai Games,2002-01-01,0.6,Fighting,,,,,,
3381,Video_games_sales3382,BeatMania Append 3rdMix,PS,Konami Digital Entertainment,1998-01-01,0.6,Simulation,,,,,,
3382,Video_games_sales3383,New Play Control! Pikmin 2,Wii,Nintendo,2009-01-01,0.6,Strategy,,,,,,
3383,Video_games_sales3384,Muramasa: The Demon Blade,Wii,Rising Star Games,2009-01-01,0.6,Role-Playing,81.0,8.7,,,T,
3384,Video_games_sales3385,Disney TH!NK Fast: The Ultimate Trivia Showdown,Wii,Disney Interactive Studios,2008-01-01,0.6,Misc,,,,,,
3385,Video_games_sales3386,Xena: Warrior Princess,PS,Electronic Arts,1998-01-01,0.6,Adventure,,,,,,
3386,Video_games_sales3387,Littlest Pet Shop: Garden,DS,Electronic Arts,2008-01-01,0.6,Simulation,,,,,E,
3387,Video_games_sales3388,Rocket League,PS4,505 Games,2016-01-01,0.6,Sports,85.0,8.7,,,E,
3388,Video_games_sales3389,Tony Hawk: RIDE,PS3,Activision,2009-01-01,0.6,Sports,44.0,2.1,,,E10+,
3389,Video_games_sales3390,Front Mission,SNES,SquareSoft,1995-01-01,0.6,Strategy,,,,,,
3390,Video_games_sales3391,New Play Control! Donkey Kong Jungle Beat,Wii,Nintendo,2008-01-01,0.6,Platform,,,,,,
3391,Video_games_sales3392,Guitar Hero Live,XOne,Activision,2015-01-01,0.6,Misc,81.0,5.2,,,T,
3392,Video_games_sales3393,Major League Baseball 2K7,PS2,Spike,2007-01-01,0.6,Sports,71.0,,,,E,
3393,Video_games_sales3394,Dai-2-Ji Super Robot Taisen \xce\xb1,PS2,Banpresto,2003-01-01,0.6,Strategy,,,,,,
3394,Video_games_sales3395,PGR3 - Project Gotham Racing 3,X360,Microsoft Game Studios,2005-01-01,0.6,Racing,,,,,,
3395,Video_games_sales3396,SimCity DS,DS,Electronic Arts,2007-01-01,0.6,Simulation,69.0,6.3,,,E,
3396,Video_games_sales3397,Littlest Pet Shop: Jungle,DS,Electronic Arts,2008-01-01,0.59,Simulation,,,,,E,
3397,Video_games_sales3398,Hot Wheels: Stunt Track Challenge,PS2,THQ,2004-01-01,0.59,Racing,62.0,8.1,,,E,
3398,Video_games_sales3399,Assassins Creed: Brotherhood,PC,Ubisoft,2011-01-01,0.59,Action,88.0,8.2,,,M,
3399,Video_games_sales3400,Dai-3-Ji Super Robot Taisen \xce\xb1: Shuuen no Ginga e,PS2,Banpresto,2005-01-01,0.59,Strategy,,,,,,
3400,Video_games_sales3401,Jikkyou Powerful Pro Yakyuu 97 Kaimakuban,PS,Konami Digital Entertainment,1997-01-01,0.59,Sports,,,,,,
3401,Video_games_sales3402,Monopoly,X360,Electronic Arts,2008-01-01,0.59,Misc,56.0,5.8,,,E,
3402,Video_games_sales3403,CyberTiger,PS,Electronic Arts,1998-01-01,0.59,Sports,,,,,,
3403,Video_games_sales3404,Jampack Fall 2001,PS,Sony Computer Entertainment,2001-01-01,0.59,Misc,,,,,,
3404,Video_games_sales3405,Dead Space,PC,Electronic Arts,2008-01-01,0.59,Action,86.0,8.0,,,M,
3405,Video_games_sales3406,Medal of Honor: Frontline,GC,Electronic Arts,2002-01-01,0.59,Shooter,80.0,7.9,,,T,
3406,Video_games_sales3407,NFL Blitz 2001,PS,Midway Games,2000-01-01,0.59,Sports,70.0,,,,E,
3407,Video_games_sales3408,Jikkyou Powerful Pro Yakyuu 98 Kaimakuban,PS,Konami Digital Entertainment,1998-01-01,0.59,Sports,,,,,,
3408,Video_games_sales3409,Rock Band 2,PS2,MTV Games,2008-01-01,0.59,Misc,,8.0,,,T,
3409,Video_games_sales3410,NHL 11,PS3,Electronic Arts,2010-01-01,0.59,Sports,88.0,7.1,,,E10+,
3410,Video_games_sales3411,Yakuza 5,PS3,Sega,2012-01-01,0.59,Action,83.0,8.5,,,M,
3411,Video_games_sales3412,BurgerTime,2600,Mattel Interactive,1981-01-01,0.59,Puzzle,,,,,,
3412,Video_games_sales3413,Ben 10: Alien Force,PSP,Koch Media,2008-01-01,0.59,Action,,7.7,,,E10+,
3413,Video_games_sales3414,2002 FIFA World Cup,PS2,Electronic Arts,2002-01-01,0.59,Sports,73.0,5.6,,,E,
3414,Video_games_sales3415,MVP Baseball 2004,X,Electronic Arts,2004-01-01,0.59,Sports,90.0,8.5,,,E,
3415,Video_games_sales3416,Crash Bandicoot: The Wrath of Cortex,GC,Universal Interactive,2002-01-01,0.59,Platform,62.0,7.5,,,E,
3416,Video_games_sales3417,Smurf: Rescue In Gargamels Castle,2600,Coleco,1981-01-01,0.59,Action,,,,,,
3417,Video_games_sales3418,Beijing 2008,X360,Sega,2008-01-01,0.59,Sports,,,,,,
3418,Video_games_sales3419,Pokemon Trozei!,DS,Nintendo,2005-01-01,0.59,Puzzle,,,,,,
3419,Video_games_sales3420,NBA 2K7,X360,Take-Two Interactive,2006-01-01,0.59,Sports,84.0,7.8,,,E,
3420,Video_games_sales3421,Ready 2 Rumble Boxing,N64,Midway Games,1999-01-01,0.59,Sports,,,,,,
3421,Video_games_sales3422,Extreme-G,N64,Acclaim Entertainment,1997-01-01,0.59,Racing,,,,,,
3422,Video_games_sales3423,Spelling Challenges and more!,DS,505 Games,2007-01-01,0.59,Misc,,,,,,
3423,Video_games_sales3424,Dead or Alive Xtreme Beach Volleyball,X,Microsoft Game Studios,2003-01-01,0.59,Sports,73.0,7.8,,,M,
3424,Video_games_sales3425,Tales of Rebirth,PS2,Namco Bandai Games,2004-01-01,0.59,Role-Playing,,,,,,
3425,Video_games_sales3426,Silent Hill: Shattered Memories,PS2,Konami Digital Entertainment,2010-01-01,0.59,Action,77.0,6.8,,,M,
3426,Video_games_sales3427,Metal Gear Solid V: Ground Zeroes,PS3,Konami Digital Entertainment,2014-01-01,0.59,Action,66.0,5.9,,,M,
3427,Video_games_sales3428,Disney Sing It: Family Hits,Wii,Disney Interactive Studios,2010-01-01,0.59,Misc,,,,,E,
3428,Video_games_sales3429,Blur,X360,Activision,2010-01-01,0.59,Racing,82.0,8.3,,,E10+,
3429,Video_games_sales3430,Kane & Lynch 2: Dog Days,PS3,Square Enix,2010-01-01,0.59,Shooter,,,,,,
3430,Video_games_sales3431,Barbie: Race & Ride,PS,Sony Computer Entertainment,1999-01-01,0.59,Action,,,,,,
3431,Video_games_sales3432,Madden NFL 06,X360,Electronic Arts,2005-01-01,0.59,Sports,74.0,4.8,,,E,
3432,Video_games_sales3433,Asphalt: Urban GT,DS,Ubisoft,2004-01-01,0.59,Racing,60.0,7.5,,,E,
3433,Video_games_sales3434,Disney Sing It! High School Musical 3: Senior Year,Wii,Disney Interactive Studios,2008-01-01,0.59,Misc,,,,,,
3434,Video_games_sales3435,Mega Man Anniversary Collection,PS2,Capcom,2004-01-01,0.59,Platform,81.0,9.0,,,E,
3435,Video_games_sales3436,Skylanders SWAP Force,WiiU,Activision,2013-01-01,0.59,Platform,89.0,6.0,,,E10+,
3436,Video_games_sales3437,"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",X360,Activision,2010-01-01,0.59,Shooter,,,,,,
3437,Video_games_sales3438,Harvest Moon: Friends of Mineral Town,GBA,Ubisoft,2003-01-01,0.59,Simulation,81.0,9.6,,,E,
3438,Video_games_sales3439,Backyard NBA Basketball,PS2,Atari,2003-01-01,0.59,Sports,,,,,,
3439,Video_games_sales3440,Farming Simulator 17,PS4,Focus Home Interactive,2016-01-01,0.59,Simulation,69.0,8.0,,,E,
3440,Video_games_sales3441,Naruto: The Broken Bond,X360,Ubisoft,2008-01-01,0.59,Action,80.0,7.7,,,T,
3441,Video_games_sales3442,WarioWare D.I.Y.,DS,Nintendo,2009-01-01,0.59,Misc,82.0,8.7,,,E,
3442,Video_games_sales3443,Kirbys Dream Course,SNES,Nintendo,1994-01-01,0.59,Sports,,,,,,
3443,Video_games_sales3444,Iron Man,Wii,Sega,2008-01-01,0.59,Action,44.0,7.0,,,T,
3444,Video_games_sales3445,The Fight: Lights Out,PS3,Sony Computer Entertainment,2010-01-01,0.59,Fighting,48.0,7.5,,,T,
3445,Video_games_sales3446,Deus Ex: Human Revolution,PC,Square Enix,2011-01-01,0.58,Shooter,90.0,8.5,,,M,
3446,Video_games_sales3447,Mega Man X7,PS2,Capcom,2003-01-01,0.58,Action,58.0,5.1,,,E,
3447,Video_games_sales3448,MLB 11: The Show,PS3,Sony Computer Entertainment,2011-01-01,0.58,Sports,90.0,7.8,,,E,
3448,Video_games_sales3449,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,PS2,THQ,2008-01-01,0.58,Action,,,,,E,
3449,Video_games_sales3450,The LEGO Movie Videogame,XOne,Warner Bros. Interactive Entertainment,2014-01-01,0.58,Action,69.0,6.9,,,E10+,
3450,Video_games_sales3451,Final Fantasy Anniversary Edition,PSP,Square Enix,2007-01-01,0.58,Role-Playing,67.0,7.7,,,E10+,
3451,Video_games_sales3452,LEGO Indiana Jones 2: The Adventure Continues,PSP,Activision,2009-01-01,0.58,Action,,,,,E10+,
3452,Video_games_sales3453,SoulCalibur V,X360,Namco Bandai Games,2012-01-01,0.58,Fighting,77.0,6.3,,,T,
3453,Video_games_sales3454,Tokimeki Memorial: Forever with You,PS,Konami Digital Entertainment,1995-01-01,0.58,Simulation,,,,,,
3454,Video_games_sales3455,Diablo,PS,Electronic Arts,1997-01-01,0.58,Role-Playing,,,,,,
3455,Video_games_sales3456,FIFA Soccer,PSV,Electronic Arts,2012-01-01,0.58,Sports,79.0,7.1,,,E,
3456,Video_games_sales3457,Q*bert,2600,Parker Bros.,1982-01-01,0.58,Puzzle,,,,,,
3457,Video_games_sales3458,Romancing SaGa,PS2,Square Enix,2005-01-01,0.58,Role-Playing,58.0,8.0,,,E10+,
3458,Video_games_sales3459,Lost: Via Domus,X360,Ubisoft,2008-01-01,0.58,Action,55.0,6.4,,,T,
3459,Video_games_sales3460,Top Spin 3,Wii,Take-Two Interactive,2008-01-01,0.58,Action,68.0,5.7,,,E,
3460,Video_games_sales3461,Game Party in Motion,X360,Warner Bros. Interactive Entertainment,2010-01-01,0.58,Misc,33.0,3.7,,,E,
3461,Video_games_sales3462,The Lord of the Rings: The Third Age,PS2,Electronic Arts,2004-01-01,0.58,Role-Playing,73.0,8.2,,,T,
3462,Video_games_sales3463,Call of Duty: Black Ops,DS,Activision,2010-01-01,0.58,Shooter,74.0,6.0,,,T,
3463,Video_games_sales3464,Just Dance 2016,WiiU,Ubisoft,2015-01-01,0.58,Misc,73.0,6.9,,,E10+,
3464,Video_games_sales3465,Sonic & All-Stars Racing Transformed,X360,Sega,2012-01-01,0.58,Racing,,,,,,
3465,Video_games_sales3466,NCAA Football 09,PS3,Electronic Arts,2008-01-01,0.58,Sports,81.0,7.3,,,E,
