"Video_games_sales5381","PS4_id_4335","1.0"
"Video_games_sales12529","PS4_id_6924","1.0"
"Video_games_sales10598","PS4_id_4097","1.0"
"Video_games_sales14143","PS4_id_6618","1.0"
"Video_games_sales13543","PS4_id_9098","1.0"
"Video_games_sales1503","PS4_id_897","1.0"
"Video_games_sales9237","PS4_id_881","1.0"
"Video_games_sales2428","PS4_id_7206","1.0"
"Video_games_sales13309","PS4_id_7705","1.0"
"Video_games_sales1019","PS4_id_1315","1.0"
"Video_games_sales4879","PS4_id_4336","1.0"
"Video_games_sales11340","PS4_id_6275","1.0"
"Video_games_sales3027","PS4_id_1489","1.0"
"Video_games_sales4106","PS4_id_2544","1.0"
"Video_games_sales9761","PS4_id_554","1.0"
"Video_games_sales10967","PS4_id_6423","1.0"
"Video_games_sales12259","PS4_id_1214","1.0"
"Video_games_sales15644","PS4_id_8731","1.0"
"Video_games_sales15841","PS4_id_613","1.0"
"Video_games_sales565","PS4_id_6991","1.0"
"Video_games_sales12821","PS4_id_1065","1.0"
"Video_games_sales8924","PS4_id_8449","1.0"
"Video_games_sales7074","PS4_id_4990","1.0"
"Video_games_sales14646","PS4_id_1857","1.0"
"Video_games_sales14997","PS4_id_8416","1.0"
"Video_games_sales393","PS4_id_9241","1.0"
"Video_games_sales1973","PS4_id_342","1.0"
"Video_games_sales317","PS4_id_8742","1.0"
"Video_games_sales11344","PS4_id_5755","1.0"
"Video_games_sales10585","PS4_id_1409","1.0"
"Video_games_sales11492","PS4_id_1907","1.0"
"Video_games_sales10689","PS4_id_4902","1.0"
"Video_games_sales15605","PS4_id_4863","1.0"
"Video_games_sales16706","PS4_id_4318","1.0"
"Video_games_sales13465","PS4_id_5188","1.0"
"Video_games_sales1146","PS4_id_7210","1.0"
"Video_games_sales4839","PS4_id_953","1.0"
"Video_games_sales11164","PS4_id_4254","1.0"
"Video_games_sales291","PS4_id_113","1.0"
"Video_games_sales11336","PS4_id_6341","1.0"
"Video_games_sales13707","PS4_id_586","1.0"
"Video_games_sales10793","PS4_id_2157","1.0"
"Video_games_sales2586","PS4_id_333","1.0"
"Video_games_sales12185","PS4_id_1280","1.0"
"Video_games_sales10818","PS4_id_3814","1.0"
"Video_games_sales15854","PS4_id_4223","1.0"
"Video_games_sales3388","PS4_id_961","1.0"
"Video_games_sales3440","PS4_id_5814","1.0"
"Video_games_sales486","PS4_id_9273","1.0"
"Video_games_sales14105","PS4_id_5115","1.0"
"Video_games_sales15187","PS4_id_3558","1.0"
"Video_games_sales12830","PS4_id_865","1.0"
"Video_games_sales10272","PS4_id_1192","1.0"
"Video_games_sales8214","PS4_id_1447","1.0"
"Video_games_sales3808","PS4_id_2939","1.0"
"Video_games_sales3840","PS4_id_7357","1.0"
"Video_games_sales2309","PS4_id_9026","1.0"
"Video_games_sales2964","PS4_id_4394","1.0"
"Video_games_sales6578","PS4_id_1666","1.0"
"Video_games_sales6828","PS4_id_4334","1.0"
"Video_games_sales5043","PS4_id_2796","1.0"
"Video_games_sales15868","PS4_id_5687","1.0"
"Video_games_sales11952","PS4_id_351","1.0"
