id;name;platform;publishers;publicationDate;globallySoldUnits;genres;criticScore;userScore;developers;summary;rating;series;name_preprocessed
Windowgames_604;Close Combat: Wacht am Rhein;PC;Matrix Games;2008-01-01;;Real Time Strategy (RTS),Simulator,Strategy,Tactical;;;Strategy 3 Tactics;;;;close combat wacht am rhein
Windowgames_605;Closure;PC;Eyebrow Interactive;2012-01-01;;Adventure,Indie;;;Eyebrow Interactive;;;;closure
Windowgames_606;Cloud;PC;USC Interactive Media Division;2005-01-01;;Visual Novel;;;USC Interactive Media Division;;;;cloud
Windowgames_607;Cloudy with a Chance of Meatballs;PC;Ubisoft;2009-01-01;;Platform;;;Ubisoft Shanghai;;;;cloudy with a chance of meatballs
Windowgames_608;Clover Hearts;PC;;2003-01-01;;Adventure;;;ALcot;;;;clover hearts
Windowgames_609;The Club;PC;Sega;2008-01-01;;Role-playing (RPG);;;Bizarre Creations;;;;the club
Windowgames_610;Club Football 2005;PC;Codemasters;2004-01-01;;Sport;;;Hoodoo Studios;;;;club football 2005
Windowgames_611;Clue;PC;Hasbro Interactive;1998-01-01;;Puzzle;;;Engineering Animation,Inc.;;;;clue
Windowgames_612;The ClueFinders 3rd Grade Adventures: The Mystery of Mathra;PC;The Learning Company;1997-01-01;;Adventure;;;The Learning Company;;;;the cluefinders 3rd grade adventures the mystery of mathra
Windowgames_613;The ClueFinders 4th Grade Adventures: Puzzle of the Pyramid;PC;The Learning Company;1998-01-01;;Point-and-click;;;The Learning Company;;;;the cluefinders 4th grade adventures puzzle of the pyramid
Windowgames_614;The ClueFinders 6th Grade Adventures: The Empire of the Plant People;PC;The Learning Company;1999-01-01;;Adventure;;;The Learning Company;;;;the cluefinders 6th grade adventures the empire of the plant people
Windowgames_615;The ClueFinders Math Adventures;PC;The Learning Company;1999-01-01;;Adventure;;;The Learning Company;;;;the cluefinders math adventures
Windowgames_616;The ClueFinders: Mystery Mansion Arcade;PC;The Learning Company;2002-01-01;;Sport;;;The Learning Company;;;;the cluefinders mystery mansion arcade
Windowgames_617;The ClueFinders: The Incredible Toy Store Adventure!;PC;The Learning Company;2001-01-01;;Strategy;;;The Learning Company;;;;the cluefinders the incredible toy store adventure
Windowgames_618;Cocoto Kart Racer;PC;BigBen Interactive,Conspiracy Entertainment;2005-01-01;;Racing;;;Neko Entertainment;;;;cocoto kart racer
Windowgames_619;Cocoto Platform Jumper;PC;BigBen Interactive;2004-01-01;;Platform;;;Neko Entertainment;;;;cocoto platform jumper
Windowgames_620;Code of Honor: The French Foreign Legion;PC;DTP Entertainment;2007-01-01;;Shooter;;;City Interactive;;;;code of honor the french foreign legion
Windowgames_621;Code of Honor 2: Conspiracy Island;PC;City Interactive;2008-01-01;;Shooter;;;City Interactive;;;;code of honor 2 conspiracy island
Windowgames_622;Code of Honor 3: Desperate Measures;PC;City Interactive;2009-01-01;;Shooter;;;City Interactive;;;;code of honor 3 desperate measures
Windowgames_623;Codename Eagle;PC;Take 2 Interactive;1999-01-01;;Shooter,Adventure;;;Refraction Games;;;;codename eagle
Windowgames_624;Codename Gordon;PC;Valve;2004-01-01;;Shooter,Platform,Indie;;;NuclearVision;;;;codename gordon
Windowgames_625;Codename: Outbreak;PC;Virgin Interactive;2001-01-01;;Shooter;;;GSC Game World;;;;codename outbreak
Windowgames_626;Codename: Panzers;PC;CDV;2004-01-01;;Real Time Strategy (RTS),Simulator,Strategy;;;StormRegion;;;;codename panzers
Windowgames_627;Coffee Tycoon;PC;Reflexive Arcade;2005-01-01;;Simulator,Strategy,Indie;;;Jamopolis Interactive;;;;coffee tycoon
Windowgames_628;Cold Fear;PC;Ubisoft;2005-01-01;;Shooter,Adventure;;;Darkworks;;;;cold fear
Windowgames_629;Cold War;PC;DreamCatcher Games;2005-01-01;;Simulator,Strategy;;;Mindware Studios;;;;cold war
Windowgames_630;Colin McRae Rally;PC;Codemasters;1998-01-01;;Racing,Simulator,Sport;;;Codemasters;;;;colin mcrae rally
Windowgames_631;Colin McRae Rally 04;PC;Codemasters;2003-01-01;;Racing,Simulator,Sport;;;Codemasters;;;;colin mcrae rally 04
Windowgames_632;Colin McRae Rally 2.0;PC;Codemasters;2000-01-01;;Racing,Simulator,Sport;;;Codemasters;;;;colin mcrae rally 20
Windowgames_633;Colin McRae Rally 3;PC;Codemasters;2002-01-01;;Racing,Sport;;;Codemasters;;;;colin mcrae rally 3
Windowgames_634;Colin McRae Rally 2005;PC;Codemasters;2004-01-01;;Racing,Simulator,Sport;;;Codemasters;;;;colin mcrae rally 2005
Windowgames_635;Colin McRae: Dirt;PC;Codemasters;2007-01-01;;Racing,Simulator,Sport;;;Codemasters;;;;colin mcrae dirt
Windowgames_636;Colin McRae: Dirt 2;PC;Codemasters;2009-01-01;;Racing,Simulator,Sport;;;Codemasters;;;;colin mcrae dirt 2
Windowgames_637;College Slam;PC;Acclaim;1996-01-01;;Sport,Arcade;;;Iguana Entertainment;;;;college slam
Windowgames_638;Comanche 2;PC;NovaLogic,Inc.;1995-01-01;;Simulator;;;NovaLogic,Inc.;;;;comanche 2
Windowgames_639;Comanche 3;PC;NovaLogic,Inc.;1997-01-01;;Simulator;;;NovaLogic,Inc.;;;;comanche 3
Windowgames_640;Comanche 4;PC;Electronic Arts,Inc.;2001-01-01;;Shooter,Simulator;;;NovaLogic,Inc.;;;;comanche 4
Windowgames_641;Combat Flight Simulator 2;PC;Microsoft;2000-01-01;;Simulator;;;Microsoft Game Studios;;;;combat flight simulator 2
Windowgames_642;Combat Flight Simulator 3: Battle for Europe;PC;Microsoft;2002-01-01;;Simulator;;;Microsoft Game Studios;;;;combat flight simulator 3 battle for europe
Windowgames_643;Combat Flight Simulator WWII Europe Series;PC;Microsoft;1998-01-01;;Simulator;;;Microsoft Game Studios;;;;combat flight simulator wwii europe series
Windowgames_644;Combat Mission II: Barbarossa to Berlin;PC;CDV;2002-01-01;;Simulator,Strategy;;;battlefront.com;;;;combat mission ii barbarossa to berlin
Windowgames_645;Combat Mission: Afrika Korps;PC;CDV;2003-01-01;;Simulator,Strategy;;;battlefront.com;;;;combat mission afrika korps
Windowgames_646;Combat Mission: Beyond Overlord;PC;CDV;2000-01-01;;Simulator,Strategy,Turn-based strategy (TBS),Tactical;;;battlefront.com;;;;combat mission beyond overlord
Windowgames_647;Combat Mission: Shock Force;PC;Paradox Interactive;2007-01-01;;Simulator,Strategy;;;battlefront.com;;;;combat mission shock force
Windowgames_648;Combined Arms;PC;Sony Online Entertainment;2009-01-01;;Simulator;;;Free Imagination Group;;;;combined arms
Windowgames_649;Command & Conquer;PC;Virgin Interactive;1995-01-01;;Real Time Strategy (RTS),Strategy;;;Westwood Studios;;;;command conquer
Windowgames_650;Command & Conquer 3: Tiberium Wars;PC;Electronic Arts;2007-01-01;;Real Time Strategy (RTS),Strategy;;;EA Los Angeles;;;;command conquer 3 tiberium wars
Windowgames_651;Command & Conquer 3: Kanes Wrath;PC;Electronic Arts;2008-01-01;;Real Time Strategy (RTS),Strategy;;;EA Los Angeles;;;;command conquer 3 kanes wrath
Windowgames_652;Command & Conquer 4: Tiberian Twilight;PC;Electronic Arts;2010-01-01;;Real Time Strategy (RTS),Strategy;;;EA Los Angeles;;;;command conquer 4 tiberian twilight
Windowgames_653;Command & Conquer: Generals;PC;EA Games;2003-01-01;;Real Time Strategy (RTS);;;EA Pacific;;;;command conquer generals
Windowgames_654;Command & Conquer: Generals – Zero Hour;PC;EA Games;2003-01-01;;Real Time Strategy (RTS),Strategy;;;EA Los Angeles;;;;command conquer generals zero hour
Windowgames_655;Command & Conquer: Red Alert;PC;Virgin Interactive;1996-01-01;;Real Time Strategy (RTS),Strategy;;;Westwood Studios;;;;command conquer red alert
Windowgames_656;Command & Conquer: Red Alert 2;PC;EA Games;2000-01-01;;Real Time Strategy (RTS),Strategy;;;Westwood Pacific;;;;command conquer red alert 2
Windowgames_657;Command & Conquer: Red Alert 3;PC;Electronic Arts;2008-01-01;;Real Time Strategy (RTS);;;EA Los Angeles;;;;command conquer red alert 3
Windowgames_658;Command & Conquer: Red Alert 3 – Uprising;PC;Electronic Arts;2009-01-01;;Real Time Strategy (RTS),Strategy;;;EA Los Angeles;;;;command conquer red alert 3 uprising
Windowgames_659;Command & Conquer: Renegade;PC;EA Games;2002-01-01;;Shooter;;;Westwood Studios;;;;command conquer renegade
Windowgames_660;Command & Conquer: Tiberian Sun;PC;EA Games;1999-01-01;;Real Time Strategy (RTS),Strategy;;;Westwood Studios;;;;command conquer tiberian sun
Windowgames_661;Command & Conquer: Yuris Revenge;PC;EA Games;2001-01-01;;Real Time Strategy (RTS),Strategy;;;Westwood Pacific;;;;command conquer yuris revenge
Windowgames_662;Commander – Europe at War;PC;Matrix Games;2006-01-01;;Strategy,Turn-based strategy (TBS);;;Slitherine Software;;;;commander europe at war
Windowgames_663;Commander in Chief;PC;Interactive Gaming Software;2008-01-01;;Simulator,Strategy;;;Eversim;;;;commander in chief
Windowgames_664;Commandos 2: Men of Courage;PC;Eidos Interactive;2001-01-01;;Shooter,Real Time Strategy (RTS),Strategy,Tactical,Adventure;;;Pyro Studios;;;;commandos 2 men of courage
Windowgames_665;Commandos 3: Destination Berlin;PC;Eidos Interactive;2003-01-01;;Strategy,Tactical;;;Pyro Studios;;;;commandos 3 destination berlin
Windowgames_666;Commandos: Behind Enemy Lines;PC;Eidos Interactive;1998-01-01;;Strategy,Tactical;;;Pyro Studios;;;;commandos behind enemy lines
Windowgames_667;Commandos: Beyond the Call of Duty;PC;Eidos Interactive;1999-01-01;;Strategy,Tactical;;;Pyro Studios;;;;commandos beyond the call of duty
Windowgames_668;Commandos: Strike Force;PC;Eidos Interactive;2006-01-01;;Shooter;;;Pyro Studios;;;;commandos strike force
Windowgames_669;Company of Heroes;PC;THQ;2006-01-01;;Strategy;;;Relic Entertainment;;;;company of heroes
Windowgames_670;Company of Heroes Online;PC;THQ;2009-01-01;;Real Time Strategy (RTS),Strategy;;;Relic Entertainment;;;;company of heroes online
Windowgames_671;Company of Heroes: Opposing Fronts;PC;THQ;2007-01-01;;Real Time Strategy (RTS),Strategy;;;Relic Entertainment;;;;company of heroes opposing fronts
Windowgames_672;Company of Heroes: Tales of Valor;PC;THQ;2009-01-01;;Real Time Strategy (RTS),Strategy;;;Relic Entertainment;;;;company of heroes tales of valor
Windowgames_673;Conan;PC;TDK Mediactive;2004-01-01;;Puzzle,Adventure;;;Cauldron HQ;;;;conan
Windowgames_674;Condemned: Criminal Origins;PC;Sega;2005-01-01;;Shooter,Adventure;;;Monolith Productions;;;;condemned criminal origins
Windowgames_675;Conflict Zone;PC;Ubisoft;2001-01-01;;Real Time Strategy (RTS),Strategy;;;MASA Group;;;;conflict zone
Windowgames_676;Conflict: Desert Storm;PC;SCi;2002-01-01;;Shooter;;;Pivotal Games;;;;conflict desert storm
Windowgames_677;Conflict: Desert Storm II;PC;SCi,Gotham Games;2003-01-01;;Shooter;;;Pivotal Games;;;;conflict desert storm ii
Windowgames_678;Conflict: Global Terror;PC;SCi;2005-01-01;;Shooter,Strategy,Tactical;;;Pivotal Games;;;;conflict global terror
Windowgames_679;Conflict: Vietnam;PC;SCi;2004-01-01;;Real Time Strategy (RTS),Strategy;;;Pivotal Games;;;;conflict vietnam
Windowgames_680;Conquer Online;PC;NetDragon WebSoft Inc;2004-01-01;;Role-playing (RPG);;;TQ Digital Entertainment;;;;conquer online
Windowgames_681;Conqueror A.D. 1086;PC;Sierra On-Line;1995-01-01;;Role-playing (RPG),Strategy;;;Software Sorcery;;;;conqueror ad 1086
Windowgames_682;Conquest: Frontier Wars;PC;Ubisoft;2001-01-01;;Real Time Strategy (RTS),Strategy;;;Fever Pitch Studios;;;;conquest frontier wars
Windowgames_683;Conspiracies;PC;Microsoft;2002-01-01;;Point-and-click,Adventure;;;Anima Interactive;;;;conspiracies
Windowgames_684;Constantine;PC;THQ,Warner Bros. Digital Distribution;2005-01-01;;Shooter,Adventure;;;Bits Studios,SCI Games;;;;constantine
Windowgames_685;Constructor;PC;Acclaim;1997-01-01;;Simulator,Strategy,Indie;;;System 3;;;;constructor
Windowgames_686;The Continuum;PC;Seven Lights;1997-01-01;;Fighting,Arcade;;;Seven Lights;;;;the continuum
Windowgames_687;Contra;PC;Konami;2002-01-01;;Shooter;;;Konami;;;;contra
Windowgames_688;Contract J.A.C.K.;PC;VU Games;2003-01-01;;Shooter;;;Monolith Productions;;;;contract jack
Windowgames_689;The Corporate Machine;PC;Take-Two Interactive;2001-01-01;;Simulator,Strategy;;;Stardock;;;;the corporate machine
Windowgames_690;Corpse Killer;PC;Digital Pictures;1994-01-01;;Shooter;;;Digital Pictures;;;;corpse killer
Windowgames_691;Corsairs: Conquest at Sea;PC;Microids;1999-01-01;;Real Time Strategy (RTS),Strategy;;;Microids;;;;corsairs conquest at sea
Windowgames_692;Cosmic Osmos Hex Isle;PC;Fanista;2007-01-01;;Platform,Puzzle;;;Cyan Worlds;;;;cosmic osmos hex isle
Windowgames_693;Costume Quest;PC;The Adventure Company;2011-01-01;;Role-playing (RPG),Adventure;;;Double Fine Productions;;;;costume quest
Windowgames_694;Cossacks: European Wars;PC;Strategy First;2001-01-01;;Real Time Strategy (RTS),Strategy;;;GSC Game World;;;;cossacks european wars
Windowgames_695;Cossacks II: Napoleonic Wars;PC;CDV;2005-01-01;;Real Time Strategy (RTS),Simulator,Strategy;;;GSC Game World;;;;cossacks ii napoleonic wars
Windowgames_696;Counter-Strike;PC;Vivendi Universal;1999-01-01;;Shooter;;;Valve;;;;counterstrike
Windowgames_697;Counter-Strike Online;PC;Valve;2008-01-01;;Shooter;;;Nexon Corporation;;;;counterstrike online
Windowgames_698;Counter-Strike: Condition Zero;PC;Vivendi Universal;2004-01-01;;Shooter;;;Valve;;;;counterstrike condition zero
Windowgames_699;Counter-Strike: Source;PC;Valve;2004-01-01;;Shooter;;;Valve;;;;counterstrike source
Windowgames_700;Crab Champions;PC;Noisestorm;;;Fighting,Shooter,Racing,Adventure,Indie;;;Noisestorm;;;;crab champions
Windowgames_701;Crab Game;PC;Dani;2021-01-01;;Fighting,Strategy,Indie,Arcade;;;Dani;;;;crab game
Windowgames_702;Cracking the Conspiracy;PC;Pixel Shop Inc.;1998-01-01;;Adventure;;;Pixel Shop Inc.;;;;cracking the conspiracy
Windowgames_703;Cradle Of Persia;PC;Awem;2007-01-01;;Puzzle;;;Awem;;;;cradle of persia
Windowgames_704;Cradle Of Rome;PC;Awem;2007-01-01;;Puzzle;;;Awem;;;;cradle of rome
Windowgames_705;Crashday;PC;Atari;2006-01-01;;Racing;;;Replay Studios,Moon Byte Studios,Atari;;;;crashday
Windowgames_706;Crazy Machines;PC;Novitas Publishing;2005-01-01;;Strategy;;;FAKT Software;;;;crazy machines
Windowgames_707;Crazy Machines 2;PC;Viva Media;2007-01-01;;Strategy;;;Fakt Software;;;;crazy machines 2
Windowgames_708;Crazy Taxi;PC;Sega,Acclaim,Activision;1999-01-01;;Racing;;;Hitmaker,Strangelite;;;;crazy taxi
Windowgames_709;Crazy Taxi 3: High Roller;PC;Sega;2002-01-01;;Racing;;;Hitmaker;;;;crazy taxi 3 high roller
Windowgames_710;Creator: Harry Potter and the Chamber of Secrets;PC;Lego Interactive;2002-01-01;;Adventure;;;Qube Software;;;;creator harry potter and the chamber of secrets
Windowgames_711;The Creature of Kapu Cave;PC;DreamCatcher;2006-01-01;;Adventure;;;Her Interactive;;;;the creature of kapu cave
Windowgames_712;Creatures 2;PC;Mindscape;1998-01-01;;Shooter;;;Creature Labs;;;;creatures 2
Windowgames_713;Creatures 3;PC;Mindscape;1999-01-01;;Simulator,Strategy,Indie;;;Creature Labs;;;;creatures 3
Windowgames_714;Crescendo;PC;Yuto Group,G-Collections;2001-01-01;;Adventure,Indie;;;Digital Object;;;;crescendo
Windowgames_715;Cricket 97;PC;Electronic Arts;1997-01-01;;Sport;;;Beam Software;;;;cricket 97
Windowgames_716;Cricket World Cup 99;PC;Electronic Arts;1999-01-01;;Sport;;;Creative Assembly Ltd.;;;;cricket world cup 99
Windowgames_717;Cricket 2000;PC;Electronic Arts;1999-01-01;;Sport;;;Creative Assembly Ltd.;;;;cricket 2000
Windowgames_718;Cricket 2002;PC;EA Sports;2002-01-01;;Sport;;;HB Studios;;;;cricket 2002
Windowgames_719;Cricket 2004;PC;EA Sports;2004-01-01;;Sport;;;HB Studios;;;;cricket 2004
Windowgames_720;Cricket 2005;PC;Electronic Arts;2005-01-01;;Sport;;;HB Studios;;;;cricket 2005
Windowgames_721;Cricket 07;PC;EA Sports;2006-01-01;;Sport;;;HB Studios;;;;cricket 07
Windowgames_722;Crime Cities;PC;EON Digital Entertainment;2000-01-01;;Adventure;;;Techland;;;;crime cities
Windowgames_723;Crime Life: Gang Wars;PC;Konami;2005-01-01;;Shooter;;;Hothouse Creations;;;;crime life gang wars
Windowgames_724;CrimeCraft;PC;THQ Inc.;2009-01-01;;Shooter,Role-playing (RPG);;;Vogster Entertainment;;;;crimecraft
Windowgames_725;Criminal Minds;PC;Legacy Games;2012-01-01;;Puzzle;;;Legacy Games;;;;criminal minds
Windowgames_726;Crimson Skies;PC;Microsoft Game Studios;2000-01-01;;Simulator,Arcade;;;Zipper Interactive;;;;crimson skies
Windowgames_727;Crimsonland;PC;Reflexive Entertainment;2003-01-01;;Shooter,Role-playing (RPG),Indie,Arcade;;;10tons Entertainment;;;;crimsonland
Windowgames_728;Critical Point;PC;Peach Princess,Sweet Basil;1998-01-01;;Adventure;;;Sweet Basil;;;;critical point
Windowgames_729;Croc 2;PC;Fox Interactive;1999-01-01;;Platform,Adventure,Arcade;;;Argonaut Software;;;;croc 2
Windowgames_730;Croc: Legend of the Gobbos;PC;Fox Interactive;1997-01-01;;Platform;;;Argonaut Software;;;;croc legend of the gobbos
Windowgames_731;Cross of the Dutchman;PC;Triangle Studios;2012-01-01;;Role-playing (RPG),Adventure,Indie;;;Triangle Studios;;;;cross of the dutchman
Windowgames_732;Cross Racing Championship 2005;PC;Invictus Games,Project Three Interactive;2005-01-01;;Racing,Simulator,Sport;;;Invictus Games;;;;cross racing championship 2005
Windowgames_733;Cruise Ship Tycoon;PC;Activision Value Publishing,Inc.;2003-01-01;;Simulator,Strategy;;;Cat Daddy Games;;;;cruise ship tycoon
Windowgames_734;Crusader Kings;PC;Paradox Interactive;2004-01-01;;Simulator,Strategy;;;Paradox Interactive;;;;crusader kings
Windowgames_735;Crusaders of Might and Magic;PC;3DO;1999-01-01;;Role-playing (RPG);;;3DO;;;;crusaders of might and magic
Windowgames_736;Crypt of the NecroDancer;PC;Klei Entertainment;2015-01-01;;Music,Adventure;;;Brace Yourself Games;;;;crypt of the necrodancer
Windowgames_737;Crysis;PC;Electronic Arts;2007-01-01;;Shooter,Adventure;;;Crytek;;;;crysis
Windowgames_738;Crysis Warhead;PC;Electronic Arts;2008-01-01;;Shooter,Adventure;;;Crytek Budapest;;;;crysis warhead
Windowgames_739;Crysis 2;PC;Electronic Arts;2011-01-01;;Shooter;;;Crytek;;;;crysis 2
Windowgames_740;Crysis 3;PC;Electronic Arts;2013-01-01;;Shooter;;;Crytek;;;;crysis 3
Windowgames_741;The Crystal Key;PC;DreamCatcher Interactive,The Adventure Company;2000-01-01;;Adventure;;;Earthlight Productions;;;;the crystal key
Windowgames_742;Crystal Crisis;PC;Nicalis;2019-01-01;;Fighting,Puzzle,Indie,Arcade;;;Nicalis;;;;crystal crisis
Windowgames_743;CSI: 3 Dimensions of Murder;PC;Ubisoft;2006-01-01;;Adventure;;;Telltale Games;;;;csi 3 dimensions of murder
Windowgames_744;CSI: Crime Scene Investigation;PC;Ubisoft;2003-01-01;;Simulator,Strategy,Adventure,Indie;;;369 Interactive;;;;csi crime scene investigation
Windowgames_745;CSI: Dark Motives;PC;Ubisoft;2004-01-01;;Adventure;;;369 Interactive;;;;csi dark motives
Windowgames_746;CSI: Hard Evidence;PC;Ubisoft;2007-01-01;;Adventure;;;Telltale Games;;;;csi hard evidence
Windowgames_747;CSI: Miami;PC;Ubisoft;2004-01-01;;Adventure;;;369 Interactive;;;;csi miami
Windowgames_748;CSI: NY;PC;Ubisoft;2008-01-01;;Adventure;;;Legacy Interactive;;;;csi ny
Windowgames_749;Cuban Missile Crisis: The Aftermath;PC;1C Company,Black Bean,Strategy First;2005-01-01;;Real Time Strategy (RTS),Strategy,Turn-based strategy (TBS),Tactical;;;G5 Software;;;;cuban missile crisis the aftermath
Windowgames_750;Cube;PC;;2005-01-01;;Shooter,Puzzle,Strategy;;;Wouter van Oortmerssen;;;;cube
Windowgames_751;Cube 2: Sauerbraten;PC;;2004-01-01;;Shooter;;;Wouter van Oortmerssen,Lee Salzman,Mike Dysart,Robert Pointon,Quinton Reeves;;;;cube 2 sauerbraten
Windowgames_752;Cube Escape Collection;PC;Rusty Lake;2020-01-01;;Puzzle,Adventure,Indie;;;Rusty Lake;;;;cube escape collection
Windowgames_753;Cubix;PC;Scandere Software;1995-01-01;;Fighting;;;Scandere Software;;;;cubix
Windowgames_754;Culpa Innata;PC;Strategy First;2007-01-01;;Role-playing (RPG),Adventure;;;Momentum AS;;;;culpa innata
Windowgames_755;Cuphead;PC;StudioMDHR;2017-01-01;;Platform,Adventure,Indie;;;StudioMDHR;;;;cuphead
Windowgames_756;Curious George;PC;Namco;2006-01-01;;Simulator;;;Monkey Bar Games;;;;curious george
Windowgames_757;Curse of Blackmoor Manor;PC;DreamCatcher;2004-01-01;;Point-and-click,Adventure,Indie;;;Her Interactive;;;;curse of blackmoor manor
Windowgames_758;The Curse of Monkey Island;PC;LucasArts;1997-01-01;;Point-and-click,Puzzle,Adventure;;;LucasArts;;;;the curse of monkey island
Windowgames_759;Curse of the Pharaoh: The Quest for Nefertiti;PC;Big Fish Games;2008-01-01;;Adventure;;;Ph03nix New Media;;;;curse of the pharaoh the quest for nefertiti
Windowgames_760;Curse: The Eye of Isis;PC;DreamCatcher Interactive;2003-01-01;;Adventure;;;Asylum Entertainment;;;;curse the eye of isis
Windowgames_761;Cute Knight;PC;iWin;2006-01-01;;Role-playing (RPG),Simulator,Visual Novel;;;Hanako Games;;;;cute knight
Windowgames_762;Cutthroats: Terror on the High Seas;PC;Eidos Interactive;1999-01-01;;Simulator,Strategy;;;Hothouse Creations;;;;cutthroats terror on the high seas
Windowgames_763;Cyberpunk 2077;PC;CD Projekt;2020-01-01;;Role-playing (RPG);;;CD Projekt Red;;;;cyberpunk 2077
Windowgames_764;CyberStorm 2: Corporate Wars;PC;Sierra Entertainment;1998-01-01;;Real Time Strategy (RTS),Strategy,Turn-based strategy (TBS),Tactical;;;Dynamix;;;;cyberstorm 2 corporate wars
Windowgames_765;CyberStrike 2;PC;989 Studios;1998-01-01;;Shooter,Role-playing (RPG),Simulator;;;Simutronics Corporation;;;;cyberstrike 2
Windowgames_766;Cybermercs: The Soldiers of the 22nd Century;PC;JC Research Inc.;1998-01-01;;Role-playing (RPG);;;NORA;;;;cybermercs the soldiers of the 22nd century
Windowgames_767;D;PC;Acclaim Entertainment;1995-01-01;;Racing;;;Warp;;;;d
Windowgames_768;D-Day;PC;Digital Reality;2004-01-01;;Strategy;;;Monte Cristo Multimedia;;;;dday
Windowgames_769;The Da Vinci Code;PC;2K Games;2006-01-01;;Puzzle;;;The Collective;;;;the da vinci code
Windowgames_770;Daikatana;PC;Eidos Interactive;2000-01-01;;Shooter;;;Ion Storm;;;;daikatana
Windowgames_771;Damnation;PC;Codemasters;2009-01-01;;Shooter;;;Blue Omega Entertainment;;;;damnation
Windowgames_772;Dance Dance Revolution;PC;Konami Computer Entertainment Japan;2002-01-01;;Music,Arcade;;;Konami Computer Entertainment Japan;;;;dance dance revolution
Windowgames_773;Dance! Online;PC;Acclaim;2007-01-01;;Shooter,Role-playing (RPG);;;9you;;;;dance online
Windowgames_774;Dancing with the Stars;PC;THQ Valusoft;2007-01-01;;Music;;;Aurona;;;;dancing with the stars
Windowgames_775;Danger By Design;PC;DreamCatcher;2006-01-01;;Point-and-click,Puzzle,Adventure;;;Her Interactive;;;;danger by design
Windowgames_776;Danger on Deception Island;PC;DreamCatcher;2003-01-01;;Point-and-click,Puzzle,Adventure;;;Her Interactive;;;;danger on deception island
Windowgames_777;Dangerous High School Girls in Trouble!;PC;Mousechief;2008-01-01;;Role-playing (RPG),Quiz/Trivia,Indie;;;Mousechief;;;;dangerous high school girls in trouble
Windowgames_778;Dangerous Waters;PC;Strategy First;2005-01-01;;Simulator,Strategy;;;Sonalysts Combat Simulations;;;;dangerous waters
Windowgames_779;Darby the Dragon;PC;Brøderbund;1996-01-01;;Adventure;;;Capitol Multimedia;;;;darby the dragon
Windowgames_780;Darius Gaiden;PC;GamebankCyberfrontMediaKiteInterplay EntertainmentConspiracy Entertainment;1997-01-01;;Shooter,Arcade;;;Taito;;;;darius gaiden
Windowgames_781;Dark Age of Camelot;PC;Mythic Entertainment,Wanadoo;2001-01-01;;Role-playing (RPG);;;Mythic Entertainment;;;;dark age of camelot
Windowgames_782;Dark and Light;PC;Farlan Entertainment;2006-01-01;;Adventure;;;NP Cube;;;;dark and light
Windowgames_783;Dark Earth;PC;Microprose;1997-01-01;;"""Hack and slash/Beat em up"",Adventure";;;Kalisto Entertainment;;;;dark earth
Windowgames_784;The Dark Eye: Chains of Satinav;PC;Deep Silver;2012-01-01;;Point-and-click,Puzzle,Role-playing (RPG),Adventure,Indie;;;Daedalic Entertainment;;;;the dark eye chains of satinav
Windowgames_785;The Dark Eye: Demonicon;PC;Kalypso Media;2013-01-01;;Role-playing (RPG),Adventure;;;Noumena Studios;;;;the dark eye demonicon
Windowgames_786;The Dark Eye: Memoria;PC;Deep Silver;2013-01-01;;Point-and-click,Puzzle,Adventure,Indie;;;Daedalic Entertainment;;;;the dark eye memoria
Windowgames_787;Dark Fall;PC;XXv Productions;2002-01-01;;Adventure;;;XXv Productions;;;;dark fall
Windowgames_788;Dark Fall II: Lights Out;PC;The Adventure Company,Darkling Room;2004-01-01;;Point-and-click,Puzzle,Adventure;;;Darkling Room;;;;dark fall ii lights out
Windowgames_789;Dark Horizon;PC;Paradox Interactive;2008-01-01;;Platform;;;Quazar Studio;;;;dark horizon
Windowgames_790;Dark Messiah of Might and Magic;PC;Ubisoft;2006-01-01;;Fighting,Role-playing (RPG);;;Arkane Studios,Floodgate Entertainment,Kuju Entertainment;;;;dark messiah of might and magic
Windowgames_791;Dark Reign 2;PC;Activision;2000-01-01;;Real Time Strategy (RTS),Strategy;;;Pandemic Studios;;;;dark reign 2
Windowgames_792;Dark Reign: Rise of the Shadowhand;PC;Activision;1998-01-01;;Real Time Strategy (RTS),Strategy;;;Activision;;;;dark reign rise of the shadowhand
Windowgames_793;Dark Reign: The Future of War;PC;Activision;1997-01-01;;Real Time Strategy (RTS),Strategy;;;Auran;;;;dark reign the future of war
Windowgames_794;Dark Sector;PC;D3 Publisher of America;2008-01-01;;Shooter;;;Digital Extremes;;;;dark sector
Windowgames_795;Dark Souls: Prepare to Die Edition;PC;Namco Bandai Games;2012-01-01;;"Role-playing (RPG),""Hack and slash/Beat em up"",Adventure";;;FromSoftware;;;;dark souls prepare to die edition
Windowgames_796;Dark Souls: Remastered;PC;Bandai Namco Entertainment;2018-01-01;;"Role-playing (RPG),""Hack and slash/Beat em up"",Adventure";;;QLOC;;;;dark souls remastered
Windowgames_797;Dark Sun Online: Crimson Sands;PC;Strategic Simulations,Inc.;1996-01-01;;Role-playing (RPG),Adventure;;;Strategic Simulations,Inc.;;;;dark sun online crimson sands
Windowgames_798;Dark Void;PC;Capcom;2010-01-01;;Role-playing (RPG);;;Airtight Games;;;;dark void
Windowgames_799;Darkeden;PC;SOFTON Entertainment,Inc;1997-01-01;;Role-playing (RPG);;;SOFTON Entertainment,Inc;;;;darkeden
