id;name;platform;publishers;publicationDate;globallySoldUnits;genres;criticScore;userScore;developers;summary;rating;series;name_preprocessed
Windowgames_1;101 Dalmatians: Escape from DeVil Manor;PC;Disney Interactive;1999-01-01;;Puzzle,Strategy,Adventure;;;DreamForge Intertainment;;;;101 dalmatians escape from devil manor
Windowgames_2;102 Dalmatians: Puppies to the Rescue;PC;Eidos Interactive;2000-01-01;;Platform,Adventure;;;Crystal Dynamics;;;;102 dalmatians puppies to the rescue
Windowgames_3;140;PC;Abstraction Games;2016-01-01;;Music,Platform,Puzzle,Strategy,Indie;;;Double Fine Productions;;;;140
Windowgames_4;1001 Spikes;PC;Nicalis;2014-01-01;;Platform,Adventure,Indie;;;8bits Fanatics;;;;1001 spikes
Windowgames_5;The 11th Hour;PC;Virgin Interactive;1995-01-01;;Point-and-click,Puzzle,Adventure;;;Trilobyte;;;;the 11th hour
Windowgames_6;12Riven: The Psi-Climinal of Integral;PC;KID,Cyberfront,SDR Project;2008-01-01;;Adventure,Visual Novel;;;KID,Cyberfront;;;;12riven the psicliminal of integral
Windowgames_7;1914 Shells of Fury;PC;Strategy First,h2f Informationssysteme;2007-01-01;;Simulator;;;Rondomedia;;;;1914 shells of fury
Windowgames_8;2 on 2 Open Ice Challenge;PC;Midway Games;1997-01-01;;Sport;;;Midway Games;;;;2 on 2 open ice challenge
Windowgames_9;2002 FIFA World Cup;PC;EA Sports;2002-01-01;;Sport;;;EA Canada;;;;2002 fifa world cup
Windowgames_10;2006 FIFA World Cup;PC;EA Sports;2006-01-01;;Sport;;;EA Canada;;;;2006 fifa world cup
Windowgames_11;25 To Life;PC;Eidos Interactive;2006-01-01;;Shooter;;;Avalanche Software;;;;25 to life
Windowgames_12;3D Ultra Minigolf;PC;Sierra On-Line;2007-01-01;;Sport;;;Wanako Games;;;;3d ultra minigolf
Windowgames_13;3-D Ultra Pinball;PC;Sierra On-Line;1995-01-01;;Pinball;;;Dynamix;;;;3d ultra pinball
Windowgames_14;3D Body Adventure;PC;Levande Böcker;1995-01-01;;Point-and-click;;;Knowledge Adventure;;;;3d body adventure
Windowgames_15;428: Shibuya Scramble;PC;Spike Chunsoft;2018-01-01;;Adventure,Visual Novel;;;Spike Chunsoft;;;;428 shibuya scramble
Windowgames_16;4x4 EVO 2;PC;Gathering of Developers;2001-01-01;;Racing,Simulator;;;Terminal Reality;;;;4x4 evo 2
Windowgames_17;4x4 Evolution;PC;Gathering of Developers;2000-01-01;;Racing;;;Terminal Reality;;;;4x4 evolution
Windowgames_18;5;PC;Visual Arts;2008-01-01;;Shooter,Adventure;;;Ram;;;;5
Windowgames_19;6180 the moon;PC;Turtle Cream;2014-01-01;;Music,Platform,Puzzle,Adventure,Indie,Arcade;;;PokPoong GamesTurtle Cream;;;;6180 the moon
Windowgames_20;7 Sins;PC;Digital Jesters;2005-01-01;;Point-and-click,Puzzle,Adventure;;;Monte Cristo;;;;7 sins
Windowgames_21;7 Wonders of the Ancient World;PC;MumboJumbo;2007-01-01;;Puzzle,Strategy;;;Hot Lava Games;;;;7 wonders of the ancient world
Windowgames_22;The 7th Guest;PC;Virgin Games;1993-01-01;;Point-and-click,Adventure;;;Trilobyte;;;;the 7th guest
Windowgames_23;80 Days;PC;Frogwares;2005-01-01;;Platform,Puzzle,Adventure;;;Frogwares;;;;80 days
Windowgames_24;9: The Last Resort;PC;GT Interactive;1996-01-01;;Point-and-click,Adventure;;;Tribeca Interactive;;;;9 the last resort
Windowgames_25;A Game of Thrones: Genesis;PC;Focus Home Interactive;2011-01-01;;Real Time Strategy (RTS),Strategy;;;Cyanide;;;;a game of thrones genesis
Windowgames_26;A New Beginning;PC;Deep Silver;2010-01-01;;Visual Novel;;;Daedalic Entertainment;;;;a new beginning
Windowgames_27;A Virus Named TOM;PC;Misfits Attic;2012-01-01;;Puzzle,Strategy,Indie,Arcade;;;Misfits Attic;;;;a virus named tom
Windowgames_28;A2 Racer;PC;Davilex Games;1997-01-01;;Racing;;;Davilex Games;;;;a2 racer
Windowgames_29;ABC Sports Indy Racing;PC;ABC Interactive;1997-01-01;;Racing;;;Shot Sports Software;;;;abc sports indy racing
Windowgames_30;Abomination: The Nemesis Project;PC;Eidos Interactive;1999-01-01;;Strategy;;;Hothouse Creations;;;;abomination the nemesis project
Windowgames_31;Ace Online;PC;Yedang;2006-01-01;;Role-playing (RPG),Adventure;;;MasangSoft;;;;ace online
Windowgames_32;Ace Ventura;PC;Bomico Entertainment Software;1996-01-01;;Adventure;;;7th Level;;;;ace ventura
Windowgames_33;Aces of the Galaxy;PC;Sierra Online;2008-01-01;;Shooter;;;Artech Studios;;;;aces of the galaxy
Windowgames_34;Achtung Spitfire!;PC;Avalon Hill;1997-01-01;;Turn-based strategy (TBS);;;Big Time Software;;;;achtung spitfire
Windowgames_35;Act of War: Direct Action;PC;Atari;2005-01-01;;Real Time Strategy (RTS),Strategy;;;Eugen Systems;;;;act of war direct action
Windowgames_36;Act of War: High Treason;PC;Atari;2006-01-01;;Real Time Strategy (RTS),Strategy;;;Eugen Systems;;;;act of war high treason
Windowgames_37;Active Worlds;PC;;1995-01-01;;Music,Puzzle,Strategy,Indie;;;ActiveWorlds,Inc.;;;;active worlds
Windowgames_38;Activision Anthology;PC;Activision;2002-01-01;;Racing,Simulator,Sport,Strategy;;;MacPlay;;;;activision anthology
Windowgames_39;Actua Ice Hockey;PC;Gremlin Interactive;1998-01-01;;Sport;;;Gremlin Interactive;;;;actua ice hockey
Windowgames_40;Actua Pool;PC;Gremlin Interactive;1999-01-01;;Sport;;;Gremlin Interactive;;;;actua pool
Windowgames_41;Addiction Pinball;PC;Microprose;1998-01-01;;Pinball;;;Team17;;;;addiction pinball
Windowgames_42;Adrift;PC;505 Games;2015-01-01;;Simulator;;;Three One Zero;;;;adrift
Windowgames_43;Advent Rising;PC;Majesco Entertainment;2005-01-01;;Shooter,Adventure;;;GlyphX Games;;;;advent rising
Windowgames_44;Adventure Pinball: Forgotten Island;PC;Electronic Arts;2001-01-01;;Pinball;;;Digital Extremes;;;;adventure pinball forgotten island
Windowgames_45;The Adventures of Fatman;PC;Socko! Entertainment;2003-01-01;;Adventure,Indie;;;Socko! Entertainment;;;;the adventures of fatman
Windowgames_46;The Adventures of Lomax;PC;Psygnosis;1996-01-01;;Platform,Adventure;;;Psygnosis;;;;the adventures of lomax
Windowgames_47;Adventures of Pip;PC;TicToc Games;2015-01-01;;Role-playing (RPG),Adventure,Indie;;;TicToc Games;;;;adventures of pip
Windowgames_48;AdvertCity;PC;VoxelStorm;2015-01-01;;Simulator,Strategy,Indie;;;VoxelStorm;;;;advertcity
Windowgames_49;Afterlife;PC;LucasArts;1996-01-01;;Music,Platform,Adventure,Indie;;;LucasArts;;;;afterlife
Windowgames_50;Agatha Christie: And Then There Were None;PC;The Adventure Company;2005-01-01;;Adventure;;;AWE Productions;;;;agatha christie and then there were none
Windowgames_51;Agatha Christie: Evil Under the Sun;PC;The Adventure Company;2007-01-01;;Adventure;;;AWE Productions;;;;agatha christie evil under the sun
Windowgames_52;Agatha Christie: Murder on the Orient Express;PC;The Adventure Company;2006-01-01;;Point-and-click,Adventure;;;AWE Productions;;;;agatha christie murder on the orient express
Windowgames_53;Age of Booty;PC;Capcom;2008-01-01;;Strategy;;;Certain Affinity;;;;age of booty
Windowgames_54;Age of Chivalry;PC;;2007-01-01;;Simulator,Strategy;;;Team Chivalry;;;;age of chivalry
Windowgames_55;Age of Conan: Hyborian Adventures;PC;Funcom;2008-01-01;;Role-playing (RPG),Adventure;;;Funcom;;;;age of conan hyborian adventures
Windowgames_56;Age of Empires;PC;Microsoft Game Studios;1997-01-01;;Real Time Strategy (RTS),Strategy;;;Ensemble Studios;;;;age of empires
Windowgames_57;Age of Empires: The Rise of Rome;PC;Microsoft Game Studios;1998-01-01;;Real Time Strategy (RTS),Simulator,Strategy;;;Ensemble Studios;;;;age of empires the rise of rome
Windowgames_58;Age of Empires II: The Age of Kings;PC;Microsoft Game Studios;1999-01-01;;Real Time Strategy (RTS),Strategy;;;Ensemble Studios;;;;age of empires ii the age of kings
Windowgames_59;Age of Empires II: The Conquerors;PC;Microsoft Game Studios;2000-01-01;;Real Time Strategy (RTS),Strategy;;;Ensemble Studios;;;;age of empires ii the conquerors
Windowgames_60;Age of Empires II: The Forgotten;PC;Microsoft Game Studios;2013-01-01;;Strategy;;;SkyBox Labs;;;;age of empires ii the forgotten
Windowgames_61;Age of Empires II: The African Kingdoms;PC;Microsoft Game Studios;2015-01-01;;Real Time Strategy (RTS),Strategy;;;SkyBox Labs;;;;age of empires ii the african kingdoms
Windowgames_62;Age of Empires II: Rise of the Rajas;PC;Microsoft Game Studios;2016-01-01;;Real Time Strategy (RTS),Strategy;;;SkyBox Labs;;;;age of empires ii rise of the rajas
Windowgames_63;Age of Empires III;PC;Microsoft Game Studios;2005-01-01;;Strategy;;;Ensemble Studios;;;;age of empires iii
Windowgames_64;Age of Empires III: The Asian Dynasties;PC;Microsoft Game Studios;2007-01-01;;Point-and-click,Real Time Strategy (RTS),Strategy;;;Ensemble StudiosBig Huge Games;;;;age of empires iii the asian dynasties
Windowgames_65;Age of Empires III: The WarChiefs;PC;Microsoft Game Studios;2006-01-01;;Real Time Strategy (RTS),Simulator,Strategy;;;Ensemble Studios;;;;age of empires iii the warchiefs
Windowgames_66;Age of Mythology;PC;Microsoft Game Studios;2002-01-01;;Role-playing (RPG),Adventure;;;Ensemble Studios;;;;age of mythology
Windowgames_67;Age of Pirates: Captain Blood;PC;1C Company,MTV Games;2009-01-01;;Adventure;;;THQ;;;;age of pirates captain blood
Windowgames_68;Age of Pirates: Caribbean Tales;PC;1C Company,Playlogic Entertainment;2006-01-01;;Role-playing (RPG),Simulator;;;Akella;;;;age of pirates caribbean tales
Windowgames_69;Age of Pirates 2: City of Abandoned Ships;PC;Playlogic Entertainment;2009-01-01;;Role-playing (RPG),Simulator;;;Akella;;;;age of pirates 2 city of abandoned ships
Windowgames_70;Age of Sail;PC;TalonSoft;1996-01-01;;Role-playing (RPG),Strategy,Adventure;;;TalonSoft;;;;age of sail
Windowgames_71;Age of Sail II;PC;TalonSoft;2001-01-01;;Simulator,Strategy;;;Akella;;;;age of sail ii
Windowgames_72;Age of Wanderers;PC;OSC;2003-01-01;;"Fighting,""Hack and slash/Beat em up""";;;Joymax;;;;age of wanderers
Windowgames_73;Age of Wonders;PC;Gathering of Developers;1999-01-01;;Strategy;;;Triumph Studios;;;;age of wonders
Windowgames_74;Age of Wonders: Planetfall;PC;Paradox Interactive;2019-01-01;;Strategy,Turn-based strategy (TBS);;;Triumph Studios;;;;age of wonders planetfall
Windowgames_75;Age of Wonders: Shadow Magic;PC;Gathering of Developers;2003-01-01;;Role-playing (RPG),Strategy,Turn-based strategy (TBS);;;Triumph Studios;;;;age of wonders shadow magic
Windowgames_76;Age of Wonders II: The Wizards Throne;PC;Take 2;2002-01-01;;Role-playing (RPG),Strategy,Turn-based strategy (TBS);;;Triumph Studios;;;;age of wonders ii the wizards throne
Windowgames_77;Age of Wonders III;PC;Triumph Studios;2014-01-01;;Strategy,Turn-based strategy (TBS);;;Triumph Studios;;;;age of wonders iii
Windowgames_78;Ai Space;PC;Ai Space Production Committee;2008-01-01;;Simulator,Strategy,Indie;;;Ai Space Production Committee;;;;ai space
Windowgames_79;Aion: The Tower of Eternity;PC;NCsoft;2008-01-01;;Role-playing (RPG);;;NCsoft;;;;aion the tower of eternity
Windowgames_80;Air Assault Task Force;PC;Shrapnel Games;2006-01-01;;Simulator,Strategy;;;ProSIM Company;;;;air assault task force
Windowgames_81;Airfix Dogfighter;PC;EON Digital Entertainment;2000-01-01;;Simulator;;;Unique Development Studios;;;;airfix dogfighter
Windowgames_82;Airport Mania;PC;Reflexive Entertainment;2008-01-01;;Strategy;;;Reflexive Entertainment;;;;airport mania
Windowgames_83;Airport Tycoon;PC;TalonSoft and Global Star Software;2000-01-01;;Simulator;;;Krisalis Software;;;;airport tycoon
Windowgames_84;Airport Tycoon 2;PC;Global Star Software;2003-01-01;;Simulator;;;Sunstorm Interactive;;;;airport tycoon 2
Windowgames_85;Airport Tycoon 3;PC;Global Star Software;2003-01-01;;Simulator,Strategy;;;InterActive Vision;;;;airport tycoon 3
Windowgames_86;Akatsuki Blitzkampf;PC;Subtle Style;2007-01-01;;Fighting;;;Subtle Style;;;;akatsuki blitzkampf
Windowgames_87;Al Emmo and the Lost Dutchmans Mine;PC;Himalaya Studios;2006-01-01;;Adventure,Indie;;;Himalaya Studios;;;;al emmo and the lost dutchmans mine
Windowgames_88;Alan Wake;PC;Legacy Interactive;2012-01-01;;Shooter,Adventure;;;Remedy Entertainment,Nitro Games;;;;alan wake
Windowgames_89;Alan Wakes American Nightmare;PC;Remedy Entertainment;2012-01-01;;Shooter,Adventure;;;Remedy Entertainment,Nitro Games;;;;alan wakes american nightmare
Windowgames_90;Alchemy;PC;PopCap Games;2001-01-01;;Simulator,Indie;;;PopCap Games;;;;alchemy
Windowgames_91;Alexander;PC;Ubisoft;2004-01-01;;Music,Adventure;;;GSC Game World;;;;alexander
Windowgames_92;Alfa Romeo Racing Italiano;PC;Valcon Games;2005-01-01;;Racing,Role-playing (RPG);;;Milestone srl;;;;alfa romeo racing italiano
Windowgames_93;Alias;PC;Acclaim Entertainment;2004-01-01;;Adventure;;;Acclaim Cheltenham;;;;alias
Windowgames_94;Alice: An Interactive Museum;PC;Synergy Interactive Crop.;1994-01-01;;Point-and-click,Adventure,Visual Novel;;;Toshiba-EMI Ltd;;;;alice an interactive museum
Windowgames_95;Alice VR;PC;Klabater;2016-01-01;;Indie;;;Carbon Studio;;;;alice vr
Windowgames_96;Alien Shooter: Vengeance;PC;Sigma Team;2007-01-01;;Arcade;;;Sigma Team;;;;alien shooter vengeance
Windowgames_97;Alien Stars;PC;Awem;2005-01-01;;Role-playing (RPG),Strategy;;;Awem;;;;alien stars
Windowgames_98;Alien Swarm;PC;Valve;2010-01-01;;Shooter,Adventure;;;Valve;;;;alien swarm
Windowgames_99;Aliens versus Predator;PC;Sierra Entertainment,Fox Interactive;1999-01-01;;Shooter;;;Rebellion Developments;;;;aliens versus predator
Windowgames_100;Aliens versus Predator 2;PC;Sierra Entertainment;2001-01-01;;Shooter;;;Third Law Entertainment;;;;aliens versus predator 2
Windowgames_101;Aliens versus Predator Classic 2000;PC;Rebellion Developments;2010-01-01;;Shooter;;;Rebellion Developments;;;;aliens versus predator classic 2000
Windowgames_102;Aliens vs. Predator;PC;Sega;2010-01-01;;Shooter;;;Rebellion Developments;;;;aliens vs predator
Windowgames_103;Aliens: Colonial Marines;PC;Sega;2010-01-01;;Shooter;;;Gearbox Software;;;;aliens colonial marines
Windowgames_104;Allegiance;PC;Microsoft;2000-01-01;;Adventure;;;Microsoft Research;;;;allegiance
Windowgames_105;Alliance of Valiant Arms;PC;Neowiz,NHN USA;2007-01-01;;Shooter;;;Red Duck;;;;alliance of valiant arms
Windowgames_106;Allied General;PC;Strategic Simulations;1995-01-01;;Strategy;;;Strategic Simulations;;;;allied general
Windowgames_107;Alone in the Dark;PC;Atari;2008-01-01;;Adventure,Indie;;;Eden Games;;;;alone in the dark
Windowgames_108;Alone in the Dark: The New Nightmare;PC;Infogrames;2001-01-01;;Puzzle,Adventure;;;Darkworks;;;;alone in the dark the new nightmare
Windowgames_109;Alpha Prime;PC;Idea Games,Meridian4;2007-01-01;;Shooter;;;Black Element Software;;;;alpha prime
Windowgames_110;Alpha Protocol;PC;Sega;2009-01-01;;Shooter,Role-playing (RPG);;;Obsidian Entertainment;;;;alpha protocol
Windowgames_111;Alvin and the Chipmunks;PC;Brash Entertainment;2007-01-01;;Music,Adventure;;;Sensory Sweep Studios;;;;alvin and the chipmunks
Windowgames_112;The Amazon Trail;PC;MECC;1996-01-01;;Simulator,Adventure;;;MECC;;;;the amazon trail
Windowgames_113;Amazon Trail 3rd Edition;PC;The Learning Company;1998-01-01;;Simulator,Adventure;;;MECC;;;;amazon trail 3rd edition
Windowgames_114;Amber: Journeys Beyond;PC;Hue Forest Entertainment;1996-01-01;;Point-and-click,Adventure;;;Hue Forest Entertainment;;;;amber journeys beyond
Windowgames_115;American Conquest;PC;CDV;2003-01-01;;Real Time Strategy (RTS),Strategy;;;GSC Game World;;;;american conquest
Windowgames_116;American Idol;PC;Codemasters;2003-01-01;;Music;;;Hothouse Creations;;;;american idol
Windowgames_117;American McGees Alice;PC;Electronic Arts;2000-01-01;;"Platform,""Hack and slash/Beat em up"",Adventure";;;Rogue Entertainment;;;;american mcgees alice
Windowgames_118;American McGees Grimm;PC;Turner Broadcasting System;2008-01-01;;Indie;;;Spicy Horse;;;;american mcgees grimm
Windowgames_119;Amerzone;PC;Casterman;1999-01-01;;Adventure;;;Microids;;;;amerzone
Windowgames_120;Amnesia: A Machine for Pigs;PC;Frictional Games;2013-01-01;;Puzzle,Adventure,Indie;;;The Chinese Room;;;;amnesia a machine for pigs
Windowgames_121;Amnesia: The Dark Descent;PC;Frictional Games;2010-01-01;;Puzzle,Adventure,Indie;;;Frictional Games;;;;amnesia the dark descent
Windowgames_122;Amok;PC;Scavenger,Koei,Tec Toy;1996-01-01;;Shooter,Puzzle;;;Lemon;;;;amok
Windowgames_123;Anachronox;PC;Eidos Interactive,Infogrames;2001-01-01;;Role-playing (RPG);;;Ion Storm;;;;anachronox
Windowgames_124;Anacreon: Imperial Conquest in the Far Future;PC;Thinking Machine Associates;2004-01-01;;Strategy;;;Thinking Machine Associates;;;;anacreon imperial conquest in the far future
Windowgames_125;Anarchy Online;PC;Funcom;2001-01-01;;Adventure,Indie;;;Funcom;;;;anarchy online
Windowgames_126;Ancient Wars: Sparta;PC;Play Ten Interactive;2007-01-01;;Real Time Strategy (RTS),Strategy;;;World Forge;;;;ancient wars sparta
Windowgames_127;And Yet It Moves;PC;Broken Rules;2009-01-01;;Platform,Puzzle,Indie;;;Broken Rules;;;;and yet it moves
Windowgames_128;Angelique;PC;Koei;1994-01-01;;Strategy;;;Ruby Party;;;;angelique
Windowgames_129;Angelique Special;PC;NEC;1995-01-01;;Simulator,Strategy,Adventure;;;Koei;;;;angelique special
Windowgames_130;Angels Online;PC;Q Entertainment;2006-01-01;;Role-playing (RPG);;;UserJoy Technology;;;;angels online
Windowgames_131;Angry Birds 2;PC;Rovio Entertainment;2019-01-01;;Puzzle;;;Rovio Entertainment;;;;angry birds 2
Windowgames_132;Angry Birds Friends;PC;Rovio Entertainment;2019-01-01;;Puzzle,Tactical,Arcade;;;Rovio Entertainment;;;;angry birds friends
Windowgames_133;Angry Birds Rio;PC;Rovio Entertainment;2011-01-01;;Platform,Puzzle,Arcade;;;Rovio Entertainment;;;;angry birds rio
Windowgames_134;Angry Birds Seasons;PC;Rovio Entertainment;2011-01-01;;Puzzle,Arcade;;;Rovio Entertainment;;;;angry birds seasons
Windowgames_135;Animamundi: Dark Alchemist;PC;Hirameki International;2004-01-01;;Adventure,Visual Novel;;;Karin Entertainment;;;;animamundi dark alchemist
Windowgames_136;Ankh;PC;BHV Software;2005-01-01;;Puzzle,Adventure,Indie;;;Deck13 Interactive;;;;ankh
Windowgames_137;Ankh: Heart of Osiris;PC;BHV Software;2006-01-01;;Point-and-click,Adventure;;;Deck13 Interactive;;;;ankh heart of osiris
Windowgames_138;Anno 1404;PC;Ubisoft;2009-01-01;;Real Time Strategy (RTS),Simulator,Strategy;;;Related Designs;;;;anno 1404
Windowgames_139;Anno 1503;PC;Sunflowers;2003-01-01;;Simulator,Strategy;;;Max Design;;;;anno 1503
Windowgames_140;Anno 1602;PC;Sunflowers;1998-01-01;;Simulator,Strategy;;;Max Design;;;;anno 1602
Windowgames_141;Anno 1701;PC;Sunflowers;2006-01-01;;Real Time Strategy (RTS),Simulator,Strategy;;;Related Designs;;;;anno 1701
Windowgames_142;Anno 2070;PC;Ubisoft;2011-01-01;;Real Time Strategy (RTS),Simulator,Strategy;;;Related Designs;;;;anno 2070
Windowgames_143;Anodyne;PC;Analgesic Productions;2013-01-01;;Platform,Role-playing (RPG),Adventure,Indie;;;Analgesic Productions;;;;anodyne
Windowgames_144;Anomaly: Warzone Earth;PC;11 Bit Studios;2011-01-01;;Real Time Strategy (RTS),Strategy;;;11 Bit Studios;;;;anomaly warzone earth
Windowgames_145;The Ant Bully;PC;Midway Games;2006-01-01;;Adventure;;;Artificial Mind and Movement;;;;the ant bully
Windowgames_146;Ant War;PC;Anarchy Enterprises;2003-01-01;;Strategy;;;Anarchy Enterprises;;;;ant war
Windowgames_147;Antinomy of Common Flowers;PC;Twilight Frontier,Team Shanghai Alice;2017-01-01;;Fighting,Indie;;;Twilight Frontier,Team Shanghai Alice;;;;antinomy of common flowers
Windowgames_148;Anubis II;PC;Metro 3D,Conspiracy Entertainment;2005-01-01;;Platform;;;Data Design Interactive;;;;anubis ii
Windowgames_149;APB: All Points Bulletin;PC;EA Games;2010-01-01;;Shooter,Racing;;;Realtime Worlds;;;;apb all points bulletin
Windowgames_150;Apex Legends;PC;Electronic Arts;2019-01-01;;Shooter;;;Respawn Entertainment;;;;apex legends
Windowgames_151;Apprentice;PC;Herculean Effort Productions;2003-01-01;;Strategy,Adventure,Indie;;;Herculean Effort Productions;;;;apprentice
Windowgames_152;AquaNox;PC;Encore Software,JoWooD Productions;1996-01-01;;Shooter,Role-playing (RPG),Simulator,Adventure;;;Massive Development;;;;aquanox
Windowgames_153;AquaNox 2: Revelation;PC;Encore Software,JoWooD Productions;2003-01-01;;Shooter,Simulator;;;Massive Development;;;;aquanox 2 revelation
Windowgames_154;Aqua Moto Racing Utopia;PC;Zordix;2016-01-01;;Racing,Simulator,Sport,Indie,Arcade;;;Zordix;;;;aqua moto racing utopia
Windowgames_155;Aquaria;PC;Bit Blot;2007-01-01;;Platform,Adventure,Indie;;;Bit Blot;;;;aquaria
Windowgames_156;Arcanum: Of Steamworks and Magick Obscura;PC;Sierra Entertainment;2001-01-01;;Role-playing (RPG),Strategy,Turn-based strategy (TBS);;;Troika Games;;;;arcanum of steamworks and magick obscura
Windowgames_157;ArchLord;PC;Codemasters Online Gaming,Webzen;2005-01-01;;Role-playing (RPG);;;NHN Games;;;;archlord
Windowgames_158;Arcomage;PC;3DO;1999-01-01;;Strategy;;;New World Computing;;;;arcomage
Windowgames_159;Area 51;PC;Midway;1995-01-01;;Simulator,Strategy,Adventure,Indie;;;Mesa Logic;;;;area 51
Windowgames_160;Area 51;PC;Midway;2005-01-01;;Simulator,Strategy,Adventure,Indie;;;Midway Austin;;;;area 51
Windowgames_161;Arkadian Warriors;PC;Sierra Online;2007-01-01;;Role-playing (RPG);;;Wanako Games;;;;arkadian warriors
Windowgames_162;ARMA: Armed Assault;PC;505 Games;2006-01-01;;Shooter,Simulator;;;Bohemia Interactive Studio;;;;arma armed assault
Windowgames_163;ARMA 2;PC;505 Games;2009-01-01;;Shooter,Simulator;;;Bohemia Interactive Studio;;;;arma 2
Windowgames_164;Armadillo Run;PC;;2006-01-01;;Puzzle;;;Peter Stock;;;;armadillo run
Windowgames_165;Armageddon Empires;PC;Cryptic Comet;2007-01-01;;Role-playing (RPG);;;Cryptic Comet;;;;armageddon empires
Windowgames_166;Armed and Dangerous;PC;LucasArts,;2003-01-01;;Shooter;;;Planet Moon Studios;;;;armed and dangerous
Windowgames_167;Armies of Exigo;PC;Electronic Arts;2004-01-01;;Real Time Strategy (RTS),Strategy;;;Black Hole Entertainment;;;;armies of exigo
Windowgames_168;Army Men: Air Tactics;PC;3DO;2000-01-01;;Strategy;;;3DO;;;;army men air tactics
Windowgames_169;Army Men: RTS;PC;3DO;2002-01-01;;Real Time Strategy (RTS),Strategy;;;Pandemic Studios;;;;army men rts
Windowgames_170;Army Men: Sarges Heroes;PC;3DO;1999-01-01;;Shooter;;;3DO;;;;army men sarges heroes
Windowgames_171;Army Men: Sarges War;PC;Global Star Software;2004-01-01;;Shooter;;;Global Star Software;;;;army men sarges war
Windowgames_172;Arthur and the Invisibles;PC;Atari;2007-01-01;;Platform;;;Etranges Libellules;;;;arthur and the invisibles
Windowgames_173;Arthurs Knights;PC;Cryo Interactive,DreamCatcher Interactive;2001-01-01;;Role-playing (RPG),Adventure;;;Dreamcatcher Interactive;;;;arthurs knights
Windowgames_174;Arthurs Knights II: The Secret of Merlin;PC;Wanadoo Edition;2001-01-01;;Adventure;;;Cryo Interactive;;;;arthurs knights ii the secret of merlin
Windowgames_175;Arx Fatalis;PC;JoWooD;2002-01-01;;Role-playing (RPG),Adventure;;;Arkane Studios;;;;arx fatalis
Windowgames_176;Asda Story;PC;gamescampus.com;2008-01-01;;Role-playing (RPG);;;MaxOn Soft Corp;;;;asda story
Windowgames_177;Asherons Call;PC;Microsoft,Turbine Entertainment Software;1999-01-01;;Role-playing (RPG);;;Turbine Entertainment Software;;;;asherons call
Windowgames_178;Asherons Call 2: Fallen Kings;PC;Turbine Entertainment Software;2002-01-01;;Role-playing (RPG);;;Turbine Entertainment Software;;;;asherons call 2 fallen kings
Windowgames_179;Ashes Cricket 2009;PC;Codemasters,Atari;2009-01-01;;Sport;;;Transmission Games;;;;ashes cricket 2009
Windowgames_180;Assassins Creed;PC;Ubisoft;2008-01-01;;Strategy,Adventure;;;Ubisoft Montreal;;;;assassins creed
Windowgames_181;Assassins Creed II;PC;Ubisoft;2009-01-01;;Adventure;;;Ubisoft Montreal;;;;assassins creed ii
Windowgames_182;Assassins Creed III;PC;Ubisoft;2012-01-01;;Adventure;;;Ubisoft Montreal;;;;assassins creed iii
Windowgames_183;Assassins Creed IV: Black Flag;PC;Ubisoft;2013-01-01;;Adventure;;;Ubisoft Montreal;;;;assassins creed iv black flag
Windowgames_184;Assassins Creed: Brotherhood;PC;Ubisoft;2010-01-01;;Adventure;;;Ubisoft Montreal;;;;assassins creed brotherhood
Windowgames_185;Assassins Creed Odyssey;PC;Ubisoft;2018-01-01;;Adventure;;;Ubisoft Quebec;;;;assassins creed odyssey
Windowgames_186;Assassins Creed Origins;PC;Ubisoft;2017-01-01;;Role-playing (RPG),Adventure;;;Ubisoft Montreal;;;;assassins creed origins
Windowgames_187;Assassins Creed: Revelations;PC;Ubisoft;2011-01-01;;Adventure;;;Ubisoft Montreal;;;;assassins creed revelations
Windowgames_188;Assassins Creed Syndicate;PC;Ubisoft;2016-01-01;;Adventure;;;Ubisoft Quebec;;;;assassins creed syndicate
Windowgames_189;Assassins Creed Valhalla;PC;Ubisoft;2020-01-01;;Role-playing (RPG),Adventure;;;Ubisoft Quebec;;;;assassins creed valhalla
Windowgames_190;Assault Heroes;PC;Sierra Online;2006-01-01;;Shooter;;;Wanako Games;;;;assault heroes
Windowgames_191;AssaultCube;PC;;2006-01-01;;Shooter;;;Rabid Viper Productions;;;;assaultcube
Windowgames_192;Asterix & Obelix;PC;Infogrames;1996-01-01;;"Fighting,""Hack and slash/Beat em up"",Arcade";;;Infogrames;;;;asterix obelix
Windowgames_193;Asterix & Obelix XXL;PC;Atari;2004-01-01;;Platform,Adventure;;;Etranges Libellules;;;;asterix obelix xxl
Windowgames_194;Asterix & Obelix XXL 2: Mission: Las Vegum;PC;Atari;2005-01-01;;Platform;;;Etranges Libellules;;;;asterix obelix xxl 2 mission las vegum
Windowgames_195;Asterix at the Olympic Games;PC;Atari;2008-01-01;;Platform,Sport,Adventure;;;Etranges Libellules;;;;asterix at the olympic games
Windowgames_196;Asteroids;PC;Activision;1998-01-01;;Shooter,Indie,Arcade;;;Activision;;;;asteroids
Windowgames_197;Astonishia Story;PC;Sonnori,Ubisoft;2002-01-01;;Role-playing (RPG),Strategy;;;Sonnori;;;;astonishia story
Windowgames_198;Astral Tournament;PC;Apus Software;2001-01-01;;Strategy,Turn-based strategy (TBS);;;Apus Software;;;;astral tournament
