id;name;platform;publishers;publicationDate;globallySoldUnits;genres;criticScore;userScore;developers;summary;rating;series;name_preprocessed
PS4_id_658;Rainbow Skies;PlayStation 4;eastasiasoft;2018-06-26;;Role Playing,Strategy,Turn Based;;;SideQuest Studios;;;;rainbow skies
PS4_id_659;Rainbow Skies (Asia);PlayStation 4;eastasiasoft;2018-06-27;;Role Playing,Strategy,Turn Based;;;SideQuest Studios;;;;rainbow skies asia
PS4_id_660;Rainbow Skies (JP);PlayStation 4;Nippon Ichi Software;2018-12-20;;Role Playing,Strategy,Turn Based;;;SideQuest Studios;;;;rainbow skies jp
PS4_id_661;Rainbows, toilets & unicorns;PlayStation 4;Fantastico Studio;2020-03-20;;Shoot 'em up;;;Fantastico Studio;;;;rainbows toilets unicorns
PS4_id_662;Rainbows, toilets & unicorns (Asia);PlayStation 4;eastasiasoft;2020-05-26;;Shoot 'em up;;;Fantastico Studio;;;;rainbows toilets unicorns asia
PS4_id_663;Raining Coins;PlayStation 4;Crazysoft;2018-04-05;;Action;;;Crazysoft;;;;raining coins
PS4_id_664;Raining Coins (EU);PlayStation 4;Crazysoft;2018-04-05;;Action;;;Crazysoft;;;;raining coins eu
PS4_id_665;Rainswept;PlayStation 4;2Awesome Studio;2020-07-21;;Adventure;;;Frostwood Interactive;;;;rainswept
PS4_id_666;Rainswept (HK/TW);PlayStation 4;eastasiasoft;2021-08-10;;Adventure;;;Frostwood Interactive,2Awesome Studio;;;;rainswept hktw
PS4_id_667;Raji: An Ancient Epic;PlayStation 4;Super.com;2020-10-15;;Role Playing,Real Time;;;Nodding Heads Games;;;;raji an ancient epic
PS4_id_668;Raji: An Ancient Epic (JP);PlayStation 4;Teyon Japan;2021-08-05;;Role Playing,Real Time;;;Nodding Heads Games;;;;raji an ancient epic jp
PS4_id_669;Rally Copters;PlayStation 4;Depth First Games;2015-09-22;;Action;;;Depth First Games;;;;rally copters
PS4_id_670;Rally Racing (EU) (PS4);PlayStation 4;Interactive Dreams;2021-08-20;;Automobile,Arcade Racing;;;Interactive Dreams;;;;rally racing eu ps4
PS4_id_671;Rally Racing (PS4);PlayStation 4;Interactive Dreams;2021-08-20;;Automobile,Arcade Racing;;;Interactive Dreams;;;;rally racing ps4
PS4_id_672;Ranch Planet;PlayStation 4;Gamepoch;2018-03-23;;Simulation;;;Aoga Tech;;;;ranch planet
PS4_id_673;Randall;PlayStation 4;We The Force;2017-06-06;;Platformer;;;We The Force;;;;randall
PS4_id_674;Randal's Monday;PlayStation 4;Nexus Game Studio;2016-02-16;;Adventure,Point & Click;;;Nexus Game Studio;;;;randals monday
PS4_id_675;Randal's Monday (EU);PlayStation 4;Nexus Game Studio;2016-02-17;;Adventure,Point & Click;;;Nexus Game Studio;;;;randals monday eu
PS4_id_676;Random Heroes: Gold Edition;PlayStation 4;Ratalaika Games;2020-03-31;;Platformer;;;Woblyware;;;;random heroes gold edition
PS4_id_677;Random Heroes: Gold Edition (Asia);PlayStation 4;eastasiasoft;2020-04-10;;Platformer;;;Woblyware;;;;random heroes gold edition asia
PS4_id_678;Random Heroes: Gold Edition (EU);PlayStation 4;Ratalaika Games;2020-04-01;;Platformer;;;Woblyware;;;;random heroes gold edition eu
PS4_id_679;Rangi;PlayStation 4;Digigo;2018-03-06;;Puzzle;;;Funsoft;;;;rangi
PS4_id_680;Rangok Skies;PlayStation 4;;;;;;;;;;;rangok skies
PS4_id_681;Rapala Fishing Pro Series;PlayStation 4;GameMill Entertainment;2017-10-24;;Fishing,Sports;;;Concrete Software;;;;rapala fishing pro series
PS4_id_682;Rascal Revolt;PlayStation 4;Seamantis Games;2018-03-26;;Third Person Shooter;;;Seamantis Games;;;;rascal revolt
PS4_id_683;Raspberry Coast;PlayStation 4;;;;;;;;;;;raspberry coast
PS4_id_684;Raspberry Cube;PlayStation 4;iMel;2019-09-20;;Visual Novel;;;Madosoft;;;;raspberry cube
PS4_id_685;Ratchet & Clank;PlayStation 4;Sony Computer Entertainment;2016-04-12;;Third Person Shooter,Platformer;;;Insomniac Games;;;;ratchet clank
PS4_id_686;Ravensword: Shadowlands;PlayStation 4;Ratalaika Games;2021-04-09;;Open World,Action-RPG,Role Playing;;;Crescent Moon Games;;;;ravensword shadowlands
PS4_id_687;Ravensword: Shadowlands (EU);PlayStation 4;Ratalaika Games;2021-04-09;;Open World,Action-RPG,Role Playing;;;Crescent Moon Games;;;;ravensword shadowlands eu
PS4_id_688;Ravva and the Cyclops Curse;PlayStation 4;eastasiasoft;2021-09-01;;Platformer;;;Galope,eastasiasoft;;;;ravva and the cyclops curse
PS4_id_689;Ravva and the Cyclops Curse (Asia);PlayStation 4;eastasiasoft;2021-09-01;;Platformer;;;Galope,eastasiasoft;;;;ravva and the cyclops curse asia
PS4_id_690;Ravva and the Cyclops Curse (EU);PlayStation 4;eastasiasoft;2021-09-01;;Platformer;;;Galope,eastasiasoft;;;;ravva and the cyclops curse eu
PS4_id_691;Ravva and the Cyclops Curse (JP);PlayStation 4;eastasiasoft;2021-09-02;;Platformer;;;Galope,eastasiasoft;;;;ravva and the cyclops curse jp
PS4_id_692;Raw Data;PlayStation 4;Survios;2017-10-10;;First Person Shooter;;;Survios;;;;raw data
PS4_id_693;Rawmen (PS4);PlayStation 4;;;;;;;;;;;rawmen ps4
PS4_id_694;Rayman Legends;PlayStation 4;Ubisoft;2014-02-20;;Platformer;;;Ubisoft Montpellier;;;;rayman legends
PS4_id_695;Rayman Legends (CN);PlayStation 4;Ubisoft;2015-03-20;;Platformer;;;Ubisoft Montpellier;;;;rayman legends cn
PS4_id_696;Rayon Riddles - Rise of the Goblin King;PlayStation 4;bitComposer Games;2017-03-21;;Action-Adventure;;;Lost The Game Studios;;;;rayon riddles rise of the goblin king
PS4_id_697;Ray's The Dead;PlayStation 4;Ragtag Studio;2020-10-22;;Action-Adventure;;;Ragtag Studio;;;;rays the dead
PS4_id_698;Razed;PlayStation 4;PQube;2018-12-19;;Platformer;;;Warpfish Games;;;;razed
PS4_id_699;RC Airplane Challenge VR;PlayStation 4;;;;;;;;;;;rc airplane challenge vr
PS4_id_700;Re:Legend;PlayStation 4;;;;;;;;;;;relegend
PS4_id_701;Re:Turn – One Way Trip;PlayStation 4;Green Man Gaming;2020-10-29;;Puzzle,Adventure;;;Red Ego Games;;;;return one way trip
PS4_id_702;Re:Zero kara Hajimeru Isekai Seikatsu -DEATH OR KISS-;PlayStation 4;MAGES.;2017-03-30;;Visual Novel;;;VRIDGE;;;;rezero kara hajimeru isekai seikatsu death or kiss
PS4_id_703;Re:ZERO -Starting Life in Another World- The Prophecy of the Throne;PlayStation 4;Numskull Games,Spike Chunsoft;2021-01-29;;Action-Adventure,Adventure,Visual Novel;;;Chime,Spike Chunsoft;;;;rezero starting life in another world the prophecy of the throne
PS4_id_704;Re:ZERO -Starting Life in Another World- The Prophecy of the Throne (Asia);PlayStation 4;Spike Chunsoft;2021-01-28;;Action-Adventure,Adventure,Visual Novel;;;Chime;;;;rezero starting life in another world the prophecy of the throne asia
PS4_id_705;Read Only Memories: Neurodiver (PS4);PlayStation 4;;;;;;;;;;;read only memories neurodiver ps4
PS4_id_706;ReadySet Heroes;PlayStation 4;Sony Interactive Entertainment;2019-10-01;;Dungeon Crawler;;;Robot Entertainment;;;;readyset heroes
PS4_id_707;Real Farm (PS4);PlayStation 4;SOEDESCO;2017-10-20;;Simulation;;;Triangle Studios;;;;real farm ps4
PS4_id_708;Real Heroes: Firefighter;PlayStation 4;612 Entertainment;2020-03-24;;Simulation;;;Epicenter Studios;;;;real heroes firefighter
PS4_id_709;Real Time Battle Shogi;PlayStation 4;Silver Star Japan;2019-06-25;;Card & Board;;;Silver Star Japan;;;;real time battle shogi
PS4_id_710;Realm Royale;PlayStation 4;Hi-Rez Studios;2019-01-15;;Battle Royale,Third Person Shooter;;;Heroic Leap Games;;;;realm royale
PS4_id_711;Realms of Arkania: Blade of Destiny;PlayStation 4;United Independent Entertainment;2017-10-12;;Role Playing,Turn Based,Dungeon Crawler;;;Crafty Studios;;;;realms of arkania blade of destiny
PS4_id_712;Realms of Arkania: Star Trail;PlayStation 4;United Independent Entertainment;2018-06-26;;Role Playing,Turn Based,Dungeon Crawler;;;Crafty Studios;;;;realms of arkania star trail
PS4_id_713;RealPolitiks New Power;PlayStation 4;Forever Entertainment;2020-06-15;;Strategy,Real Time;;;Forever Entertainment,Jujubee;;;;realpolitiks new power
PS4_id_714;Rebel Cops;PlayStation 4;THQ Nordic;2019-09-17;;Strategy,Turn Based;;;Weappy;;;;rebel cops
PS4_id_715;Rebel Galaxy;PlayStation 4;Double Damage Games;2016-01-05;;Aerial,Vehicular Combat;;;Double Damage Games;;;;rebel galaxy
PS4_id_716;Rebel Galaxy Outlaw;PlayStation 4;Double Damage Games;2020-09-22;;Aerial,Vehicular Combat;;;Double Damage Games;;;;rebel galaxy outlaw
PS4_id_717;Reborn: A Samurai Awakens;PlayStation 4;Circle Entertainment;2019-11-06;;Action-Adventure;;;Geronimo Interactive;;;;reborn a samurai awakens
PS4_id_718;Reborn: A Samurai Awakens (EU);PlayStation 4;Circle Entertainment;2019-11-06;;Action-Adventure;;;Geronimo Interactive;;;;reborn a samurai awakens eu
PS4_id_719;Reborn: A Samurai Awakens (HK/TW);PlayStation 4;Circle Entertainment;2019-11-07;;Action-Adventure;;;Geronimo Interactive;;;;reborn a samurai awakens hktw
PS4_id_720;Reborn: A Samurai Awakens (JP);PlayStation 4;Circle Entertainment;2019-11-07;;Action-Adventure;;;Geronimo Interactive;;;;reborn a samurai awakens jp
PS4_id_721;Record of Grancrest War;PlayStation 4;Bandai Namco Entertainment;2018-06-14;;Role Playing,Strategy,Turn Based;;;Bandai Namco Entertainment;;;;record of grancrest war
PS4_id_722;Record of Lodoss War: Deedlit in Wonder Labyrinth (PS4);PlayStation 4;;;;;;;;;;;record of lodoss war deedlit in wonder labyrinth ps4
PS4_id_723;RED ASH: The KalKanon Incident;PlayStation 4;;;;;;;;;;;red ash the kalkanon incident
PS4_id_724;Red Bow;PlayStation 4;Ratalaika Games;2020-01-14;;Adventure,Point & Click;;;Stranga;;;;red bow
PS4_id_725;Red Bow (Asia);PlayStation 4;eastasiasoft;2020-01-17;;Adventure,Point & Click;;;Stranga;;;;red bow asia
PS4_id_726;Red Bow (EU);PlayStation 4;Ratalaika Games;2020-01-15;;Adventure,Point & Click;;;Stranga;;;;red bow eu
PS4_id_727;Red Dead Redemption 2;PlayStation 4;Rockstar Games;2018-10-26;;Open World,First Person Shooter,Third Person Shooter;;;Rockstar North;;;;red dead redemption 2
PS4_id_728;Red Dead Revolver;PlayStation 4;Rockstar Games;2016-10-11;;Third Person Shooter;;;Rockstar San Diego;;;;red dead revolver
PS4_id_729;Red Death;PlayStation 4;eastasiasoft;2020-03-17;;Shoot 'em up;;;Panda Indie Studio;;;;red death
PS4_id_730;Red Death (Asia);PlayStation 4;eastasiasoft;2020-03-18;;Shoot 'em up;;;Panda Indie Studio;;;;red death asia
PS4_id_731;Red Death (EU);PlayStation 4;eastasiasoft;2020-03-18;;Shoot 'em up;;;Panda Indie Studio;;;;red death eu
PS4_id_732;Red Death (JP);PlayStation 4;eastasiasoft;2020-03-18;;Shoot 'em up;;;Panda Indie Studio;;;;red death jp
PS4_id_733;Red Faction;PlayStation 4;THQ Nordic;2016-12-06;;First Person Shooter;;;Deep Silver Volition;;;;red faction
PS4_id_734;Red Faction Guerrilla Re-Mars-tered;PlayStation 4;THQ Nordic;2018-07-03;;Open World,Third Person Shooter;;;KAIKO;;;;red faction guerrilla remarstered
PS4_id_735;Red Faction II;PlayStation 4;THQ Nordic;2017-08-29;;First Person Shooter;;;Deep Silver Volition;;;;red faction ii
PS4_id_736;Red Goddess: Inner World;PlayStation 4;Yanim Studio;2015-06-30;;Platformer;;;Yanim Studio;;;;red goddess inner world
PS4_id_737;Red Goddess: Inner World (EU);PlayStation 4;Yanim Studio;2015-07-08;;Platformer;;;Yanim Studio;;;;red goddess inner world eu
PS4_id_738;Red Matter;PlayStation 4;Vertical Robot;2018-12-11;;Adventure;;;Vertical Robot;;;;red matter
PS4_id_739;Red Matter (EU);PlayStation 4;Vertical Robot;2018-12-06;;Adventure;;;Vertical Robot;;;;red matter eu
PS4_id_740;Red Ronin;PlayStation 4;QUByte Interactive;2021-10-14;;Strategy,Turn Based;;;Wired Dreams Studio;;;;red ronin
PS4_id_741;Red Rope: Don't Fall Behind +;PlayStation 4;Belka;2020-11-06;;Action-Adventure;;;Yonder;;;;red rope dont fall behind
PS4_id_742;Red Rope: Don't Fall Behind + (EU);PlayStation 4;Belka;2020-11-06;;Action-Adventure;;;Yonder;;;;red rope dont fall behind eu
PS4_id_743;Red Rope: Don't Fall Behind + (JP);PlayStation 4;Paradigm Shift;2021-09-24;;Action-Adventure;;;Yonder;;;;red rope dont fall behind jp
PS4_id_744;Red Wings: Aces of the Sky;PlayStation 4;All In! Games;2020-10-13;;Aerial,Vehicular Combat;;;All In! Games;;;;red wings aces of the sky
PS4_id_745;Red Wings: Aces of the Sky (EU);PlayStation 4;All In! Games;2020-10-13;;Aerial,Vehicular Combat;;;All In! Games;;;;red wings aces of the sky eu
PS4_id_746;Redeemer: Enhanced Edition;PlayStation 4;Buka Entertainment;2019-07-19;;Beat 'em up;;;Sobaka Studio;;;;redeemer enhanced edition
PS4_id_747;Redout: Lightspeed Edition;PlayStation 4;34BigThings;2017-08-29;;Arcade Racing;;;34BigThings;;;;redout lightspeed edition
PS4_id_748;Redout: Lightspeed Edition (EU);PlayStation 4;34BigThings;2017-08-31;;Arcade Racing;;;34BigThings;;;;redout lightspeed edition eu
PS4_id_749;Redout: Lightspeed Edition (JP);PlayStation 4;H2 Interactive;2018-04-05;;Arcade Racing;;;34BigThings;;;;redout lightspeed edition jp
PS4_id_750;Redout: Space Assault;PlayStation 4;34BigThings;2021-01-22;;Aerial,On Rails,Vehicular Combat,Shoot 'em up;;;34BigThings;;;;redout space assault
PS4_id_751;Redout: Space Assault (EU);PlayStation 4;34BigThings;2021-01-22;;Aerial,On Rails,Vehicular Combat,Shoot 'em up;;;34BigThings;;;;redout space assault eu
PS4_id_752;Reed 2;PlayStation 4;Ratalaika Games;2020-05-05;;Platformer;;;PXLink;;;;reed 2
PS4_id_753;Reed 2 (Asia);PlayStation 4;eastasiasoft;2020-06-03;;Platformer;;;Ratalaika Games,Crescent Moon Games;;;;reed 2 asia
PS4_id_754;Reed 2 (EU);PlayStation 4;Ratalaika Games;2020-05-06;;Platformer;;;PXLink;;;;reed 2 eu
PS4_id_755;Reed Remastered;PlayStation 4;Ratalaika Games;2020-02-11;;Platformer;;;PXLink;;;;reed remastered
PS4_id_756;Reed Remastered (Asia);PlayStation 4;eastasiasoft;2020-02-13;;Platformer;;;PXLink;;;;reed remastered asia
PS4_id_757;Reed Remastered (EU);PlayStation 4;Ratalaika Games;2020-02-12;;Platformer;;;PXLink;;;;reed remastered eu
PS4_id_758;Reel Fishing: Road Trip Adventure;PlayStation 4;Natsume;2019-09-17;;Fishing,Sports;;;Natsume;;;;reel fishing road trip adventure
PS4_id_759;Reel Fishing: Road Trip Adventure (Asia);PlayStation 4;Arc System Works;2020-06-24;;Fishing,Sports;;;Natsume;;;;reel fishing road trip adventure asia
PS4_id_760;Refactor;PlayStation 4;;;;;;;;;;;refactor
PS4_id_761;Refight: The Last Warship;PlayStation 4;Fantian;2020-06-21;;Battle Royale,Naval,Vehicular Combat;;;Fantian;;;;refight the last warship
PS4_id_762;Reflection of Mine;PlayStation 4;Ratalaika Games;2020-10-09;;Puzzle;;;Redblack Spade;;;;reflection of mine
PS4_id_763;Reflection of Mine (Asia);PlayStation 4;eastasiasoft;2020-10-16;;Puzzle;;;Redblack Spade,Ratalaika Games;;;;reflection of mine asia
PS4_id_764;Reflection of Mine (EU);PlayStation 4;Ratalaika Games;2020-10-09;;Puzzle;;;Redblack Spade;;;;reflection of mine eu
PS4_id_765;Refunct;PlayStation 4;Dominique Grieshofer;2019-06-07;;Platformer;;;Dominique Grieshofer;;;;refunct
PS4_id_766;Regalia: Of Men and Monarchs - Royal Edition;PlayStation 4;Crunching Koalas;2018-04-10;;Role Playing,Strategy,Turn Based;;;Pixelated Milk;;;;regalia of men and monarchs royal edition
PS4_id_767;Regalia: Of Men and Monarchs - Royal Edition (EU);PlayStation 4;Crunching Koalas;2018-04-10;;Role Playing,Strategy,Turn Based;;;Pixelated Milk;;;;regalia of men and monarchs royal edition eu
PS4_id_768;Regions Of Ruin;PlayStation 4;JanduSoft;2019-12-19;;Action-RPG,Role Playing,Management;;;Vox Games;;;;regions of ruin
PS4_id_769;Regions Of Ruin (EU);PlayStation 4;JanduSoft;2019-12-19;;Action-RPG,Role Playing,Management;;;Vox Games;;;;regions of ruin eu
PS4_id_770;Reknum;PlayStation 4;JanduSoft;2020-02-03;;Platformer;;;Nape Games;;;;reknum
PS4_id_771;Reknum (Asia);PlayStation 4;eastasiasoft;2020-02-04;;Platformer;;;Nape Games;;;;reknum asia
PS4_id_772;Reknum (EU);PlayStation 4;JanduSoft;2020-01-31;;Platformer;;;Nape Games;;;;reknum eu
PS4_id_773;Reknum Fantasy of Dreams (PS4);PlayStation 4;;;;;;;;;;;reknum fantasy of dreams ps4
PS4_id_774;Relayer (PS4);PlayStation 4;;;;;;;;;;;relayer ps4
PS4_id_775;Relic Hunters Legend;PlayStation 4;;;;;;;;;;;relic hunters legend
PS4_id_776;Relicta;PlayStation 4;Ravenscourt,Deep Silver,Koch Media;2020-08-03;;Puzzle;;;Mighty Polygon;;;;relicta
PS4_id_777;Rememoried;PlayStation 4;HANGONIT;2018-04-06;;Puzzle,Platformer;;;Vladimir Kudelka;;;;rememoried
PS4_id_778;Rememoried (EU);PlayStation 4;HANGONIT;2018-07-12;;Puzzle,Platformer;;;Vladimir Kudelka;;;;rememoried eu
PS4_id_779;RemiLore;PlayStation 4;Nicalis;2019-02-26;;Roguelite,Hack & Slash;;;Pixellore;;;;remilore
PS4_id_780;Reminiscence in the Night (EU) (PS4);PlayStation 4;Ratalaika Games;2021-10-22;;;;;Team SolEtude;;;;reminiscence in the night eu ps4
PS4_id_781;Reminiscence in the Night (PS4);PlayStation 4;Ratalaika Games;2021-10-22;;;;;Team SolEtude;;;;reminiscence in the night ps4
PS4_id_782;Remnant: From the Ashes;PlayStation 4;Perfect World Entertainment;2019-08-20;;Action-RPG,Role Playing,Third Person Shooter;;;Gunfire Games;;;;remnant from the ashes
PS4_id_783;Remnant: From the Ashes (JP);PlayStation 4;EXNOA;2020-06-25;;Action-RPG,Role Playing,Third Person Shooter;;;Gunfire Games;;;;remnant from the ashes jp
PS4_id_784;Remnant: From the Ashes (KR);PlayStation 4;Intragames;2020-02-18;;Action-RPG,Role Playing,Third Person Shooter;;;Gunfire Games;;;;remnant from the ashes kr
PS4_id_785;Remothered: Broken Porcelain;PlayStation 4;Modus Games,Ripples Asia Venture;2020-10-13;;Stealth,Survival Horror;;;Stormind Games;;;;remothered broken porcelain
PS4_id_786;Remothered: Tormented Fathers;PlayStation 4;Darril Arts;2018-07-25;;Stealth,Survival Horror;;;Stormind Games;;;;remothered tormented fathers
PS4_id_787;Remothered: Tormented Fathers (Asia);PlayStation 4;3goo;2020-03-19;;Stealth,Survival Horror;;;Stormind Games;;;;remothered tormented fathers asia
PS4_id_788;Ren'ai, Karichaimashita;PlayStation 4;Entergram;2021-07-21;;Visual Novel;;;ASa Project;;;;renai karichaimashita
PS4_id_789;Renegade;PlayStation 4;Arc System Works;2020-04-17;;Beat 'em up;;;Arc System Works;;;;renegade
PS4_id_790;Rento Fortune;PlayStation 4;LAN - GAMES EOOD;2018-01-19;;Card & Board;;;LAN - GAMES EOOD;;;;rento fortune
PS4_id_791;Rento Fortune (EU);PlayStation 4;LAN - GAMES EOOD;2018-01-25;;Card & Board;;;LAN - GAMES EOOD;;;;rento fortune eu
PS4_id_792;Renzo Racer (PS4);PlayStation 4;Joindots;2021-05-28;;Arcade Racing;;;EnsenaSoft;;;;renzo racer ps4
PS4_id_793;Rep Kiss;PlayStation 4;Entergram;2017-04-13;;Adventure,Visual Novel;;;TGL;;;;rep kiss
PS4_id_794;Replay: VHS is not dead;PlayStation 4;Neko Entertainment;2016-02-23;;Puzzle;;;Neko Entertainment;;;;replay vhs is not dead
PS4_id_795;Replica;PlayStation 4;;;;;;;;;;;replica
PS4_id_796;Republic of Jungle;PlayStation 4;;;;;;;;;;;republic of jungle
PS4_id_797;République;PlayStation 4;GungHo Online Entertainment;2016-03-22;;Action-Adventure,Stealth;;;Camouflaj;;;;r publique
PS4_id_798;Rescue HQ - The Tycoon;PlayStation 4;AeroSoft;2021-09-28;;Management;;;stillalive studios;;;;rescue hq the tycoon
PS4_id_799;Research and Destroy (PS4);PlayStation 4;;;;;;;;;;;research and destroy ps4
PS4_id_800;Resequenced;PlayStation 4;;;;;;;;;;;resequenced
PS4_id_801;Resident Evil;PlayStation 4;Capcom Entertainment;2015-01-20;;Survival Horror;;;Capcom Entertainment;;;;resident evil
PS4_id_802;Resident Evil 0;PlayStation 4;Capcom Entertainment;2016-01-19;;Survival Horror;;;Capcom Entertainment;;;;resident evil 0
PS4_id_803;Resident Evil 2;PlayStation 4;Capcom Entertainment;2019-01-25;;Survival Horror;;;Capcom Entertainment;;;;resident evil 2
PS4_id_804;Resident Evil 3;PlayStation 4;Capcom Entertainment;2020-04-03;;Action Horror,Third Person Shooter;;;Capcom Entertainment;;;;resident evil 3
PS4_id_805;Resident Evil 4;PlayStation 4;Capcom Entertainment;2016-08-30;;Action Horror,Third Person Shooter,Survival Horror;;;Capcom Entertainment;;;;resident evil 4
PS4_id_806;Resident Evil 5;PlayStation 4;Capcom Entertainment;2016-06-28;;Action Horror,Third Person Shooter;;;Capcom Entertainment;;;;resident evil 5
PS4_id_807;Resident Evil 6;PlayStation 4;Capcom Entertainment;2016-03-29;;Action Horror,Third Person Shooter;;;Capcom Entertainment;;;;resident evil 6
PS4_id_808;Resident Evil 7 Biohazard;PlayStation 4;Capcom Entertainment;2017-01-24;;Action Horror,First Person Shooter;;;Capcom Entertainment;;;;resident evil 7 biohazard
PS4_id_809;Resident Evil Code: Veronica X;PlayStation 4;Capcom Entertainment;2017-05-09;;Survival Horror;;;Capcom Entertainment;;;;resident evil code veronica x
PS4_id_810;Resident Evil Resistance;PlayStation 4;Capcom Entertainment;2020-04-03;;Action Horror;;;Neobards Entertainment;;;;resident evil resistance
PS4_id_811;Resident Evil Revelations;PlayStation 4;Capcom Entertainment;2017-08-29;;Action Horror,Third Person Shooter;;;Capcom Entertainment;;;;resident evil revelations
PS4_id_812;Resident Evil Revelations 2;PlayStation 4;Capcom Entertainment;2015-02-25;;Action Horror,Third Person Shooter;;;Capcom Entertainment;;;;resident evil revelations 2
PS4_id_813;Resident Evil Village (PS4);PlayStation 4;Capcom Entertainment;2021-05-07;;Action Horror,First Person Shooter;;;Capcom Entertainment;;;;resident evil village ps4
PS4_id_814;Residual (PS4);PlayStation 4;;;;;;;;;;;residual ps4
PS4_id_815;RESOGUN;PlayStation 4;Sony Computer Entertainment;2013-11-29;;Shoot 'em up;;;Housemarque;;;;resogun
PS4_id_816;Resonance of Fate 4K/HD Edition;PlayStation 4;tri-Ace;2018-10-18;;Role Playing,Real Time;;;tri-Ace;;;;resonance of fate 4khd edition
PS4_id_817;Resonance of Fate 4K/HD Edition (Asia);PlayStation 4;Arc System Works;2019-12-05;;Role Playing,Real Time;;;tri-Ace;;;;resonance of fate 4khd edition asia
PS4_id_818;Resonance of Fate 4K/HD Edition (EU);PlayStation 4;tri-Ace;2018-10-25;;Role Playing,Real Time;;;tri-Ace;;;;resonance of fate 4khd edition eu
PS4_id_819;Resonance of Fate 4K/HD Edition (JP);PlayStation 4;tri-Ace;2018-10-18;;Role Playing,Real Time;;;tri-Ace;;;;resonance of fate 4khd edition jp
PS4_id_820;Restless Night;PlayStation 4;ChiliDog Interactive;2021-07-16;;Shoot 'em up;;;HugePixel;;;;restless night
PS4_id_821;Restless Night (EU);PlayStation 4;ChiliDog Interactive;2021-07-16;;Shoot 'em up;;;HugePixel;;;;restless night eu
PS4_id_822;Retrace: Memories of Death;PlayStation 4;eastasiasoft;2021-02-24;;Adventure;;;Spider Lily Studios;;;;retrace memories of death
PS4_id_823;Retrace: Memories of Death (EU);PlayStation 4;eastasiasoft;2021-02-24;;Adventure;;;Spider Lily Studios;;;;retrace memories of death eu
PS4_id_824;Retrace: Memories of Death (HK/TW);PlayStation 4;eastasiasoft;2021-02-24;;Adventure;;;Spider Lily Studios;;;;retrace memories of death hktw
PS4_id_825;Retro City Rampage: DX;PlayStation 4;D3Publisher;2014-11-11;;Open World,Action-Adventure;;;vBlank Entertainment;;;;retro city rampage dx
PS4_id_826;Retro Classix: Heavy Barrel;PlayStation 4;612 Entertainment;;;;;;Data East;;;;retro classix heavy barrel
PS4_id_827;Retro Classix: Joe & Mac - Caveman Ninja;PlayStation 4;612 Entertainment;2021-03-23;;Platformer;;;Data East;;;;retro classix joe mac caveman ninja
PS4_id_828;Retro Classix: Super BurgerTime;PlayStation 4;612 Entertainment;2021-07-04;;Action;;;Data East;;;;retro classix super burgertime
PS4_id_829;Retro Classix: Wizard Fire;PlayStation 4;612 Entertainment;2021-07-27;;Shoot 'em up;;;Data East;;;;retro classix wizard fire
PS4_id_830;Retro Machina;PlayStation 4;Super.com;2021-05-12;;Action-Adventure;;;Orbit Studio;;;;retro machina
PS4_id_831;Retro Machina (EU);PlayStation 4;Super.com;2021-04-07;;Action-Adventure;;;Orbit Studio;;;;retro machina eu
PS4_id_832;Retro Vision;PlayStation 4;;;;;;;;;;;retro vision
PS4_id_833;RetroMania Wrestling;PlayStation 4;Retrosoft Studios;2021-04-30;;Sports,Wrestling;;;Retrosoft Studios;;;;retromania wrestling
PS4_id_834;RETSNOM;PlayStation 4;SOMI;2016-05-24;;Action;;;SOMI;;;;retsnom
PS4_id_835;RETSNOM (JP);PlayStation 4;CrossFunction;2016-06-15;;Action;;;SOMI;;;;retsnom jp
PS4_id_836;Return of the Obra Dinn;PlayStation 4;Lucas Pope;2019-10-18;;Puzzle;;;Lucas Pope;;;;return of the obra dinn
PS4_id_837;REUS;PlayStation 4;SOEDESCO;2016-10-11;;Simulation,Management;;;Abbey Games;;;;reus
PS4_id_838;Réussir Code de la Route;PlayStation 4;Anuman Interactive;2019-10-24;;Educational & Trivia;;;Smart Tale Games;;;;r ussir code de la route
PS4_id_839;Revenant Dogma;PlayStation 4;KEMCO;2018-09-25;;Role Playing,Turn Based;;;EXE-CREATE;;;;revenant dogma
PS4_id_840;Revenant Saga;PlayStation 4;KEMCO;2017-12-13;;Role Playing,Turn Based;;;EXE-CREATE;;;;revenant saga
PS4_id_841;Revenge of Justice;PlayStation 4;City Connection;2020-03-26;;Strategy,Turn Based;;;KEMCO;;;;revenge of justice
PS4_id_842;Revenge of the Bird King;PlayStation 4;Mighty Rabbit Studios;2019-10-18;;Platformer;;;Mighty Rabbit Studios;;;;revenge of the bird king
PS4_id_843;Reverie;PlayStation 4;Rainbite;2018-05-10;;Action-Adventure;;;Rainbite;;;;reverie
PS4_id_844;Reverie (Asia);PlayStation 4;eastasiasoft;2018-05-18;;Action-Adventure;;;Rainbite;;;;reverie asia
PS4_id_845;Reverie (EU);PlayStation 4;Rainbite;2018-05-16;;Action-Adventure;;;Rainbite;;;;reverie eu
PS4_id_846;Reverie Knights Tactics;PlayStation 4;;;;;;;;;;;reverie knights tactics
PS4_id_847;Reverse Crawl;PlayStation 4;Digerati;2019-05-08;;Role Playing,Turn Based;;;Nerdook Productions;;;;reverse crawl
PS4_id_848;Revolve;PlayStation 4;Rusty Bolt;2017-10-10;;Platformer;;;Rusty Bolt;;;;revolve
