id;name;platform;publishers;publicationDate;globallySoldUnits;genres;criticScore;userScore;developers;summary;rating;series;name_preprocessed
PS4_id_1;Q*Bert Rebooted;PlayStation 4;LOOT Interactive;2015-02-17;;Action;;;Gonzo Games;;;;qbert rebooted
PS4_id_2;Q*Bert Rebooted (EU);PlayStation 4;LOOT Interactive;2015-07-22;;Action;;;LOOT Interactive;;;;qbert rebooted eu
PS4_id_3;Q.U.B.E. 2;PlayStation 4;Trapped Nerve Games;2018-03-13;;Puzzle,Platformer;;;Toxic Games;;;;qube 2
PS4_id_4;Q.U.B.E. Director's Cut;PlayStation 4;GRIP Digital;2015-07-21;;Puzzle,Platformer;;;Toxic Games;;;;qube directors cut
PS4_id_5;Quake (PS4);PlayStation 4;Bethesda Softworks;2021-08-19;;First Person Shooter;;;MachineGames,Nightdive Studios,id Software;;;;quake ps4
PS4_id_6;Quantic Pinball;PlayStation 4;;;;;;;;;;;quantic pinball
PS4_id_7;Quantum Error;PlayStation 4;;;;;;;;;;;quantum error
PS4_id_8;Quantum League;PlayStation 4;;;;;;;;;;;quantum league
PS4_id_9;Quantum Replica;PlayStation 4;PQube;2021-05-14;;Stealth;;;ON3D Studios;;;;quantum replica
PS4_id_10;Quantum Replica (EU);PlayStation 4;PQube;2021-05-14;;Stealth;;;ON3D Studios;;;;quantum replica eu
PS4_id_11;Quar: Infernal Machines;PlayStation 4;Hoplite Research;2019-05-15;;Strategy,Turn Based;;;Funbox Media;;;;quar infernal machines
PS4_id_12;Quar: Infernal Machines (EU);PlayStation 4;Hoplite Research;2019-03-15;;Strategy,Turn Based;;;Funbox Media;;;;quar infernal machines eu
PS4_id_13;Qubit's Quest;PlayStation 4;Performance Designed Products;2019-11-01;;Platformer;;;Two Okes Entertainment;;;;qubits quest
PS4_id_14;QUByte Classics - Brave Battle Saga: The Legend of the Magic Warrior;PlayStation 4;;;;;;;;;;;qubyte classics brave battle saga the legend of the magic warrior
PS4_id_15;QUByte Classics - Canon: Legends of the New Gods;PlayStation 4;;;;;;;;;;;qubyte classics canon legends of the new gods
PS4_id_16;QUByte Classics - The Humans;PlayStation 4;;;;;;;;;;;qubyte classics the humans
PS4_id_17;QUByte Classics - The Immortal by PIKO;PlayStation 4;QUByte Interactive;2021-10-28;;Action-Adventure;;;Piko Interactive;;;;qubyte classics the immortal by piko
PS4_id_18;Queen's Quest 2: Stories of Forgotten Past;PlayStation 4;Artifex Mundi;2019-02-22;;Adventure,Point & Click;;;Brave Giant;;;;queens quest 2 stories of forgotten past
PS4_id_19;Queen's Quest 3: The End of Dawn;PlayStation 4;Artifex Mundi;2019-06-11;;Adventure,Point & Click;;;Brave Giant;;;;queens quest 3 the end of dawn
PS4_id_20;Queen's Quest 4: Sacred Truce;PlayStation 4;Artifex Mundi;2019-10-08;;Adventure,Point & Click;;;Brave Giant;;;;queens quest 4 sacred truce
PS4_id_21;Quest Hunter;PlayStation 4;2 Zombie Games;2020-09-04;;Action-RPG,Role Playing;;;2 Zombie Games;;;;quest hunter
PS4_id_22;Quest of Dungeons;PlayStation 4;Upfall Studios;2017-01-17;;Roguelite,Role Playing,Turn Based,Dungeon Crawler;;;Upfall Studios;;;;quest of dungeons
PS4_id_23;Quick Mafs (EU) (PS4);PlayStation 4;Webnetics;2021-11-20;;;;;Webnetics;;;;quick mafs eu ps4
PS4_id_24;Quick Mafs (PS4);PlayStation 4;Webnetics;2021-11-20;;;;;Webnetics;;;;quick mafs ps4
PS4_id_25;Quiplash;PlayStation 4;Jackbox Games;2015-06-30;;Party;;;Jackbox Games;;;;quiplash
PS4_id_26;Quiplash 2 Interlashional: The Say Anything Party Game!;PlayStation 4;Jackbox Games;2020-12-03;;Party;;;Jackbox Games;;;;quiplash 2 interlashional the say anything party game
PS4_id_27;Quiz Night Tonight!;PlayStation 4;Mardonpol;2017-05-02;;Educational & Trivia;;;Mardonpol;;;;quiz night tonight
PS4_id_28;Qurare: Magic Library;PlayStation 4;Smilegate Megaport;2016-09-06;;Collectable Card Game;;;iO Studio;;;;qurare magic library
PS4_id_29;Qurare: Magic Library (Asia);PlayStation 4;Smilegate Megaport;2016-01-28;;Collectable Card Game;;;iO Studio;;;;qurare magic library asia
PS4_id_30;Q-YO Blaster;PlayStation 4;Forever Entertainment;2021-09-03;;Shoot 'em up;;;Team Robot Black Hat,Forever Entertainment;;;;qyo blaster
PS4_id_31;Q-YO Blaster (EU);PlayStation 4;Forever Entertainment;2021-09-03;;Shoot 'em up;;;Team Robot Black Hat,Forever Entertainment;;;;qyo blaster eu
PS4_id_32;Waddle Home;PlayStation 4;Archiact;2016-10-13;;Puzzle;;;Archiact;;;;waddle home
PS4_id_33;Wailing Heights;PlayStation 4;Outsider Games;2018-08-14;;Adventure,Point & Click;;;Outsider Games;;;;wailing heights
PS4_id_34;Waking Violet;PlayStation 4;MixedBag Games;2018-07-03;;Puzzle;;;MixedBag Games;;;;waking violet
PS4_id_35;Walden, a game;PlayStation 4;USC Games Publishing;2018-05-15;;Open World,Survival;;;USC Game Innovation Lab;;;;walden a game
PS4_id_36;Wallachia: Reign of Dracula;PlayStation 4;Storybird Studio;2021-10-02;;;;;Migami Games;;;;wallachia reign of dracula
PS4_id_37;Wallachia: Reign of Dracula (EU);PlayStation 4;Storybird Studio,PixelHeart;2021-10-02;;;;;Migami Games;;;;wallachia reign of dracula eu
PS4_id_38;Waltz of the Wizard: Extended Edition;PlayStation 4;Aldin Dynamics;2019-08-27;;Action;;;Aldin Dynamics;;;;waltz of the wizard extended edition
PS4_id_39;Wand Wars;PlayStation 4;Moonradish;2016-09-28;;Action;;;Moonradish;;;;wand wars
PS4_id_40;Wander;PlayStation 4;Wander MMO;2015-06-04;;Adventure;;;Wander MMO;;;;wander
PS4_id_41;Wander (EU);PlayStation 4;Wander MMO;2015-06-04;;Adventure;;;Loki Davison;;;;wander eu
PS4_id_42;Wanderjahr;PlayStation 4;Corecell Technology;2016-12-21;;Action-RPG,Role Playing;;;Workyrie;;;;wanderjahr
PS4_id_43;Wandersong;PlayStation 4;Humble Games;2019-01-22;;Adventure;;;Greg Lobanov;;;;wandersong
PS4_id_44;Wandersong (EU);PlayStation 4;Humble Games;2019-01-22;;Adventure;;;Greg Lobanov;;;;wandersong eu
PS4_id_45;Wands;PlayStation 4;Cortopia Studios;2019-10-15;;Action;;;Cortopia Studios;;;;wands
PS4_id_46;Wands (EU);PlayStation 4;Cortopia Studios;2019-10-09;;Action;;;Cortopia Studios;;;;wands eu
PS4_id_47;War Mongrels (PS4);PlayStation 4;;;;;;;;;;;war mongrels ps4
PS4_id_48;War of the Monsters;PlayStation 4;Sony Computer Entertainment;2015-12-05;;Fighting;;;LightBox Interactive;;;;war of the monsters
PS4_id_49;War Tech Fighters;PlayStation 4;Blowfish Studios;2019-06-27;;Third Person Shooter,Mech;;;Drakkar Dev;;;;war tech fighters
PS4_id_50;War Theatre;PlayStation 4;Arcade Distillery;2019-03-19;;Strategy,Turn Based;;;Arcade Distillery;;;;war theatre
PS4_id_51;War Theatre (Asia);PlayStation 4;eastasiasoft;2019-08-23;;Strategy,Turn Based;;;Arcade Distillery;;;;war theatre asia
PS4_id_52;War Theatre (EU);PlayStation 4;Arcade Distillery;2020-02-04;;Strategy,Turn Based;;;Arcade Distillery;;;;war theatre eu
PS4_id_53;War Theatre: Blood of Winter (PS4);PlayStation 4;Arcade Distillery;2020-01-22;;Strategy,Turn Based;;;Arcade Distillery;;;;war theatre blood of winter ps4
PS4_id_54;War Thunder (JP) (PS4);PlayStation 4;EXNOA;2017-04-27;;Aerial,Vehicular Combat;;;Gaijin Entertainment;;;;war thunder jp ps4
PS4_id_55;War Thunder (PS4);PlayStation 4;Gaijin Entertainment;2014-06-03;;Aerial,Vehicular Combat;;;Gaijin Entertainment;;;;war thunder ps4
PS4_id_56;Warborn;PlayStation 4;PQube;2020-06-12;;Mech,Strategy,Turn Based;;;Raredrop Games;;;;warborn
PS4_id_57;Warbot;PlayStation 4;Shanghai Lusion Computer Software;2018-12-11;;Fighting;;;Shanghai Lusion Computer Software;;;;warbot
PS4_id_58;WarDogs: Red's Return;PlayStation 4;QUByte Interactive;2021-04-29;;Beat 'em up;;;Mito Games;;;;wardogs reds return
PS4_id_59;Warface;PlayStation 4;MY.GAMES;2018-09-18;;Battle Royale,First Person Shooter;;;Crytek;;;;warface
PS4_id_60;Warface: Breakout;PlayStation 4;MY.GAMES;2020-05-26;;First Person Shooter;;;Crytek,MY.GAMES;;;;warface breakout
PS4_id_61;Warface: Breakout (EU);PlayStation 4;MY.GAMES;2020-05-26;;First Person Shooter;;;Crytek,MY.GAMES;;;;warface breakout eu
PS4_id_62;Warframe (CN) (PS4);PlayStation 4;Perfect World Games;2015-11-26;;Action-RPG,Role Playing,Third Person Shooter,MMO;;;Digital Extremes;;;;warframe cn ps4
PS4_id_63;Warframe (PS4);PlayStation 4;Digital Extremes;2013-11-30;;Action-RPG,Role Playing,Third Person Shooter,MMO;;;Digital Extremes;;;;warframe ps4
PS4_id_64;Wargroove;PlayStation 4;Chucklefish;2019-07-23;;Strategy,Turn Based;;;Chucklefish;;;;wargroove
PS4_id_65;Warhammer 40,000: Battlesector;PlayStation 4;;;;;;;;;;;warhammer 40000 battlesector
PS4_id_66;Warhammer 40,000: Deathwatch;PlayStation 4;Hoplite Research;2017-02-24;;Strategy,Turn Based;;;Rodeo Games;;;;warhammer 40000 deathwatch
PS4_id_67;Warhammer 40,000: Deathwatch (EU);PlayStation 4;Funbox Media;2017-02-24;;Strategy,Turn Based;;;Rodeo Games;;;;warhammer 40000 deathwatch eu
PS4_id_68;Warhammer 40,000: Inquisitor – Martyr;PlayStation 4;Nacon;2018-08-23;;Action-RPG,Role Playing;;;NeocoreGames;;;;warhammer 40000 inquisitor martyr
PS4_id_69;Warhammer 40,000: Mechanicus;PlayStation 4;Kasedo Games;2020-07-17;;Strategy,Turn Based;;;Bulwark Studios;;;;warhammer 40000 mechanicus
PS4_id_70;Warhammer 40,000: Mechanicus (EU);PlayStation 4;Kasedo Games,Kalypso Media;2020-07-17;;Strategy,Turn Based;;;Bulwark Studios;;;;warhammer 40000 mechanicus eu
PS4_id_71;Warhammer 40,000: Shottas, Blood & Teef (PS4);PlayStation 4;;;;;;;;;;;warhammer 40000 shottas blood teef ps4
PS4_id_72;Warhammer 40,000: Space Wolf;PlayStation 4;HeroCraft;2019-03-26;;Strategy,Turn Based;;;HeroCraft;;;;warhammer 40000 space wolf
PS4_id_73;Warhammer 40,000: Space Wolf (EU);PlayStation 4;HeroCraft;2019-03-29;;Strategy,Turn Based;;;HeroCraft;;;;warhammer 40000 space wolf eu
PS4_id_74;Warhammer Age of Sigmar: Storm Ground;PlayStation 4;Focus Entertainment;2021-05-27;;Strategy,Turn Based;;;Gasket Games;;;;warhammer age of sigmar storm ground
PS4_id_75;Warhammer Age of Sigmar: Stormground;PlayStation 4;;;;;;;;;;;warhammer age of sigmar stormground
PS4_id_76;Warhammer Quest;PlayStation 4;Chilled Mouse;2017-02-21;;Strategy,Turn Based;;;Rodeo Games;;;;warhammer quest
PS4_id_77;Warhammer Quest 2: The End Times;PlayStation 4;Chilled Mouse;2020-01-06;;Strategy,Turn Based;;;Perchang;;;;warhammer quest 2 the end times
PS4_id_78;Warhammer Quest 2: The End Times (EU);PlayStation 4;Chilled Mouse;2019-12-20;;Strategy,Turn Based;;;Perchang;;;;warhammer quest 2 the end times eu
PS4_id_79;Warhammer: Chaosbane (PS4);PlayStation 4;Nacon;2019-06-04;;Action-RPG,Role Playing;;;Eko Software;;;;warhammer chaosbane ps4
PS4_id_80;Warhammer: End Times - Vermintide;PlayStation 4;Fatshark;2016-10-04;;Hack & Slash;;;Fatshark;;;;warhammer end times vermintide
PS4_id_81;Warhammer: Vermintide 2;PlayStation 4;Fatshark;2018-12-18;;Hack & Slash;;;Fatshark;;;;warhammer vermintide 2
PS4_id_82;Warhedz;PlayStation 4;Atom Republic;2016-04-05;;Strategy,Turn Based;;;Atom Republic;;;;warhedz
PS4_id_83;Warlocks 2: God Slayers;PlayStation 4;;;;;;;;;;;warlocks 2 god slayers
PS4_id_84;Warlock's Tower;PlayStation 4;Ratalaika Games;2019-05-28;;Puzzle;;;Midipixel;;;;warlocks tower
PS4_id_85;Warlock's Tower (Asia);PlayStation 4;eastasiasoft;2019-06-04;;Puzzle;;;Midipixel;;;;warlocks tower asia
PS4_id_86;Warlock's Tower (EU);PlayStation 4;Ratalaika Games;2019-05-29;;Puzzle;;;Midipixel;;;;warlocks tower eu
PS4_id_87;Warlock's Tower (JP);PlayStation 4;eastasiasoft;2020-08-07;;Puzzle;;;Midipixel,Ratalaika Games;;;;warlocks tower jp
PS4_id_88;Warlocks vs. Shadows;PlayStation 4;Teyon;2017-07-11;;Beat 'em up;;;One More Level Games;;;;warlocks vs shadows
PS4_id_89;Warp Nexus;PlayStation 4;;;;;;;;;;;warp nexus
PS4_id_90;Warparty;PlayStation 4;Rogueside;2019-03-28;;Strategy,Real Time;;;Rogueside;;;;warparty
PS4_id_91;Warparty (Asia);PlayStation 4;Intragames;2020-07-09;;Strategy,Real Time;;;Rogueside;;;;warparty asia
PS4_id_92;Warparty (EU);PlayStation 4;Rogueside;2019-03-28;;Strategy,Real Time;;;Rogueside;;;;warparty eu
PS4_id_93;Warparty (JP);PlayStation 4;Intragames;2020-07-09;;Strategy,Real Time;;;Rogueside;;;;warparty jp
PS4_id_94;Warriors All-Stars;PlayStation 4;KOEI TECMO;2017-08-29;;Hack & Slash;;;Omega Force;;;;warriors allstars
PS4_id_95;Warriors All-Stars (EU);PlayStation 4;KOEI TECMO;2017-09-01;;Hack & Slash;;;Omega Force;;;;warriors allstars eu
PS4_id_96;Warriors All-Stars (HK/TW);PlayStation 4;KOEI TECMO;2017-03-30;;Hack & Slash;;;Omega Force;;;;warriors allstars hktw
PS4_id_97;Warriors All-Stars (JP);PlayStation 4;KOEI TECMO;2017-03-30;;Hack & Slash;;;Omega Force;;;;warriors allstars jp
PS4_id_98;Warriors All-Stars (KR);PlayStation 4;Digital Touch;2017-03-30;;Hack & Slash;;;Omega Force;;;;warriors allstars kr
PS4_id_99;Warriors Orochi 3 Ultimate;PlayStation 4;KOEI TECMO;2014-09-05;;Hack & Slash;;;Omega Force;;;;warriors orochi 3 ultimate
PS4_id_100;Warriors Orochi 3 Ultimate (Asia);PlayStation 4;KOEI TECMO;2013-09-26;;Hack & Slash;;;Omega Force;;;;warriors orochi 3 ultimate asia
PS4_id_101;Warriors Orochi 4;PlayStation 4;KOEI TECMO;2018-10-19;;Hack & Slash;;;Omega Force;;;;warriors orochi 4
PS4_id_102;WARSAW;PlayStation 4;Crunching Koalas;2020-09-29;;Strategy,Turn Based;;;Pixelated Milk;;;;warsaw
PS4_id_103;Wartile;PlayStation 4;Deck13 Interactive;2020-03-24;;Strategy;;;Playwood Project;;;;wartile
PS4_id_104;Warui Ousama to Rippa na Yuusha;PlayStation 4;Nippon Ichi Software;2021-06-24;;Role Playing,Turn Based;;;Nippon Ichi Software;;;;warui ousama to rippa na yuusha
PS4_id_105;Warzone;PlayStation 4;SinnStudio;2019-10-15;;First Person Shooter;;;SinnStudio;;;;warzone
PS4_id_106;Warzone (EU);PlayStation 4;SinnStudio;2019-10-15;;First Person Shooter;;;SinnStudio;;;;warzone eu
PS4_id_107;Wasteland 2: Director's Cut;PlayStation 4;inXile Entertainment;2015-10-13;;Role Playing,Strategy,Turn Based;;;inXile Entertainment;;;;wasteland 2 directors cut
PS4_id_108;Wasteland 2: Director's Cut (EU);PlayStation 4;inXile Entertainment;2015-10-13;;Role Playing,Strategy,Turn Based;;;inXile Entertainment;;;;wasteland 2 directors cut eu
PS4_id_109;Wasteland 2: Director's Cut (JP);PlayStation 4;Spike Chunsoft;2016-08-04;;Role Playing,Strategy,Turn Based;;;inXile Entertainment;;;;wasteland 2 directors cut jp
PS4_id_110;Wasteland 2: Director's Cut (KR);PlayStation 4;H2 Interactive;2016-05-26;;Role Playing,Strategy,Turn Based;;;inXile Entertainment;;;;wasteland 2 directors cut kr
PS4_id_111;Wasteland 3;PlayStation 4;Deep Silver;2020-08-28;;Role Playing,Strategy,Turn Based;;;inXile Entertainment;;;;wasteland 3
PS4_id_112;Watch Dogs: Legion (PS4);PlayStation 4;Ubisoft;2020-10-29;;Open World,Third Person Shooter,Stealth;;;Ubisoft Toronto;;;;watch dogs legion ps4
PS4_id_113;Watch_Dogs;PlayStation 4;Ubisoft;2014-05-27;;Open World,Third Person Shooter,Stealth;;;Ubisoft Montreal;;;;watchdogs
PS4_id_114;Watch_Dogs 2;PlayStation 4;Ubisoft;2016-11-15;;Open World,Third Person Shooter,Stealth;;;Ubisoft Montreal;;;;watchdogs 2
PS4_id_115;Water Balloon Mania;PlayStation 4;Sprakelsoft;2020-08-07;;Puzzle;;;Sprakelsoft;;;;water balloon mania
PS4_id_116;Wattam;PlayStation 4;Annapurna Interactive,iam8bit;2019-12-17;;Adventure;;;Funomena;;;;wattam
PS4_id_117;Wattam (EU);PlayStation 4;Annapurna Interactive;2019-12-17;;Adventure;;;Funomena;;;;wattam eu
PS4_id_118;Wave Break;PlayStation 4;;;;;;;;;;;wave break
PS4_id_119;Waves Out!;PlayStation 4;Gammera Nest;2021-01-20;;Action;;;Crevice Games;;;;waves out
PS4_id_120;Way of Redemption;PlayStation 4;Pixel Cream;2017-11-07;;Sports;;;Pixel Cream;;;;way of redemption
PS4_id_121;Way of the Passive Fist;PlayStation 4;Household Games;2018-03-06;;Beat 'em up;;;Household Games;;;;way of the passive fist
PS4_id_122;Wayward Sky;PlayStation 4;Uber Entertainment;2016-10-10;;Adventure;;;Uber Entertainment;;;;wayward sky
PS4_id_123;Wayward Sky (EU);PlayStation 4;Uber Entertainment;2016-10-13;;Adventure;;;Uber Entertainment;;;;wayward sky eu
PS4_id_124;Wayward Strand (PS4);PlayStation 4;;;;;;;;;;;wayward strand ps4
PS4_id_125;WE ARE DOOMED;PlayStation 4;Vertex Pop;2015-04-14;;Shoot 'em up;;;Vertex Pop;;;;we are doomed
PS4_id_126;We are Legion: Rome;PlayStation 4;;;;;;;;;;;we are legion rome
PS4_id_127;We Are The Dwarves;PlayStation 4;Whale Rock Games;2017-03-21;;Action-Adventure;;;Whale Rock Games;;;;we are the dwarves
PS4_id_128;We Are The Dwarves (EU);PlayStation 4;Whale Rock Games;2017-03-29;;Action-Adventure;;;Whale Rock Games;;;;we are the dwarves eu
PS4_id_129;We Happy Few;PlayStation 4;Gearbox Publishing;2018-08-10;;Action-Adventure;;;Compulsion Games;;;;we happy few
PS4_id_130;We should talk.;PlayStation 4;Whitethorn Digital;2020-07-16;;Visual Novel;;;Insatiable Cycle;;;;we should talk
PS4_id_131;We Sing;PlayStation 4;THQ Nordic;2016-12-01;;Music;;;Le Cortex;;;;we sing
PS4_id_132;We Sing Pop;PlayStation 4;THQ Nordic;2017-10-24;;Music;;;Le Cortex;;;;we sing pop
PS4_id_133;We Were Here;PlayStation 4;Total Mayhem Games;2021-02-09;;Puzzle,Adventure;;;Total Mayhem Games;;;;we were here
PS4_id_134;We Were Here Together;PlayStation 4;Total Mayhem Games;2021-02-09;;Puzzle,Adventure;;;Total Mayhem Games;;;;we were here together
PS4_id_135;We Were Here Too;PlayStation 4;Total Mayhem Games;2021-02-09;;Puzzle,Adventure;;;Total Mayhem Games;;;;we were here too
PS4_id_136;We. The Revolution;PlayStation 4;Klabater;2019-06-25;;Simulation;;;Polyslash;;;;we the revolution
PS4_id_137;We. The Revolution (EU);PlayStation 4;Klabater;2019-06-25;;Simulation;;;Polyslash;;;;we the revolution eu
PS4_id_138;WeakWood Throne;PlayStation 4;Drageus Games;2021-09-03;;Action-RPG,Role Playing;;;Gnelf;;;;weakwood throne
PS4_id_139;Weapon of Choice DX;PlayStation 4;Mommy's Best Games;2021-09-02;;Run & Gun;;;Mommy's Best Games;;;;weapon of choice dx
PS4_id_140;Weapon of Choice DX (EU);PlayStation 4;Mommy's Best Games;2021-09-02;;Run & Gun;;;Mommy's Best Games;;;;weapon of choice dx eu
PS4_id_141;Weapons of Mythology: New Age;PlayStation 4;Lions Film;2016-03-25;;Role Playing,MMO;;;Gamemag;;;;weapons of mythology new age
PS4_id_142;Weeping Doll;PlayStation 4;Oasis Games;2016-10-27;;Survival Horror;;;TianShe Media;;;;weeping doll
PS4_id_143;Weird West;PlayStation 4;;;;;;;;;;;weird west
PS4_id_144;Welcome to Hanwell;PlayStation 4;Steel Arts Software;2018-05-15;;Adventure;;;Nathan Seedhouse;;;;welcome to hanwell
PS4_id_145;Welcome to Hanwell (EU);PlayStation 4;Steel Arts Software;2018-05-14;;Adventure;;;Nathan Seedhouse;;;;welcome to hanwell eu
PS4_id_146;Wer weiss denn sowas?;PlayStation 4;bitComposer Games;2018-10-18;;Educational & Trivia,Party;;;Lost The Game Studios;;;;wer weiss denn sowas
PS4_id_147;Wer weiss denn sowas? - Das 2. Spiel;PlayStation 4;bitComposer Games;2019-10-15;;Educational & Trivia,Party;;;Lost The Game Studios;;;;wer weiss denn sowas das 2 spiel
PS4_id_148;Werewolf: The Apocalypse - Earthblood (PS4);PlayStation 4;Nacon,Oizumi Amuzio;2021-02-04;;Action-Adventure,Stealth;;;Cyanide Studio;;;;werewolf the apocalypse earthblood ps4
PS4_id_149;Werewolf: The Apocalypse - Heart of the Forest;PlayStation 4;Walkabout Games;2021-02-24;;Visual Novel;;;Different Tales;;;;werewolf the apocalypse heart of the forest
PS4_id_150;Werewolf: The Apocalypse - Heart of the Forest (EU);PlayStation 4;Walkabout Games;2021-02-24;;Visual Novel;;;Different Tales;;;;werewolf the apocalypse heart of the forest eu
PS4_id_151;Werewolves Within;PlayStation 4;Ubisoft;2016-12-06;;Party;;;Red Storm Entertainment;;;;werewolves within
PS4_id_152;West of Dead;PlayStation 4;Raw Fury;2020-08-05;;Roguelite;;;Upstream Arcade;;;;west of dead
PS4_id_153;West of Dead (EU);PlayStation 4;Raw Fury;2020-08-05;;Roguelite;;;Upstream Arcade;;;;west of dead eu
PS4_id_154;What Lies in the Multiverse;PlayStation 4;;;;;;;;;;;what lies in the multiverse
PS4_id_155;What Remains of Edith Finch;PlayStation 4;Annapurna Interactive,iam8bit;2017-04-25;;Adventure;;;Giant Sparrow;;;;what remains of edith finch
PS4_id_156;What Remains of Edith Finch (EU);PlayStation 4;Annapurna Interactive;2017-04-25;;Adventure;;;Giant Sparrow;;;;what remains of edith finch eu
PS4_id_157;What The Dub?!;PlayStation 4;Wide Right Interactive;2021-04-08;;Party;;;Wide Right Interactive;;;;what the dub
PS4_id_158;What The Duck;PlayStation 4;;;;;;;;;;;what the duck
PS4_id_159;Wheel of Fortune;PlayStation 4;Ubisoft;2017-11-07;;Party;;;Frima Studio,Ubisoft Chengdu;;;;wheel of fortune
PS4_id_160;Wheels of Aurelia;PlayStation 4;MixedBag Games;2016-10-04;;Visual Novel;;;Santa Ragione;;;;wheels of aurelia
PS4_id_161;Wheels of Aurelia (EU);PlayStation 4;MixedBag Games;2016-10-05;;Visual Novel;;;Santa Ragione;;;;wheels of aurelia eu
PS4_id_162;When the Past Was Around;PlayStation 4;Chorus Worldwide Games;2020-12-17;;Adventure,Point & Click;;;Toge Productions,Mojiken Studio;;;;when the past was around
PS4_id_163;Where Are My Friends?;PlayStation 4;Sometimes You;2018-03-21;;Platformer;;;Beard Games Studio;;;;where are my friends
PS4_id_164;Where Are My Friends? (EU);PlayStation 4;Sometimes You;2018-03-21;;Platformer;;;Beard Games Studio;;;;where are my friends eu
PS4_id_165;Where the Bees Make Honey;PlayStation 4;Whitethorn Digital;2019-03-25;;Puzzle;;;Wakefield Interactive;;;;where the bees make honey
PS4_id_166;Where the Heart Leads;PlayStation 4;Armature Studio,Perp Games;2021-07-13;;Adventure;;;Armature Studio;;;;where the heart leads
PS4_id_167;Where the Heart Leads (EU);PlayStation 4;Armature Studio,Perp Games;2021-07-13;;Adventure;;;Armature Studio;;;;where the heart leads eu
PS4_id_168;Where the Water Tastes Like Wine;PlayStation 4;Serenity Forge;2019-12-02;;Adventure;;;Dim Bulb Games;;;;where the water tastes like wine
PS4_id_169;Where the Water Tastes Like Wine (EU);PlayStation 4;Serenity Forge;2019-11-29;;Adventure;;;Dim Bulb Games;;;;where the water tastes like wine eu
PS4_id_170;while True: learn();PlayStation 4;Nival International;2020-07-07;;Puzzle,Educational & Trivia;;;Luden.io;;;;while true learn
PS4_id_171;Whipseey and the Lost Atlas;PlayStation 4;Blowfish Studios;2019-08-28;;Platformer;;;Daniel A. Ramirez;;;;whipseey and the lost atlas
PS4_id_172;Whiskey Mafia: Frank's Story;PlayStation 4;ChiliDog Interactive;2021-08-13;;Action-Adventure;;;FastGame;;;;whiskey mafia franks story
PS4_id_173;Whiskey Mafia: Frank's Story (EU);PlayStation 4;ChiliDog Interactive;2021-08-13;;Action-Adventure;;;FastGame;;;;whiskey mafia franks story eu
PS4_id_174;Whispering Willows;PlayStation 4;LOOT Interactive;2015-06-30;;Adventure;;;Night Light Interactive;;;;whispering willows
PS4_id_175;White Day: A Labyrinth Named School;PlayStation 4;PQube;2017-08-29;;Survival Horror;;;ROI Games;;;;white day a labyrinth named school
PS4_id_176;White Day: A Labyrinth Named School (EU);PlayStation 4;PQube;2017-08-25;;Survival Horror;;;ROI Games;;;;white day a labyrinth named school eu
PS4_id_177;White Day: A Labyrinth Named School (HK/TW);PlayStation 4;Justdan International;2017-08-22;;Survival Horror;;;ROI Games;;;;white day a labyrinth named school hktw
PS4_id_178;White Day: A Labyrinth Named School (JP);PlayStation 4;Arc System Works;2017-08-24;;Survival Horror;;;ROI Games;;;;white day a labyrinth named school jp
PS4_id_179;White Day: A Labyrinth Named School (KR);PlayStation 4;Sonnori;2017-08-22;;Survival Horror;;;ROI Games;;;;white day a labyrinth named school kr
PS4_id_180;White Night;PlayStation 4;Activision;2015-03-03;;Survival Horror;;;OSome Studio;;;;white night
PS4_id_181;White Noise 2;PlayStation 4;Milkstone Studios;2017-10-13;;Action Horror;;;Milkstone Studios;;;;white noise 2
PS4_id_182;Whiteboyz Wit Attitude: The Pursuit of Money;PlayStation 4;MichaelArts;2020-05-22;;Platformer,Music;;;MichaelArts;;;;whiteboyz wit attitude the pursuit of money
PS4_id_183;Whiteboyz Wit Attitude: The Pursuit of Money (EU);PlayStation 4;MichaelArts;2020-05-22;;Platformer,Music;;;MichaelArts;;;;whiteboyz wit attitude the pursuit of money eu
PS4_id_184;Who Wants to be a Millionaire?;PlayStation 4;Microids;2020-11-17;;Educational & Trivia;;;Appeal Studio;;;;who wants to be a millionaire
PS4_id_185;Wick;PlayStation 4;Hellbent Games;2016-11-01;;Survival Horror;;;Hellbent Games;;;;wick
PS4_id_186;Wife Quest (PS4);PlayStation 4;;;;;;;;;;;wife quest ps4
PS4_id_187;Wild Arms 3;PlayStation 4;Sony Interactive Entertainment;2016-05-17;;Role Playing,Turn Based;;;Media.Vision;;;;wild arms 3
PS4_id_188;Wild Guns Reloaded;PlayStation 4;Natsume;2016-12-20;;On Rails,Shoot 'em up;;;Natsume;;;;wild guns reloaded
PS4_id_189;Wild Mage - Phantom Twilight;PlayStation 4;;;;;;;;;;;wild mage phantom twilight
PS4_id_190;Wild Turkey Hunter;PlayStation 4;PSR Outdoors;2018-01-24;;Hunting,First Person Shooter,Sports;;;PSR Outdoors;;;;wild turkey hunter
PS4_id_191;Wild Turkey Hunter VR;PlayStation 4;PSR Outdoors;2018-08-03;;Hunting,First Person Shooter,Sports;;;PSR Outdoors;;;;wild turkey hunter vr
PS4_id_192;Wildcat Gun Machine;PlayStation 4;;;;;;;;;;;wildcat gun machine
