"all_games9088","Windowgames_2411","1.0"
"all_games15537","Windowgames_3333","1.0"
"all_games11213","Windowgames_43","1.0"
"all_games17272","Windowgames_347","0.7"
"all_games4280","Windowgames_3435","1.0"
"all_games4176","Windowgames_564","1.0"
"all_games13167","Windowgames_2322","1.0"
"all_games7924","Windowgames_81","1.0"
"all_games12038","Windowgames_2626","1.0"
"all_games7945","Windowgames_1809","1.0"
"all_games8473","Windowgames_36","1.0"
"all_games2390","Windowgames_2064","1.0"
"all_games12689","Windowgames_1813","1.0"
"all_games13510","Windowgames_3293","1.0"
"all_games6722","Windowgames_310","1.0"
"all_games12386","Windowgames_2984","1.0"
"all_games16278","Windowgames_798","1.0"
"all_games9582","Windowgames_2957","0.7"
"all_games2420","Windowgames_3570","1.0"
"all_games16265","Windowgames_724","1.0"
"all_games1575","Windowgames_1217","1.0"
"all_games1459","Windowgames_2548","1.0"
"all_games16074","Windowgames_3325","1.0"
"all_games13572","Windowgames_1313","1.0"
"all_games8909","Windowgames_2868","1.0"
"all_games13405","Windowgames_3161","1.0"
"all_games10931","Windowgames_3148","0.7"
"all_games18267","Windowgames_1650","1.0"
"all_games9678","Windowgames_2124","1.0"
"all_games1211","Windowgames_3718","1.0"
"all_games7129","Windowgames_2485","1.0"
"all_games4189","Windowgames_1378","1.0"
"all_games4394","Windowgames_3572","1.0"
"all_games5903","Windowgames_906","1.0"
"all_games575","Windowgames_1088","1.0"
"all_games9874","Windowgames_2318","1.0"
"all_games11532","Windowgames_2618","1.0"
"all_games15422","Windowgames_3247","0.7"
"all_games12395","Windowgames_2948","1.0"
"all_games16207","Windowgames_1598","1.0"
"all_games3179","Windowgames_975","1.0"
"all_games8665","Windowgames_1151","1.0"
"all_games13164","Windowgames_2358","1.0"
"all_games13924","Windowgames_3650","1.0"
"all_games8597","Windowgames_3019","1.0"
"all_games10803","Windowgames_2453","1.0"
"all_games8403","Windowgames_2393","1.0"
"all_games2314","Windowgames_2053","1.0"
"all_games18010","Windowgames_1451","1.0"
"all_games10405","Windowgames_722","1.0"
"all_games2187","Windowgames_2776","1.0"
"all_games1371","Windowgames_1045","1.0"
"all_games13798","Windowgames_1597","1.0"
"all_games12895","Windowgames_379","1.0"
"all_games6827","Windowgames_468","0.7"
"all_games5681","Windowgames_2003","1.0"
"all_games17365","Windowgames_3248","1.0"
"all_games1368","Windowgames_1912","1.0"
"all_games5758","Windowgames_1502","1.0"
"all_games5225","Windowgames_2455","1.0"
"all_games15156","Windowgames_2407","1.0"
"all_games233","Windowgames_3552","1.0"
"all_games118","Windowgames_669","1.0"
"all_games3867","Windowgames_2150","0.7"
"all_games5906","Windowgames_948","1.0"
"all_games4812","Windowgames_1108","1.0"
"all_games14308","Windowgames_2175","1.0"
"all_games13312","Windowgames_3079","0.7"
"all_games439","Windowgames_2354","1.0"
"all_games12755","Windowgames_1063","1.0"
"all_games11735","Windowgames_2849","1.0"
"all_games16238","Windowgames_2077","1.0"
"all_games10402","Windowgames_1535","1.0"
"all_games6483","Windowgames_3761","1.0"
"all_games2030","Windowgames_2661","1.0"
"all_games14844","Windowgames_2629","1.0"
"all_games9831","Windowgames_125","1.0"
"all_games15995","Windowgames_2399","0.7"
"all_games6329","Windowgames_3613","0.7"
"all_games9690","Windowgames_790","1.0"
"all_games6107","Windowgames_1417","1.0"
"all_games3636","Windowgames_546","1.0"
"all_games18779","Windowgames_467","1.0"
"all_games12740","Windowgames_1073","1.0"
"all_games13399","Windowgames_281","1.0"
"all_games2757","Windowgames_1853","1.0"
"all_games6281","Windowgames_2980","1.0"
"all_games12800","Windowgames_3029","1.0"
"all_games299","Windowgames_1696","1.0"
"all_games17891","Windowgames_1757","1.0"
"all_games6239","Windowgames_1567","1.0"
"all_games4299","Windowgames_3496","1.0"
"all_games7920","Windowgames_2356","1.0"
"all_games3283","Windowgames_1060","1.0"
"all_games8503","Windowgames_3018","1.0"
"all_games12359","Windowgames_3508","0.7"
"all_games7261","Windowgames_3020","1.0"
"all_games2192","Windowgames_1372","1.0"
"all_games3314","Windowgames_2588","1.0"
"all_games1697","Windowgames_595","1.0"
"all_games2439","Windowgames_2991","0.7"
"all_games2861","Windowgames_394","0.7"
"all_games17300","Windowgames_3181","0.7"
"all_games14785","Windowgames_3125","1.0"
"all_games11070","Windowgames_3670","0.7"
"all_games18529","Windowgames_1881","1.0"
"all_games12162","Windowgames_3380","1.0"
"all_games7610","Windowgames_3556","1.0"
"all_games131","Windowgames_3559","1.0"
"all_games2802","Windowgames_2592","1.0"
"all_games16522","Windowgames_1024","1.0"
"all_games2625","Windowgames_88","1.0"
"all_games1603","Windowgames_576","1.0"
"all_games281","Windowgames_2231","1.0"
"all_games9577","Windowgames_2895","1.0"
"all_games679","Windowgames_293","1.0"
"all_games8337","Windowgames_1611","1.0"
"all_games3587","Windowgames_547","1.0"
"all_games10082","Windowgames_287","1.0"
"all_games6229","Windowgames_3554","1.0"
"all_games16134","Windowgames_3479","1.0"
"all_games1041","Windowgames_2070","1.0"
"all_games6720","Windowgames_3042","1.0"
"all_games18781","Windowgames_3155","1.0"
"all_games12387","Windowgames_3535","1.0"
"all_games1464","Windowgames_345","1.0"
"all_games1610","Windowgames_3304","1.0"
"all_games14228","Windowgames_1462","1.0"
"all_games6165","Windowgames_651","1.0"
"all_games1124","Windowgames_832","1.0"
"all_games8903","Windowgames_3485","1.0"
"all_games13716","Windowgames_2845","1.0"
"all_games15222","Windowgames_1179","1.0"
"all_games140","Windowgames_2147","1.0"
"all_games2540","Windowgames_1692","1.0"
"all_games4362","Windowgames_3571","1.0"
"all_games494","Windowgames_916","1.0"
"all_games1030","Windowgames_736","1.0"
"all_games3982","Windowgames_875","1.0"
"all_games596","Windowgames_1880","1.0"
"all_games682","Windowgames_288","1.0"
"all_games862","Windowgames_2754","1.0"
"all_games12362","Windowgames_2157","1.0"
"all_games1961","Windowgames_2981","1.0"
"all_games1476","Windowgames_1132","1.0"
