id;name;platform;publishers;publicationDate;globallySoldUnits;genres;criticScore;userScore;developers;summary;rating;series
wikidata_id_1;Spiderdroid;2600;;1987-01-01;;;;;;;;
wikidata_id_2;Mario Is Missing!;SNES;;1993-01-01;;;;;;;Kids to Adults;
wikidata_id_7;FIFA 97;G;;1996-10-31;;;;;;;Everyone;FIFA
wikidata_id_9;Tales of Phantasia;GBA;;1995-12-15;;;;;;;Everyone 10+;Tales
wikidata_id_10;CyberGladiators;PC;;1996-01-01;;;;;;;;
wikidata_id_12;NASCAR Racing 2;PC;;1996-01-01;;;;;;;;
wikidata_id_15;Devilish Mahjong Tower;GEN;;1994-01-01;;;;;;;;
wikidata_id_17;Battle Chess II: Chinese Chess;PC;;1990-01-01;;;;;;;;
wikidata_id_21;Xenophage: Alien Bloodsport;PC;;1995-12-01;;;;;;;;
wikidata_id_22;Tintin in Tibet;GEN;;1995-01-01;;;;;;;;
wikidata_id_23;'99 Kōshien;PS;;1999-01-01;;;;;;;;
wikidata_id_25;Battleground 9: Chickamauga;PC;;1999-01-01;;;;;;;;
wikidata_id_26;DigimonWorld: Digital Card Battle;PS;;1999-01-01;;;;;;;;
wikidata_id_27;Zico Soccer;SNES;;1994-03-04;;;;;;;;
wikidata_id_29;Jumping Flash!;PSP;;1995-04-28;;;;;;;;
wikidata_id_35;Tapper;2600;;1983-01-01;;;;;;;;
wikidata_id_38;Mankind;PC;;1998-12-01;;;;;;;;
wikidata_id_41;Disney's Aladdin;GEN;;1993-11-11;;;;;;;;
wikidata_id_42;BS The Legend of Zelda: Ancient Stone Tablets;SNES;;1997-01-01;;;;;;;;The Legend of Zelda
wikidata_id_45;House of Tarot;GG;;1991-03-08;;;;;;;;
wikidata_id_49;Tintin in Tibet;SNES;;1995-01-01;;;;;;;;
wikidata_id_51;Shiroi Ringu he;SNES;;1995-10-27;;;;;;;;
wikidata_id_54;Angelique Tenkū no Requiem;PS;;1998-01-01;;;;;;;;
wikidata_id_60;Disney's Aladdin;NES;;1993-11-11;;;;;;;;
wikidata_id_64;Yokai Dochuki;NES;;1988-02-05;;;;;;;;
wikidata_id_65;Xuan-Yuan Sword: Dance of the Maple Leaves;PC;;1995-01-06;;;;;;;;
wikidata_id_70;Kid Niki: Radical Ninja;NES;;1987-10-02;;;;;;;;
wikidata_id_71;Aerobiz Supersonic;GEN;;1993-04-02;;;;;;;Everyone;
wikidata_id_74;King Arthur & the Knights of Justice;SNES;;1995-05-01;;;;;;;;
wikidata_id_86;Hermie Hopperhead: Scrap Panic;PS;;1996-12-15;;;;;;;;
wikidata_id_87;Jeff Wayne's The War of the Worlds;PS;;1999-07-19;;;;;;;;
wikidata_id_89;Image Fight;TG16;;1990-03-16;;;;;;;;
wikidata_id_92;Aerobiz Supersonic;SNES;;1993-04-02;;;;;;;Everyone;
wikidata_id_93;Action Pachio;SNES;;1993-04-09;;;;;;;;
wikidata_id_98;The Mask;SNES;;1996-12-27;;;;;;;Kids to Adults;
wikidata_id_100;Disney's Aladdin;GG;;1993-11-11;;;;;;;;
wikidata_id_103;Ghost Manor;2600;;1983-01-01;;;;;;;;
wikidata_id_104;Fallen Haven;PC;;1997-01-01;;;;;;;;
wikidata_id_107;Eisei Meijin;PS;;1995-09-08;;;;;;;;Eisei Meijin
wikidata_id_110;Pac-Man;NES;;1980-05-22;;;;;;;Everyone;
wikidata_id_113;Pac-Man;SNES;;1980-05-22;;;;;;;Everyone;
wikidata_id_116;Battle Bull;G;;1990-11-30;;;;;;;;
wikidata_id_117;Groove on Fight;SAT;;1997-01-01;;;;;;;;
wikidata_id_119;Omega Boost;PS;;1999-04-22;;;;;;;Everyone;
wikidata_id_121;Ogre Battle: The March of the Black Queen;PS;;1993-03-12;;;;;;;Everyone;
wikidata_id_122;Lethal Enforcers II: Gun Fighters;PS;;1994-05-11;;;;;;;Mature 17+;Lethal Enforcers
wikidata_id_124;Columns III;PC;;1993-10-15;;;;;;;Everyone;
wikidata_id_125;Darkstone;PS;;1999-07-31;;;;;;;Teen;
wikidata_id_126;Congo's Caper;SNES;;1992-12-18;;;;;;;Everyone;
wikidata_id_129;Gauntlet IV;GEN;;1993-01-01;;;;;;;;Gauntlet
wikidata_id_131;NHL 98;PS;;1997-09-30;;;;;;;;NHL
wikidata_id_141;Rippin' Riders Snowboarding;DC;;1999-08-26;;;;;;;;
wikidata_id_147;Stay Tooned!;PC;;1996-01-01;;;;;;;;
wikidata_id_148;Pitfall: The Mayan Adventure;SCD;;1995-07-14;;;;;;;;
wikidata_id_149;International Tennis Tour;SNES;;1993-03-26;;;;;;;;
wikidata_id_150;Bakuden: Unbalanced Zone;SCD;;1994-01-01;;;;;;;;
wikidata_id_151;Revenge of the Beefsteak Tomatoes;2600;;1983-01-01;;;;;;;;
wikidata_id_155;Alien Trilogy;SAT;;1996-05-31;;;;;;;Mature 17+;
wikidata_id_157;Mario's Super Picross;SNES;;1995-09-14;;;;;;;;Mario's Picross
wikidata_id_159;Pac-Man;GG;;1980-05-22;;;;;;;Everyone;
wikidata_id_164;Firestorm: Thunderhawk 2;PC;;1996-05-24;;;;;;;;
wikidata_id_165;Fierce Harmony;PC;;1999-09-08;;;;;;;;
wikidata_id_166;Genocide 2;SNES;;1994-08-05;;;;;;;;
wikidata_id_168;Street Fighter II: The World Warrior;PS;;1991-02-06;;;;;;;Everyone 10+;Street Fighter
wikidata_id_169;Buggy;PC;;1998-10-07;;;;;;;;
wikidata_id_171;Arcade's Greatest Hits: The Atari Collection 1;SNES;;1996-12-31;;;;;;;;
wikidata_id_175;Theme Park World;PC;;1999-11-20;;;;;;;;
wikidata_id_177;The Flintstones;G;;1994-01-01;;;;;;;;
wikidata_id_182;Game Boy Wars;G;;1991-05-21;;;;;;;;Wars
wikidata_id_186;Blue Heat: The Case of the Cover Girl Murders;PC;;1997-09-12;;;;;;;Mature 17+;
wikidata_id_187;Langrisser IV;PS;;1997-08-01;;;;;;;;
wikidata_id_190;64 Ōzumō;N64;;1997-11-28;;;;;;;;
wikidata_id_191;Disney's Aladdin;G;;1993-11-11;;;;;;;;
wikidata_id_193;Gamma-Attack;2600;;1983-01-01;;;;;;;;
wikidata_id_194;Dolucky no Puzzle Tour '94;SNES;;1994-10-28;;;;;;;;
wikidata_id_195;Powerslide;PC;;1998-01-01;;;;;;;Everyone;
wikidata_id_196;Jumbo Ozaki no Hole In One;SNES;;1991-01-01;;;;;;;;
wikidata_id_197;Blaster Master 2;GEN;;1993-01-01;;;;;;;;Blaster Master
wikidata_id_198;Asterix;NES;;1993-01-01;;;;;;;;
wikidata_id_201;Asterix;SNES;;1993-01-01;;;;;;;;
wikidata_id_204;Shatterhand;NES;;1991-10-26;;;;;;;;
wikidata_id_207;Dragonseeds;PS;;1998-08-06;;;;;;;;
wikidata_id_210;Santa Fe Mysteries: Sacred Ground;PC;;1997-01-01;;;;;;;;
wikidata_id_211;Strikers 1945 II;PS2;;1997-01-01;;;;;;;;
wikidata_id_217;Crash Bandicoot;PS;;1996-09-09;;;;;;;Kids to Adults;Crash Bandicoot
wikidata_id_219;Lemmings;PS3;;1991-02-14;;;;;;;Kids to Adults;
wikidata_id_231;Shockwave;NES;;1990-01-01;;;;;;;;
wikidata_id_232;Lone Soldier;PS;;1995-01-01;;;;;;;Teen;
wikidata_id_235;SimCity 2000;PC;;1993-01-01;;;;;;;Everyone;SimCity
wikidata_id_236;Dragon Slayer;G;;1985-07-15;;;;;;;;Dragon Slayer
wikidata_id_240;V-Rally 2;DC;;1999-10-31;;;;;;;Everyone 10+;Test Drive
wikidata_id_245;Stellar 7: Draxon's Revenge;3DO;;1993-01-01;;;;;;;;
wikidata_id_246;Bangai-O;N64;;1999-09-03;;;;;;;Everyone;
wikidata_id_247;Blake Stone: Planet Strike;PC;;1994-10-28;;;;;;;;
wikidata_id_254;Super Bases Loaded;SNES;;1991-05-17;;;;;;;;Bases Loaded
wikidata_id_256;"10101: ""Will"" The Starship";PS;;1997-01-01;;;;;;;;
wikidata_id_257;Dungeon Master: Theron's Quest;TG16;;1992-09-18;;;;;;;;
wikidata_id_262;SimCity 2000;GBA;;1993-01-01;;;;;;;Everyone;SimCity
wikidata_id_263;Snatcher;TG16;;1988-11-26;;;;;;;Mature 17+;
wikidata_id_268;Shining Force CD;GEN;;1994-07-22;;;;;;;;Shining
wikidata_id_269;You Don't Know Jack Sports;PC;;1997-01-01;;;;;;;Teen;
wikidata_id_272;Jennifer Capriati Tennis;GEN;;1992-06-12;;;;;;;;
wikidata_id_273;Dead Moon;TG16;;1991-02-22;;;;;;;;
wikidata_id_278;Virtua Cop Special Pack;SAT;;1998-02-19;;;;;;;;The House of the Dead
wikidata_id_280;Metal Masters;G;;1993-12-01;;;;;;;;
wikidata_id_283;The Super Spy;Wii;;1990-01-01;;;;;;;;
wikidata_id_285;Destruction Derby 2;PC;;1996-10-31;;;;;;;Everyone;Destruction Derby
wikidata_id_287;Power Drive;SNES;;1994-01-01;;;;;;;;
wikidata_id_288;Princess Minerva;SNES;;1995-06-23;;;;;;;;
wikidata_id_289;Arcus Odyssey;GEN;;1993-10-22;;;;;;;;
wikidata_id_291;Q2565784;PC;;1997-01-01;;;;;;;;
wikidata_id_296;Small Soldiers: Squad Commander;PC;;1998-01-01;;;;;;;;
wikidata_id_297;Math Blaster Mystery: The Great Brain Robbery;PC;;1994-01-01;;;;;;;;
wikidata_id_301;Commando;2600;;1985-05-01;;;;;;;;
wikidata_id_302;Commando;SAT;;1985-05-01;;;;;;;;
wikidata_id_308;Dizzy Prince of the Yolkfolk;NES;;1991-12-01;;;;;;;;
wikidata_id_309;Arcus Odyssey;SNES;;1993-10-22;;;;;;;;
wikidata_id_312;Sonic the Hedgehog;SAT;;1991-06-23;;;;;;;Everyone;Sonic the Hedgehog
wikidata_id_315;Kings of the Beach;NES;;1990-01-01;;;;;;;;
wikidata_id_318;Moon: Remix RPG Adventure;PC;;1997-10-16;;;;;;;Teen;
wikidata_id_321;UFO: Enemy Unknown;PS;;1994-01-01;;;;;;;Everyone;X-COM
wikidata_id_323;S.C.A.T.: Special Cybernetic Attack Team;NES;;1990-06-22;;;;;;;;
wikidata_id_324;JUNGLE WARS;SNES;;1993-01-01;;;;;;;;
wikidata_id_326;Plumbers Don't Wear Ties;3DO;;1994-09-30;;;;;;;;
wikidata_id_327;Asterix;G;;1993-01-01;;;;;;;;
wikidata_id_330;Killer Instinct;XOne;;1994-06-28;;;;;;;Teen;Killer Instinct
wikidata_id_333;Crystal Caves;PC;;1991-10-23;;;;;;;;
wikidata_id_337;Ganso Saiyūki: Super Monkey Daibōken;NES;;1986-11-21;;;;;;;;
wikidata_id_338;The Brainies;SNES;;1991-01-01;;;;;;;;Skweek
wikidata_id_341;Cool Boarders;PS;;1996-08-30;;;;;;;Kids to Adults;Cool Boarders
wikidata_id_350;Q11679447;SNES;;1993-01-01;;;;;;;;
wikidata_id_352;Condor Attack;2600;;1982-01-01;;;;;;;;
wikidata_id_355;The Super Spy;NG;;1990-01-01;;;;;;;;
wikidata_id_357;Ucchannanchan no Honō no Challenger: Denryū Iraira Bō;N64;;1997-12-19;;;;;;;;
wikidata_id_358;Bve trainsim;PC;;1996-01-01;;;;;;;;
wikidata_id_372;J.J. & Jeff;TG16;;1987-11-30;;;;;;;;
wikidata_id_375;G-Nome;PC;;1997-02-28;;;;;;;;
wikidata_id_379;Seifuku Densetsu Pretty Fighter;SNES;;1994-12-02;;;;;;;;
wikidata_id_380;Claw;PC;;1997-09-30;;;;;;;Everyone;
wikidata_id_383;Shining Force III Premium Disc;SAT;;1998-12-01;;;;;;;;Shining Force III
wikidata_id_385;Jaseiken Necromancer;TG16;;1988-01-22;;;;;;;;
wikidata_id_390;Don Doko Don;TG16;;1989-01-01;;;;;;;;
wikidata_id_392;Final Fight 2;SNES;;1993-05-22;;;;;;;Everyone 10+;Final Fight
wikidata_id_393;Enemy Engaged: Apache vs Havoc;PC;;1998-10-18;;;;;;;;
wikidata_id_396;Pepen ga Pengo;GEN;;1995-01-01;;;;;;;;
wikidata_id_399;Live A Live;SNES;;1994-09-02;;;;;;;;
wikidata_id_406;Shining Force Gaiden: Final Conflict;GG;;1995-06-30;;;;;;;;Shining
wikidata_id_416;Hydro Thunder;DC;;1999-09-09;;;;;;;;Hydro Thunder
wikidata_id_418;YU-NO: A girl who chants love at the bound of this world;PSV;;1996-12-26;;;;;;;Mature 17+;
wikidata_id_420;Dark Sun: Shattered Lands;PC;;1993-01-01;;;;;;;;Dark Sun
wikidata_id_423;Attack from Mars;PS3;;1995-12-01;;;;;;;;
wikidata_id_426;Nights into Dreams...;PS2;;1996-07-05;;;;;;;Kids to Adults;NiGHTS
wikidata_id_428;Black Widow;PS2;;1982-01-01;;;;;;;;
wikidata_id_433;Rings of Power;GEN;;1992-01-01;;;;;;;;
wikidata_id_436;Noir: A Shadowy Thriller;PC;;1996-01-01;;;;;;;Teen;
wikidata_id_450;F-117 Night Storm;GEN;;1994-05-27;;;;;;;;
wikidata_id_452;Capitalism;PC;;1995-10-31;;;;;;;;
wikidata_id_456;Beatmania for WonderSwan;WS;;1999-01-01;;;;;;;;
wikidata_id_457;Terminal Velocity;PC;;1995-05-31;;;;;;;;
wikidata_id_462;Flashback;DC;;1992-01-01;;;;;;;Kids to Adults;
wikidata_id_465;Ghost in the Shell;PC;;1997-07-17;;;;;;;;
wikidata_id_470;Mortal Kombat 3;PC;;1995-04-15;;;;;;;Mature 17+;Mortal Kombat
wikidata_id_472;Duke Caribbean: Life's a Beach;PC;;1997-01-01;;;;;;;;
wikidata_id_473;Pac-Man 2: The New Adventures;GEN;;1994-04-06;;;;;;;Everyone;
wikidata_id_474;Burning Desire;2600;;1983-01-01;;;;;;;;
wikidata_id_476;Return of the Phantom;PC;;1993-01-01;;;;;;;;
wikidata_id_479;Doraemon: Nobitaito Fukkatsu no hoshi;PS;;1996-01-01;;;;;;;;
wikidata_id_480;The X-Files Game;PS;;1998-05-31;;;;;;;Teen;
wikidata_id_484;Colony Wars: Vengeance;PS;;1998-10-31;;;;;;;;Colony Wars
wikidata_id_486;Impossible Mission II;NES;;1988-01-01;;;;;;;;
wikidata_id_487;Simon the Sorcerer;PC;;1993-09-27;;;;;;;;Simon the Sorcerer
wikidata_id_488;Yae;SNES;;1996-03-29;;;;;;;;
wikidata_id_490;It Came from the Desert;GEN;;1989-01-01;;;;;;;;
wikidata_id_492;Pac-Man 2: The New Adventures;SNES;;1994-04-06;;;;;;;Everyone;
wikidata_id_493;First Queen;PC;;1988-01-01;;;;;;;;
wikidata_id_495;Boggle;PC;;1997-01-01;;;;;;;;
wikidata_id_499;Pharaoh;PC;;1999-01-01;;;;;;;Everyone;City Building Series
wikidata_id_501;Werewolf: The Last Warrior;NES;;1991-06-28;;;;;;;;
wikidata_id_504;SimEarth;TG16;;1990-01-01;;;;;;;Everyone;
wikidata_id_506;Mega Man 5;PS;;1992-12-04;;;;;;;Everyone;Mega Man
wikidata_id_507;Teenage Mutant Ninja Turtles II: Back from the Sewers;G;;1991-11-15;;;;;;;;list of Teenage Mutant Ninja Turtles video games
wikidata_id_508;Natsuki Crisis Battle;SNES;;1995-04-21;;;;;;;;
wikidata_id_517;Rambo III;GEN;;1989-01-01;;;;;;;;
wikidata_id_522;Daedalian Opus;G;;1990-07-20;;;;;;;;
wikidata_id_524;Sound Novel Tsukūru;PS;;1996-05-31;;;;;;;;
wikidata_id_531;Bases Loaded 3;NES;;1990-07-27;;;;;;;;Bases Loaded
wikidata_id_533;Hardcore 4X4;SAT;;1996-11-30;;;;;;;;
wikidata_id_534;Bio-Hazard Battle;PC;;1992-10-30;;;;;;;;
wikidata_id_537;V-Rally 2;DC;;1999-10-31;;;;;;;Everyone 10+;Need for Speed
wikidata_id_538;Robotica;SAT;;1995-03-24;;;;;;;;
wikidata_id_543;WWF Attitude;N64;;1999-07-31;;;;;;;Everyone;
wikidata_id_545;Yumimi Mix;SAT;;1993-01-01;;;;;;;;
wikidata_id_549;Darius II;GEN;;1990-12-20;;;;;;;;
wikidata_id_551;Formula 1;PC;;1996-01-01;;;;;;;Kids to Adults;
wikidata_id_552;Super Bomberman;SNES;;1993-04-28;;;;;;;;Bomberman
wikidata_id_553;Nobunaga's Ambition: Bushou Fuunroku;TG16;;1990-01-01;;;;;;;;
wikidata_id_556;pop'n music 2;DC;;1999-01-01;;;;;;;;
wikidata_id_557;Trampoline Terror!;GEN;;1990-01-01;;;;;;;;
wikidata_id_558;Tekken 2;PS;;1995-09-29;;;;;;;Teen;Tekken
wikidata_id_560;The House of the Dead;PS;;1997-03-04;;;;;;;;The House of the Dead
wikidata_id_568;Star Trek: Starfleet Academy;PC;;1997-09-01;;;;;;;;
wikidata_id_570;Canyon Bomber;2600;;1978-01-01;;;;;;;;
wikidata_id_571;Tom Clancy's Rainbow Six;PS;;1998-08-21;;;;;;;Mature 17+;Tom Clancy's Rainbow Six
wikidata_id_572;Side Pocket;GEN;;1986-01-01;;;;;;;Everyone;
wikidata_id_573;Croc: Legend of the Gobbos;PS;;1997-09-29;;;;;;;Kids to Adults;
wikidata_id_577;Kurushi Final: Mental Blocks;PS;;1999-01-01;;;;;;;;
wikidata_id_578;Bonanza Bros.;TG16;;1990-06-18;;;;;;;;
wikidata_id_580;The Sword of Hope;G;;1989-12-28;;;;;;;;
wikidata_id_581;Metal Max 2;SNES;;1993-03-05;;;;;;;;Metal Max
wikidata_id_585;Q2741857;GG;;1994-01-01;;;;;;;;
wikidata_id_587;Harvest Moon 64;N64;;1999-02-05;;;;;;;Everyone;Story of Seasons
wikidata_id_593;F-22 Total Air War;PC;;1998-01-01;;;;;;;;
wikidata_id_594;Duke Nukem 3D;GEN;;1996-01-29;;;;;;;Mature 17+;Duke Nukem
wikidata_id_598;Side Pocket;NES;;1986-01-01;;;;;;;Everyone;
wikidata_id_599;Baldur's Gate;PC;;1998-12-21;;;;;;;Teen;Baldur's Gate
wikidata_id_601;Doraemon 3;SNES;;1994-12-16;;;;;;;;
wikidata_id_602;Combination Pro Soccer;PS;;1998-06-18;;;;;;;;
wikidata_id_604;Side Pocket;SNES;;1986-01-01;;;;;;;Everyone;
wikidata_id_605;The King of Fighters '94;PS2;;1994-08-25;;;;;;;Teen;The King of Fighters
wikidata_id_606;Yumimi Mix;SCD;;1993-01-01;;;;;;;;
wikidata_id_607;Jones in the Fast Lane;PC;;1990-01-01;;;;;;;;
wikidata_id_608;Space Station Silicon Valley;PS;;1998-10-21;;;;;;;Everyone;
wikidata_id_615;Earthworm Jim 2;PS;;1995-12-22;;;;;;;;Earthworm Jim
wikidata_id_618;Genewars;PC;;1996-09-30;;;;;;;;
wikidata_id_620;Mortal Kombat Mythologies: Sub-Zero;N64;;1997-10-01;;;;;;;Mature 17+;Mortal Kombat
wikidata_id_627;Crackout;NES;;1986-12-13;;;;;;;;
wikidata_id_629;DragonStrike;NES;;1990-01-01;;;;;;;;
wikidata_id_630;Blue Stinger;DC;;1999-03-25;;;;;;;Mature 17+;
wikidata_id_638;Shadowrun;SCD;;1996-02-23;;;;;;;;Shadowrun
wikidata_id_641;Crusader: No Regret;PC;;1996-09-10;;;;;;;Teen;
wikidata_id_645;Midtown Madness;PC;;1999-02-27;;;;;;;Everyone;Midtown Madness
wikidata_id_647;McKenzie & Co;PC;;1995-01-01;;;;;;;Everyone;
wikidata_id_648;Space Wars;NSW;;1977-01-01;;;;;;;Everyone;
wikidata_id_649;BC Racers;3DO;;1994-01-01;;;;;;;;
wikidata_id_650;Cliffhanger;SCD;;1993-11-01;;;;;;;;
wikidata_id_652;FIFA: Road to World Cup 98;PC;;1997-06-17;;;;;;;Everyone;FIFA
wikidata_id_659;Bomberman: Panic Bomber;PSP;;1994-12-22;;;;;;;Everyone;Bomberman
wikidata_id_663;Fast Food;2600;;1982-01-01;;;;;;;;
wikidata_id_664;Bomberman: Panic Bomber;SNES;;1994-12-22;;;;;;;Everyone;Bomberman
wikidata_id_668;World Series of Poker Adventure;PC;;1992-01-01;;;;;;;;
wikidata_id_670;International Superstar Soccer;SNES;;1994-11-11;;;;;;;Kids to Adults;International Superstar Soccer
wikidata_id_671;Q48990397;PC;;1997-05-01;;;;;;;;
wikidata_id_674;Q11331823;PCFX;;1996-01-01;;;;;;;;
wikidata_id_684;Dark Law: Meaning of Death;SNES;;1997-03-28;;;;;;;;
wikidata_id_685;Ninja Gaiden;TG16;;1988-12-09;;;;;;;;Ninja Gaiden series
wikidata_id_690;Battle Blaze;SNES;;1992-05-01;;;;;;;;
wikidata_id_692;Plok;SNES;;1993-09-01;;;;;;;;
wikidata_id_698;Fantastic Fortune;PS;;1998-11-27;;;;;;;;
wikidata_id_699;Crusader: No Remorse;PS;;1997-05-26;;;;;;;;
wikidata_id_705;Hell-Copter;PC;;1999-01-01;;;;;;;;
wikidata_id_707;NBA Showtime: NBA on NBC;DC;;1999-10-31;;;;;;;;
wikidata_id_708;Wing Commander: Academy;PC;;1993-01-01;;;;;;;;
wikidata_id_710;Bomberman: Panic Bomber;NG;;1994-12-22;;;;;;;Everyone;Bomberman
wikidata_id_716;Operation Wolf;NES;;1987-01-01;;;;;;;Everyone 10+;
wikidata_id_717;Rise of the Robots;GEN;;1994-01-01;;;;;;;;
wikidata_id_720;Side Pocket;G;;1986-01-01;;;;;;;Everyone;
wikidata_id_724;Front Mission 2;PS;;1997-09-25;;;;;;;Teen;Front Mission
wikidata_id_725;Discs of Tron;X360;;1983-01-01;;;;;;;;
wikidata_id_726;Hal's Hole in One Golf;SNES;;1991-02-23;;;;;;;;
wikidata_id_728;Steven Spielberg's Director's Chair;PC;;1996-01-01;;;;;;;;
wikidata_id_729;Jikkyō Power Pro Wrestling '96: Max Voltage;SNES;;1996-01-01;;;;;;;;
wikidata_id_730;Pop'n music 3;DC;;1999-01-01;;;;;;;;
wikidata_id_734;Hellfire;TG16;;1990-09-28;;;;;;;;
wikidata_id_735;Where in Time Is Carmen Sandiego?;NES;;1989-08-01;;;;;;;;
wikidata_id_736;Where in Time Is Carmen Sandiego?;SNES;;1989-08-01;;;;;;;;
wikidata_id_737;Rise of the Robots;SNES;;1994-01-01;;;;;;;;
wikidata_id_738;Dragon Ball Z Side Story: Plan to Eradicate the Saiyans;NES;;1993-01-01;;;;;;;;
wikidata_id_742;The Incredible Machine 2;PC;;1994-01-01;;;;;;;;
wikidata_id_743;Dark Rift;N64;;1997-07-10;;;;;;;;
wikidata_id_746;Alien Storm;GEN;;1991-06-28;;;;;;;;
wikidata_id_753;RealSports Soccer;2600;;1983-01-01;;;;;;;;RealSports
wikidata_id_755;Centipede;PSV;;1981-06-01;;;;;;;;Centipede
wikidata_id_758;Imperium;SNES;;1992-12-14;;;;;;;;
wikidata_id_759;Famista 64;N64;;1997-11-28;;;;;;;;
wikidata_id_761;Hyokkori Hyōtanjima;GEN;;1992-01-01;;;;;;;;
wikidata_id_763;Blazing Lazers;PSP;;1989-07-07;;;;;;;;
wikidata_id_765;Blue's 123 Time Activities;PC;;1999-01-01;;;;;;;;
wikidata_id_766;Tōge Densetsu: Saisoku Battle;SNES;;1996-03-15;;;;;;;;Shutokō Battle
wikidata_id_770;Disney's Animated Storybook: 101 Dalmatians;PC;;1997-01-01;;;;;;;;
wikidata_id_775;Star Gladiator;PS;;1996-10-25;;;;;;;Teen;
wikidata_id_780;Centipede;PS;;1981-06-01;;;;;;;;Centipede
wikidata_id_781;Monaco Grand Prix;DC;;1999-06-30;;;;;;;;
wikidata_id_783;Godzilla Trading Battle;PS;;1998-12-03;;;;;;;;
wikidata_id_791;Sentinel Returns;PS;;1998-01-01;;;;;;;;
wikidata_id_794;Reader Rabbit Toddler;PC;;1997-01-01;;;;;;;;
wikidata_id_799;21 Emon;TG16;;1994-01-01;;;;;;;;
wikidata_id_800;Triple Play 2002;PS;;1997-01-01;;;;;;;;Triple Play series
wikidata_id_806;Super Street Fighter II Turbo;PS2;;1994-02-23;;;;;;;;Street Fighter
wikidata_id_813;SD Gundam Gaiden: Knight Gundam Monogatari 2 - Hikari no Kishi;NES;;1991-12-10;;;;;;;;
wikidata_id_819;TwinBee RPG;PS;;1998-04-02;;;;;;;;
wikidata_id_822;Mumin: På kryss med Haffsorkestern;PC;;1996-01-01;;;;;;;;
wikidata_id_823;SD Kidō Senshi Gundam 2;SNES;;1993-01-01;;;;;;;;
wikidata_id_824;SD Kidō Senshi Gundam: V Sakusen Shidō;SNES;;1992-01-01;;;;;;;;
wikidata_id_826;Clock Tower;PS;;1996-12-13;;;;;;;Mature 17+;Clock Tower
wikidata_id_829;Silhouette Mirage;SAT;;1997-09-10;;;;;;;;
wikidata_id_830;Coconuts;2600;;1982-01-01;;;;;;;;
wikidata_id_831;Pandemonium 2;PC;;1997-09-30;;;;;;;;
wikidata_id_832;Silent Thunder: A-10 Tank Killer II;PC;;1996-02-29;;;;;;;;
wikidata_id_837;Heavy Unit;TG16;;1990-12-12;;;;;;;;
wikidata_id_845;Jeopardy!;N64;;1998-02-25;;;;;;;;
wikidata_id_846;Wave Race 64;N64;;1996-09-27;;;;;;;Kids to Adults;Wave Race
wikidata_id_848;NBA Action - Starring David Robinson;GG;;1994-01-01;;;;;;;;
wikidata_id_851;SD Gundam: Winner's History;GG;;1995-01-01;;;;;;;;
wikidata_id_853;Double Dragon;GEN;;1987-01-01;;;;;;;;Double Dragon
wikidata_id_855;Twisted Edge Extreme Snowboarding;N64;;1998-11-10;;;;;;;;
wikidata_id_858;WWF WrestleMania 2000;N64;;1999-01-01;;;;;;;;
wikidata_id_859;Hydro Thunder;PC;;1999-09-09;;;;;;;;Thunder
wikidata_id_861;Vigilante 8;N64;;1998-05-31;;;;;;;Teen;
wikidata_id_862;Cydonia: Mars - The First Manned Mission;PC;;1999-10-13;;;;;;;;
wikidata_id_863;Bonkers;SNES;;1994-01-01;;;;;;;;
wikidata_id_865;Planetfall;PC;;1983-07-08;;;;;;;;
wikidata_id_868;Shining Force II;GEN;;1993-10-01;;;;;;;Everyone;Shining
wikidata_id_873;Animaniacs: Ten Pin Alley;PS;;1998-12-01;;;;;;;;
wikidata_id_874;Double Dragon;NES;;1987-01-01;;;;;;;;Double Dragon
wikidata_id_876;The NewZealand Story;GEN;;1988-01-01;;;;;;;;
wikidata_id_877;Hydro Thunder;GC;;1999-09-09;;;;;;;;Thunder
wikidata_id_880;Knights and Merchants: The Shattered Kingdom;PC;;1998-09-18;;;;;;;;
wikidata_id_883;Tong Nou and Chu-Teng;PC;;1994-01-01;;;;;;;;
wikidata_id_886;Super Contra;NES;;1988-01-08;;;;;;;;Contra
wikidata_id_890;The NewZealand Story;NES;;1988-01-01;;;;;;;;
wikidata_id_893;Towering Inferno;2600;;1982-01-01;;;;;;;;
wikidata_id_894;Astrorock;PC;;1996-07-31;;;;;;;;
wikidata_id_896;Donkey Kong Land 2;G;;1996-09-01;;;;;;;Kids to Adults;Donkey Kong
wikidata_id_899;Angelique;DS;;1994-09-23;;;;;;;;
wikidata_id_900;Dragon's Lair;GEN;;1983-06-19;;;;;;;;Dragon's Lair
wikidata_id_909;Dragon's Lair;Wii;;1983-06-19;;;;;;;;Dragon's Lair
wikidata_id_910;Freddi Fish 4: The Case of the Hogfish Rustlers of Briny Gulch;PC;;1999-01-01;;;;;;;;Freddi Fish
wikidata_id_911;Mazinger Z;SNES;;1993-07-25;;;;;;;;
wikidata_id_918;Star Trek: Hidden Evil;PC;;1999-11-01;;;;;;;Teen;
wikidata_id_919;Tetris;NSW;;1984-06-06;;;;;;;;
wikidata_id_924;Dragon's Lair;PSP;;1983-06-19;;;;;;;;Dragon's Lair
wikidata_id_926;Double Dragon II;G;;1990-12-07;;;;;;;Teen;
wikidata_id_927;Treasures of the Deep;PS;;1997-08-31;;;;;;;Teen;
