all_games7077+Windowgames_1159,0.0
Video_games_sales7628+wikidata_id_62350+Video_games_sales16742+wikidata_id_73191,0.0
all_games16422+Windowgames_1759,0.0
wikidata_id_41678+Video_games_sales3984+Video_games_sales1939+wikidata_id_48048+wikidata_id_71784,0.0
Windowgames_273+all_games11210,0.0
Windowgames_1437+all_games6558,0.0
Windowgames_1445+all_games18221,0.0
PS4_id_6275+all_games5418,0.0
wikidata_id_32638+Video_games_sales6612+wikidata_id_43483+Video_games_sales8058,0.0
wikidata_id_31327+Video_games_sales603+Video_games_sales1280,0.0
all_games9158+Windowgames_3065,0.0
Video_games_sales1445+wikidata_id_41958+Video_games_sales15544+wikidata_id_39721,0.0
all_games14767+Windowgames_934,0.0
all_games18762+PS4_id_5156,0.0
Windowgames_995+all_games12619,0.0
all_games15620+Windowgames_2408,0.0
Video_games_sales12588+wikidata_id_33036+Video_games_sales13156,0.0
all_games11085+PS4_id_9608,0.0
all_games10246+PS4_id_6815,0.0
Video_games_sales9710+Video_games_sales8674+wikidata_id_39802,0.0
all_games15073+Windowgames_2376,0.0
wikidata_id_39277+Video_games_sales789+wikidata_id_69779+Video_games_sales787,0.0
all_games13809+Windowgames_2682,0.0
Windowgames_2214+all_games17604,0.0
Windowgames_2059+all_games12007,0.0
wikidata_id_38100+Video_games_sales2526+Video_games_sales2008+wikidata_id_31275+wikidata_id_32001,0.0
PS4_id_5897+all_games1489,0.0
all_games8112+PS4_id_4685,0.0
Windowgames_1019+all_games8426,0.0
Windowgames_731+all_games12461,0.0
Windowgames_324+all_games5046,0.0
PS4_id_3528+all_games6324,0.0
Video_games_sales9741+wikidata_id_22720+Video_games_sales11672+wikidata_id_2163,0.0
all_games2668+Windowgames_2364,0.0
all_games9372+Windowgames_2074,0.0
Video_games_sales2584+wikidata_id_44501+Video_games_sales7143,0.0
Video_games_sales6616+Video_games_sales6148+wikidata_id_75727,0.0
all_games10002+Windowgames_3121,0.0
Windowgames_2018+all_games11572+all_games6505,0.0
Windowgames_2778+all_games11158+all_games17825,0.0
wikidata_id_30414+Video_games_sales1402+Video_games_sales8003,0.0
Video_games_sales6714+Video_games_sales8401+wikidata_id_44159+wikidata_id_33266,0.0
PS4_id_8821+all_games8877,0.0
all_games7177+Windowgames_1036,0.0
Video_games_sales329+Video_games_sales8339+wikidata_id_12326,0.0
all_games14401+Windowgames_2390,0.0
Windowgames_1425+all_games5698+all_games6237,0.0
Windowgames_1207+all_games17462,0.0
wikidata_id_35915+Video_games_sales4653+wikidata_id_74748+Video_games_sales6381,0.0
Windowgames_186+all_games12475,0.0
Windowgames_3799+all_games5840,0.0
Video_games_sales1423+wikidata_id_12499+Video_games_sales554,0.0
all_games6175+Windowgames_146,0.0
PS4_id_4111+PS4_id_5134+all_games6723,0.0
all_games13626+Windowgames_1551,0.0
all_games11615+Windowgames_1739,0.0
Windowgames_2522+all_games8647,0.0
all_games1715+PS4_id_9172,0.0
all_games5722+Windowgames_3686,0.0
Windowgames_2930+all_games10095,0.0
Windowgames_992+all_games11918,0.0
Video_games_sales8528+Video_games_sales6667+wikidata_id_32919,0.0
all_games13780+Windowgames_3282,0.0
all_games8137+Windowgames_3595,0.0
Windowgames_290+all_games6586,0.0
PS4_id_346+all_games3226,0.0
all_games10534+Windowgames_1016,0.0
PS4_id_5896+all_games330,0.0
wikidata_id_29903+Video_games_sales10506+wikidata_id_33897+Video_games_sales13761,0.0
wikidata_id_38751+wikidata_id_36086+Video_games_sales2298+Video_games_sales2903,0.0
all_games944+Windowgames_3440+Windowgames_3441,0.0
Video_games_sales10403+wikidata_id_43980+Video_games_sales8714+wikidata_id_37158,0.0
Video_games_sales13601+Video_games_sales16041+wikidata_id_37208,0.0
Video_games_sales6744+Video_games_sales6269+wikidata_id_43225,0.0
Video_games_sales13836+Video_games_sales6369+Video_games_sales13838+wikidata_id_26133,0.0
PS4_id_5632+all_games12536,0.0
all_games16487+PS4_id_654,0.0
all_games7861+Windowgames_205,0.0
Windowgames_3589+all_games13665,0.0
PS4_id_658+all_games11094,0.0
Video_games_sales1950+Video_games_sales928+wikidata_id_43753,0.0
Windowgames_3016+all_games15081,0.0
all_games8937+Windowgames_1000,0.0
Windowgames_3116+all_games2018,0.0
all_games1756+Windowgames_2086,0.0
PS4_id_7324+all_games7741,0.0
all_games8422+PS4_id_5260,0.0
Windowgames_3710+all_games3930,0.0
all_games15994+Windowgames_3498,0.0
all_games1524+Windowgames_1380,0.0
PS4_id_4399+all_games12251,0.0
Windowgames_2977+all_games89,0.0
Windowgames_2836+all_games12826,0.0
PS4_id_1114+all_games10946,0.0
all_games2184+all_games11442+Windowgames_1287,0.0
PS4_id_8567+all_games4332,0.0
wikidata_id_40876+Video_games_sales7237+Video_games_sales14220,0.0
PS4_id_5264+all_games15149+PS4_id_6901,0.0
Windowgames_1107+all_games18363,0.0
Windowgames_2668+all_games11617,0.0
all_games2056+PS4_id_6096,0.0
Windowgames_3239+all_games1024,0.0
Video_games_sales9723+wikidata_id_61941+Video_games_sales3835,0.0
wikidata_id_33790+Video_games_sales5694+Video_games_sales7057+Video_games_sales4939+wikidata_id_42531,0.0
Windowgames_3646+all_games10410,0.0
Video_games_sales3366+Video_games_sales4861+wikidata_id_45135,0.0
Video_games_sales260+Video_games_sales115+wikidata_id_35168,0.0
