"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] GameNameComparatorLevenshtein record1Value","[0] GameNameComparatorLevenshtein record2Value","[0] GameNameComparatorLevenshtein record1PreprocessedValue","[0] GameNameComparatorLevenshtein record2PreprocessedValue","[0] GameNameComparatorLevenshtein similarity","[0] GameNameComparatorLevenshtein postproccesedSimilarity","[1] GameDateComparator3Years record1Value","[1] GameDateComparator3Years record2Value","[1] GameDateComparator3Years record1PreprocessedValue","[1] GameDateComparator3Years record2PreprocessedValue","[1] GameDateComparator3Years similarity","[1] GameDateComparator3Years postproccesedSimilarity"
"LinearCombinationMatchingRule","Video_games_sales6828","PS4_id_5846","0.42727272727272725",,"Skylanders Imaginators","Fenix Furia","Skylanders Imaginators","Fenix Furia","0.18181818181818177","0.18181818181818177","2016-01-01T00:00","2016-06-07T00:00","2016-01-01T00:00","2016-06-07T00:00","1.0","1.0"
"LinearCombinationMatchingRule","Video_games_sales3388","PS4_id_6216","0.3538461538461538",,"Rocket League","Ghostbusters","Rocket League","Ghostbusters","0.07692307692307687","0.07692307692307687","2016-01-01T00:00","2016-07-12T00:00","2016-01-01T00:00","2016-07-12T00:00","1.0","1.0"
"LinearCombinationMatchingRule","Video_games_sales4995","PS4_id_3055","0.43999999999999995",,"Homefront: The Revolution","Prison Architect","Homefront: The Revolution","Prison Architect","0.19999999999999996","0.19999999999999996","2016-01-01T00:00","2016-06-28T00:00","2016-01-01T00:00","2016-06-28T00:00","1.0","1.0"
"LinearCombinationMatchingRule","Video_games_sales4995","PS4_id_3054","0.16799999999999998",,"Homefront: The Revolution","Prismatic Solid","Homefront: The Revolution","Prismatic Solid","0.24","0.24","2016-01-01T00:00","2015-09-29T00:00","2016-01-01T00:00","2015-09-29T00:00","0.0","0.0"
"LinearCombinationMatchingRule","Video_games_sales2586","PS4_id_9351","0.06363636363636366",,"WWE 2K17","Mitch: Berry Challenge","WWE 2K17","Mitch: Berry Challenge","0.09090909090909094","0.09090909090909094","2016-01-01T00:00","2017-12-05T00:00","2016-01-01T00:00","2017-12-05T00:00","0.0","0.0"
"LinearCombinationMatchingRule","Video_games_sales13004","PS4_id_5048","0.13124999999999998",,"Psycho-Pass: Mandatory Happiness","Dancing Beauty - Idol Project","Psycho-Pass: Mandatory Happiness","Dancing Beauty - Idol Project","0.1875","0.1875","2016-01-01T00:00","2018-10-05T00:00","2016-01-01T00:00","2018-10-05T00:00","0.0","0.0"
"LinearCombinationMatchingRule","Video_games_sales2586","PS4_id_9352","0.36666666666666664",,"WWE 2K17","Mitsurugi Kamui Hikae","WWE 2K17","Mitsurugi Kamui Hikae","0.09523809523809523","0.09523809523809523","2016-01-01T00:00","2016-02-16T00:00","2016-01-01T00:00","2016-02-16T00:00","1.0","1.0"
"LinearCombinationMatchingRule","Video_games_sales4995","PS4_id_3056","0.11200000000000002",,"Homefront: The Revolution","Prison Boss VR","Homefront: The Revolution","Prison Boss VR","0.16000000000000003","0.16000000000000003","2016-01-01T00:00","2018-12-04T00:00","2016-01-01T00:00","2018-12-04T00:00","0.0","0.0"
"LinearCombinationMatchingRule","Video_games_sales13004","PS4_id_5049","0.13124999999999998",,"Psycho-Pass: Mandatory Happiness","Dandara","Psycho-Pass: Mandatory Happiness","Dandara","0.1875","0.1875","2016-01-01T00:00","2018-02-06T00:00","2016-01-01T00:00","2018-02-06T00:00","0.0","0.0"
"LinearCombinationMatchingRule","Video_games_sales11920","PS4_id_7861","0.10370370370370369",,"The Technomancer","Cook, Serve, Delicious! 2!!","The Technomancer","Cook, Serve, Delicious! 2!!","0.14814814814814814","0.14814814814814814","2016-01-01T00:00","2018-12-18T00:00","2016-01-01T00:00","2018-12-18T00:00","0.0","0.0"
